verse_id,language,audio_file_path,raw_text,normalized_text
JHN_01_42,en,audio_dataset_finetune/en/JHN_01.mp3,"He brought him to Jesus. Jesus looked at him and said, “So you are Simon the son of John? You shall be called Cephas” (which means Peter ).",he brought him to jesus jesus looked at him and said so you are simon the son of john you shall be called cephas which means peter
JHN_01_43,en,audio_dataset_finetune/en/JHN_01.mp3,"The next day Jesus decided to go to Galilee. He found Philip and said to him, “Follow me.”",the next day jesus decided to go to galilee he found philip and said to him follow me
JHN_01_44,en,audio_dataset_finetune/en/JHN_01.mp3,"Now Philip was from Bethsaida, the city of Andrew and Peter.",now philip was from bethsaida the city of andrew and peter
JHN_01_45,en,audio_dataset_finetune/en/JHN_01.mp3,"Philip found Nathanael and said to him, “We have found him of whom Moses in the Law and also the prophets wrote, Jesus of Nazareth, the son of Joseph.”",philip found nathanael and said to him we have found him of whom moses in the law and also the prophets wrote jesus of nazareth the son of joseph
JHN_01_46,en,audio_dataset_finetune/en/JHN_01.mp3,"Nathanael said to him, “Can anything good come out of Nazareth?” Philip said to him, “Come and see.”",nathanael said to him can anything good come out of nazareth philip said to him come and see
JHN_01_47,en,audio_dataset_finetune/en/JHN_01.mp3,"Jesus saw Nathanael coming toward him and said of him, “Behold, an Israelite indeed, in whom there is no deceit!”",jesus saw nathanael coming toward him and said of him behold an israelite indeed in whom there is no deceit
JHN_01_48,en,audio_dataset_finetune/en/JHN_01.mp3,"Nathanael said to him, “How do you know me?” Jesus answered him, “Before Philip called you, when you were under the fig tree, I saw you.”",nathanael said to him how do you know me jesus answered him before philip called you when you were under the fig tree i saw you
JHN_01_49,en,audio_dataset_finetune/en/JHN_01.mp3,"Nathanael answered him, “Rabbi, you are the Son of God! You are the King of Israel!”",nathanael answered him rabbi you are the son of god you are the king of israel
JHN_01_50,en,audio_dataset_finetune/en/JHN_01.mp3,"Jesus answered him, “Because I said to you, ‘I saw you under the fig tree,’do you believe? You will see greater things than these.”",jesus answered him because i said to you i saw you under the fig treedo you believe you will see greater things than these
JHN_01_51,en,audio_dataset_finetune/en/JHN_01.mp3,"And he said to him, “Truly, truly, I say to you, you will see heaven opened, and the angels of God ascending and descending on the Son of Man.”",and he said to him truly truly i say to you you will see heaven opened and the angels of god ascending and descending on the son of man
JHN_02_01,en,audio_dataset_finetune/en/JHN_02.mp3,"On the third day there was a wedding at Cana in Galilee, and the mother of Jesus was there.",on the third day there was a wedding at cana in galilee and the mother of jesus was there
JHN_02_02,en,audio_dataset_finetune/en/JHN_02.mp3,Jesus also was invited to the wedding with his disciples.,jesus also was invited to the wedding with his disciples
JHN_02_03,en,audio_dataset_finetune/en/JHN_02.mp3,"When the wine ran out, the mother of Jesus said to him, “They have no wine.”",when the wine ran out the mother of jesus said to him they have no wine
JHN_02_04,en,audio_dataset_finetune/en/JHN_02.mp3,"And Jesus said to her, “Woman, what does this have to do with me? My hour has not yet come.”",and jesus said to her woman what does this have to do with me my hour has not yet come
JHN_02_05,en,audio_dataset_finetune/en/JHN_02.mp3,"His mother said to the servants, “Do whatever he tells you.”",his mother said to the servants do whatever he tells you
JHN_02_06,en,audio_dataset_finetune/en/JHN_02.mp3,"Now there were six stone water jars there for the Jewish rites of purification, each holding twenty or thirty gallons.",now there were six stone water jars there for the jewish rites of purification each holding twenty or thirty gallons
JHN_02_07,en,audio_dataset_finetune/en/JHN_02.mp3,"Jesus said to the servants, “Fill the jars with water.” And they filled them up to the brim.",jesus said to the servants fill the jars with water and they filled them up to the brim
JHN_02_08,en,audio_dataset_finetune/en/JHN_02.mp3,"And he said to them, “Now draw some out and take it to the master of the feast.” So they took it.",and he said to them now draw some out and take it to the master of the feast so they took it
JHN_02_09,en,audio_dataset_finetune/en/JHN_02.mp3,"When the master of the feast tasted the water now become wine, and did not know where it came from (though the servants who had drawn the water knew), the master of the feast called the bridegroom",when the master of the feast tasted the water now become wine and did not know where it came from though the servants who had drawn the water knew the master of the feast called the bridegroom
JHN_02_10,en,audio_dataset_finetune/en/JHN_02.mp3,"and said to him, “Everyone serves the good wine first, and when people have drunk freely, then the poor wine. But you have kept the good wine until now.”",and said to him everyone serves the good wine first and when people have drunk freely then the poor wine but you have kept the good wine until now
JHN_02_11,en,audio_dataset_finetune/en/JHN_02.mp3,"This, the first of his signs, Jesus did at Cana in Galilee, and manifested his glory. And his disciples believed in him.",this the first of his signs jesus did at cana in galilee and manifested his glory and his disciples believed in him
JHN_02_12,en,audio_dataset_finetune/en/JHN_02.mp3,"After this he went down to Capernaum, with his mother and his brothers and his disciples, and they stayed there for a few days.",after this he went down to capernaum with his mother and his brothers and his disciples and they stayed there for a few days
JHN_02_13,en,audio_dataset_finetune/en/JHN_02.mp3,"The Passover of the Jews was at hand, and Jesus went up to Jerusalem.",the passover of the jews was at hand and jesus went up to jerusalem
JHN_02_14,en,audio_dataset_finetune/en/JHN_02.mp3,"In the temple he found those who were selling oxen and sheep and pigeons, and the money-changers sitting there.",in the temple he found those who were selling oxen and sheep and pigeons and the moneychangers sitting there
JHN_02_15,en,audio_dataset_finetune/en/JHN_02.mp3,"And making a whip of cords, he drove them all out of the temple, with the sheep and oxen. And he poured out the coins of the money-changers and overturned their tables.",and making a whip of cords he drove them all out of the temple with the sheep and oxen and he poured out the coins of the moneychangers and overturned their tables
JHN_02_16,en,audio_dataset_finetune/en/JHN_02.mp3,"And he told those who sold the pigeons, “Take these things away; do not make my Father’s house a house of trade.”",and he told those who sold the pigeons take these things away do not make my fathers house a house of trade
JHN_02_17,en,audio_dataset_finetune/en/JHN_02.mp3,"His disciples remembered that it was written, “Zeal for your house will consume me.”",his disciples remembered that it was written zeal for your house will consume me
JHN_02_18,en,audio_dataset_finetune/en/JHN_02.mp3,"So the Jews said to him, “What sign do you show us for doing these things?”",so the jews said to him what sign do you show us for doing these things
JHN_02_19,en,audio_dataset_finetune/en/JHN_02.mp3,"Jesus answered them, “Destroy this temple, and in three days I will raise it up.”",jesus answered them destroy this temple and in three days i will raise it up
JHN_02_20,en,audio_dataset_finetune/en/JHN_02.mp3,"The Jews then said, “It has taken forty-six years to build this temple, and will you raise it up in three days?”",the jews then said it has taken fortysix years to build this temple and will you raise it up in three days
JHN_02_21,en,audio_dataset_finetune/en/JHN_02.mp3,But he was speaking about the temple of his body.,but he was speaking about the temple of his body
JHN_02_22,en,audio_dataset_finetune/en/JHN_02.mp3,"When therefore he was raised from the dead, his disciples remembered that he had said this, and they believed the Scripture and the word that Jesus had spoken.",when therefore he was raised from the dead his disciples remembered that he had said this and they believed the scripture and the word that jesus had spoken
JHN_02_23,en,audio_dataset_finetune/en/JHN_02.mp3,"Now when he was in Jerusalem at the Passover Feast, many believed in his name when they saw the signs that he was doing.",now when he was in jerusalem at the passover feast many believed in his name when they saw the signs that he was doing
JHN_02_24,en,audio_dataset_finetune/en/JHN_02.mp3,"But Jesus on his part did not entrust himself to them, because he knew all people",but jesus on his part did not entrust himself to them because he knew all people
JHN_02_25,en,audio_dataset_finetune/en/JHN_02.mp3,"and needed no one to bear witness about man, for he himself knew what was in man.",and needed no one to bear witness about man for he himself knew what was in man
JHN_03_01,en,audio_dataset_finetune/en/JHN_03.mp3,"Now there was a man of the Pharisees named Nicodemus, a ruler of the Jews.",now there was a man of the pharisees named nicodemus a ruler of the jews
JHN_03_02,en,audio_dataset_finetune/en/JHN_03.mp3,"This man came to Jesus by night and said to him, “Rabbi, we know that you are a teacher come from God, for no one can do these signs that you do unless God is with him.”",this man came to jesus by night and said to him rabbi we know that you are a teacher come from god for no one can do these signs that you do unless god is with him
JHN_03_03,en,audio_dataset_finetune/en/JHN_03.mp3,"Jesus answered him, “Truly, truly, I say to you, unless one is born again he cannot see the kingdom of God.”",jesus answered him truly truly i say to you unless one is born again he cannot see the kingdom of god
JHN_03_04,en,audio_dataset_finetune/en/JHN_03.mp3,"Nicodemus said to him, “How can a man be born when he is old? Can he enter a second time into his mother’s womb and be born?”",nicodemus said to him how can a man be born when he is old can he enter a second time into his mothers womb and be born
JHN_03_05,en,audio_dataset_finetune/en/JHN_03.mp3,"Jesus answered, “Truly, truly, I say to you, unless one is born of water and the Spirit, he cannot enter the kingdom of God.",jesus answered truly truly i say to you unless one is born of water and the spirit he cannot enter the kingdom of god
JHN_03_06,en,audio_dataset_finetune/en/JHN_03.mp3,"That which is born of the flesh is flesh, and that which is born of the Spirit is spirit.",that which is born of the flesh is flesh and that which is born of the spirit is spirit
JHN_03_07,en,audio_dataset_finetune/en/JHN_03.mp3,"Do not marvel that I said to you, ‘You must be born again.’",do not marvel that i said to you you must be born again
JHN_03_08,en,audio_dataset_finetune/en/JHN_03.mp3,"The wind blows where it wishes, and you hear its sound, but you do not know where it comes from or where it goes. So it is with everyone who is born of the Spirit.”",the wind blows where it wishes and you hear its sound but you do not know where it comes from or where it goes so it is with everyone who is born of the spirit
JHN_03_09,en,audio_dataset_finetune/en/JHN_03.mp3,"Nicodemus said to him, “How can these things be?”",nicodemus said to him how can these things be
JHN_03_10,en,audio_dataset_finetune/en/JHN_03.mp3,"Jesus answered him, “Are you the teacher of Israel and yet you do not understand these things?",jesus answered him are you the teacher of israel and yet you do not understand these things
JHN_03_11,en,audio_dataset_finetune/en/JHN_03.mp3,"Truly, truly, I say to you, we speak of what we know, and bear witness to what we have seen, but you do not receive our testimony.",truly truly i say to you we speak of what we know and bear witness to what we have seen but you do not receive our testimony
JHN_03_12,en,audio_dataset_finetune/en/JHN_03.mp3,"If I have told you earthly things and you do not believe, how can you believe if I tell you heavenly things?",if i have told you earthly things and you do not believe how can you believe if i tell you heavenly things
JHN_03_13,en,audio_dataset_finetune/en/JHN_03.mp3,"No one has ascended into heaven except he who descended from heaven, the Son of Man.",no one has ascended into heaven except he who descended from heaven the son of man
JHN_03_14,en,audio_dataset_finetune/en/JHN_03.mp3,"And as Moses lifted up the serpent in the wilderness, so must the Son of Man be lifted up,",and as moses lifted up the serpent in the wilderness so must the son of man be lifted up
JHN_03_15,en,audio_dataset_finetune/en/JHN_03.mp3,that whoever believes in him may have eternal life.,that whoever believes in him may have eternal life
JHN_03_16,en,audio_dataset_finetune/en/JHN_03.mp3,"“For God so loved the world, that he gave his only Son, that whoever believes in him should not perish but have eternal life.",for god so loved the world that he gave his only son that whoever believes in him should not perish but have eternal life
JHN_03_17,en,audio_dataset_finetune/en/JHN_03.mp3,"For God did not send his Son into the world to condemn the world, but in order that the world might be saved through him.",for god did not send his son into the world to condemn the world but in order that the world might be saved through him
JHN_03_18,en,audio_dataset_finetune/en/JHN_03.mp3,"Whoever believes in him is not condemned, but whoever does not believe is condemned already, because he has not believed in the name of the only Son of God.",whoever believes in him is not condemned but whoever does not believe is condemned already because he has not believed in the name of the only son of god
JHN_03_19,en,audio_dataset_finetune/en/JHN_03.mp3,"And this is the judgment: the light has come into the world, and people loved the darkness rather than the light because their works were evil.",and this is the judgment the light has come into the world and people loved the darkness rather than the light because their works were evil
JHN_03_20,en,audio_dataset_finetune/en/JHN_03.mp3,"For everyone who does wicked things hates the light and does not come to the light, lest his works should be exposed.",for everyone who does wicked things hates the light and does not come to the light lest his works should be exposed
JHN_03_21,en,audio_dataset_finetune/en/JHN_03.mp3,"But whoever does what is true comes to the light, so that it may be clearly seen that his works have been carried out in God.”",but whoever does what is true comes to the light so that it may be clearly seen that his works have been carried out in god
JHN_03_22,en,audio_dataset_finetune/en/JHN_03.mp3,"After this Jesus and his disciples went into the Judean countryside, and he remained there with them and was baptizing.",after this jesus and his disciples went into the judean countryside and he remained there with them and was baptizing
JHN_03_23,en,audio_dataset_finetune/en/JHN_03.mp3,"John also was baptizing at Aenon near Salim, because water was plentiful there, and people were coming and being baptized",john also was baptizing at aenon near salim because water was plentiful there and people were coming and being baptized
JHN_03_24,en,audio_dataset_finetune/en/JHN_03.mp3,(for John had not yet been put in prison).,for john had not yet been put in prison
JHN_03_25,en,audio_dataset_finetune/en/JHN_03.mp3,Now a discussion arose between some of John’s disciples and a Jew over purification.,now a discussion arose between some of johns disciples and a jew over purification
JHN_03_26,en,audio_dataset_finetune/en/JHN_03.mp3,"And they came to John and said to him, “Rabbi, he who was with you across the Jordan, to whom you bore witness—look, he is baptizing, and all are going to him.”",and they came to john and said to him rabbi he who was with you across the jordan to whom you bore witness look he is baptizing and all are going to him
JHN_03_27,en,audio_dataset_finetune/en/JHN_03.mp3,"John answered, “A person cannot receive even one thing unless it is given him from heaven.",john answered a person cannot receive even one thing unless it is given him from heaven
JHN_03_28,en,audio_dataset_finetune/en/JHN_03.mp3,"You yourselves bear me witness, that I said, ‘I am not the Christ, but I have been sent before him.’",you yourselves bear me witness that i said i am not the christ but i have been sent before him
JHN_03_29,en,audio_dataset_finetune/en/JHN_03.mp3,"The one who has the bride is the bridegroom. The friend of the bridegroom, who stands and hears him, rejoices greatly at the bridegroom’s voice. Therefore this joy of mine is now complete.",the one who has the bride is the bridegroom the friend of the bridegroom who stands and hears him rejoices greatly at the bridegrooms voice therefore this joy of mine is now complete
JHN_03_30,en,audio_dataset_finetune/en/JHN_03.mp3,"He must increase, but I must decrease.”",he must increase but i must decrease
JHN_03_31,en,audio_dataset_finetune/en/JHN_03.mp3,He who comes from above is above all. He who is of the earth belongs to the earth and speaks in an earthly way. He who comes from heaven is above all.,he who comes from above is above all he who is of the earth belongs to the earth and speaks in an earthly way he who comes from heaven is above all
JHN_03_32,en,audio_dataset_finetune/en/JHN_03.mp3,"He bears witness to what he has seen and heard, yet no one receives his testimony.",he bears witness to what he has seen and heard yet no one receives his testimony
JHN_03_33,en,audio_dataset_finetune/en/JHN_03.mp3,"Whoever receives his testimony sets his seal to this, that God is true.",whoever receives his testimony sets his seal to this that god is true
JHN_03_34,en,audio_dataset_finetune/en/JHN_03.mp3,"For he whom God has sent utters the words of God, for he gives the Spirit without measure.",for he whom god has sent utters the words of god for he gives the spirit without measure
JHN_03_35,en,audio_dataset_finetune/en/JHN_03.mp3,The Father loves the Son and has given all things into his hand.,the father loves the son and has given all things into his hand
JHN_03_36,en,audio_dataset_finetune/en/JHN_03.mp3,"Whoever believes in the Son has eternal life; whoever does not obey the Son shall not see life, but the wrath of God remains on him.",whoever believes in the son has eternal life whoever does not obey the son shall not see life but the wrath of god remains on him
JHN_04_01,en,audio_dataset_finetune/en/JHN_04.mp3,Now when Jesus learned that the Pharisees had heard that Jesus was making and baptizing more disciples than John,now when jesus learned that the pharisees had heard that jesus was making and baptizing more disciples than john
JHN_04_02,en,audio_dataset_finetune/en/JHN_04.mp3,"(although Jesus himself did not baptize, but only his disciples),",although jesus himself did not baptize but only his disciples
JHN_04_03,en,audio_dataset_finetune/en/JHN_04.mp3,he left Judea and departed again for Galilee.,he left judea and departed again for galilee
JHN_04_04,en,audio_dataset_finetune/en/JHN_04.mp3,And he had to pass through Samaria.,and he had to pass through samaria
JHN_04_05,en,audio_dataset_finetune/en/JHN_04.mp3,"So he came to a town of Samaria called Sychar, near the field that Jacob had given to his son Joseph.",so he came to a town of samaria called sychar near the field that jacob had given to his son joseph
JHN_04_06,en,audio_dataset_finetune/en/JHN_04.mp3,"Jacob’s well was there; so Jesus, wearied as he was from his journey, was sitting beside the well. It was about the sixth hour.",jacobs well was there so jesus wearied as he was from his journey was sitting beside the well it was about the sixth hour
JHN_04_07,en,audio_dataset_finetune/en/JHN_04.mp3,"A woman from Samaria came to draw water. Jesus said to her, “Give me a drink.”",a woman from samaria came to draw water jesus said to her give me a drink
JHN_04_08,en,audio_dataset_finetune/en/JHN_04.mp3,(For his disciples had gone away into the city to buy food.),for his disciples had gone away into the city to buy food
JHN_04_09,en,audio_dataset_finetune/en/JHN_04.mp3,"The Samaritan woman said to him, “How is it that you, a Jew, ask for a drink from me, a woman of Samaria?” (For Jews have no dealings with Samaritans.)",the samaritan woman said to him how is it that you a jew ask for a drink from me a woman of samaria for jews have no dealings with samaritans
JHN_04_10,en,audio_dataset_finetune/en/JHN_04.mp3,"Jesus answered her, “If you knew the gift of God, and who it is that is saying to you, ‘Give me a drink,’you would have asked him, and he would have given you living water.”",jesus answered her if you knew the gift of god and who it is that is saying to you give me a drinkyou would have asked him and he would have given you living water
JHN_04_11,en,audio_dataset_finetune/en/JHN_04.mp3,"The woman said to him, “Sir, you have nothing to draw water with, and the well is deep. Where do you get that living water?",the woman said to him sir you have nothing to draw water with and the well is deep where do you get that living water
JHN_04_12,en,audio_dataset_finetune/en/JHN_04.mp3,"Are you greater than our father Jacob? He gave us the well and drank from it himself, as did his sons and his livestock.”",are you greater than our father jacob he gave us the well and drank from it himself as did his sons and his livestock
JHN_04_13,en,audio_dataset_finetune/en/JHN_04.mp3,"Jesus said to her, “Everyone who drinks of this water will be thirsty again,",jesus said to her everyone who drinks of this water will be thirsty again
JHN_04_14,en,audio_dataset_finetune/en/JHN_04.mp3,but whoever drinks of the water that I will give him will never be thirsty again. The water that I will give him will become in him a spring of water welling up to eternal life.”,but whoever drinks of the water that i will give him will never be thirsty again the water that i will give him will become in him a spring of water welling up to eternal life
JHN_04_15,en,audio_dataset_finetune/en/JHN_04.mp3,"The woman said to him, “Sir, give me this water, so that I will not be thirsty or have to come here to draw water.”",the woman said to him sir give me this water so that i will not be thirsty or have to come here to draw water
JHN_04_16,en,audio_dataset_finetune/en/JHN_04.mp3,"Jesus said to her, “Go, call your husband, and come here.”",jesus said to her go call your husband and come here
JHN_04_17,en,audio_dataset_finetune/en/JHN_04.mp3,"The woman answered him, “I have no husband.” Jesus said to her, “You are right in saying, ‘I have no husband’;",the woman answered him i have no husband jesus said to her you are right in saying i have no husband
JHN_04_18,en,audio_dataset_finetune/en/JHN_04.mp3,"for you have had five husbands, and the one you now have is not your husband. What you have said is true.”",for you have had five husbands and the one you now have is not your husband what you have said is true
JHN_04_19,en,audio_dataset_finetune/en/JHN_04.mp3,"The woman said to him, “Sir, I perceive that you are a prophet.",the woman said to him sir i perceive that you are a prophet
JHN_04_20,en,audio_dataset_finetune/en/JHN_04.mp3,"Our fathers worshiped on this mountain, but you say that in Jerusalem is the place where people ought to worship.”",our fathers worshiped on this mountain but you say that in jerusalem is the place where people ought to worship
JHN_04_21,en,audio_dataset_finetune/en/JHN_04.mp3,"Jesus said to her, “Woman, believe me, the hour is coming when neither on this mountain nor in Jerusalem will you worship the Father.",jesus said to her woman believe me the hour is coming when neither on this mountain nor in jerusalem will you worship the father
JHN_04_22,en,audio_dataset_finetune/en/JHN_04.mp3,"You worship what you do not know; we worship what we know, for salvation is from the Jews.",you worship what you do not know we worship what we know for salvation is from the jews
JHN_04_23,en,audio_dataset_finetune/en/JHN_04.mp3,"But the hour is coming, and is now here, when the true worshipers will worship the Father in spirit and truth, for the Father is seeking such people to worship him.",but the hour is coming and is now here when the true worshipers will worship the father in spirit and truth for the father is seeking such people to worship him
JHN_04_24,en,audio_dataset_finetune/en/JHN_04.mp3,"God is spirit, and those who worship him must worship in spirit and truth.”",god is spirit and those who worship him must worship in spirit and truth
JHN_04_25,en,audio_dataset_finetune/en/JHN_04.mp3,"The woman said to him, “I know that Messiah is coming (he who is called Christ). When he comes, he will tell us all things.”",the woman said to him i know that messiah is coming he who is called christ when he comes he will tell us all things
JHN_04_26,en,audio_dataset_finetune/en/JHN_04.mp3,"Jesus said to her, “I who speak to you am he.”",jesus said to her i who speak to you am he
JHN_04_27,en,audio_dataset_finetune/en/JHN_04.mp3,"Just then his disciples came back. They marveled that he was talking with a woman, but no one said, “What do you seek?” or, “Why are you talking with her?”",just then his disciples came back they marveled that he was talking with a woman but no one said what do you seek or why are you talking with her
JHN_04_28,en,audio_dataset_finetune/en/JHN_04.mp3,"So the woman left her water jar and went away into town and said to the people,",so the woman left her water jar and went away into town and said to the people
JHN_04_29,en,audio_dataset_finetune/en/JHN_04.mp3,"“Come, see a man who told me all that I ever did. Can this be the Christ?”",come see a man who told me all that i ever did can this be the christ
JHN_04_30,en,audio_dataset_finetune/en/JHN_04.mp3,They went out of the town and were coming to him.,they went out of the town and were coming to him
JHN_04_31,en,audio_dataset_finetune/en/JHN_04.mp3,"Meanwhile the disciples were urging him, saying, “Rabbi, eat.”",meanwhile the disciples were urging him saying rabbi eat
JHN_04_32,en,audio_dataset_finetune/en/JHN_04.mp3,"But he said to them, “I have food to eat that you do not know about.”",but he said to them i have food to eat that you do not know about
