start	end	text
800	2000	Matthew 13
2000	7360	That same day Jesus went out of the house and sat beside the sea,
7560	12560	and great crowds gathered about him, so that he got into a boat and sat down.
13120	18860	And the whole crowd stood on the beach, and he told them many things in parables, saying,
19100	25900	A sower went out to sow, and as he sowed, some seeds fell along the path,
25900	31080	and the birds came and devoured them. Other seeds fell on rocky ground,
31460	35160	where they did not have much soil, and immediately they sprang up,
35480	40360	since they had no depth of soil. But when the sun rose, they were scorched,
40680	46120	and since they had no root, they withered away. Other seeds fell among thorns,
46400	52240	and the thorns grew up and choked them. Other seeds fell on good soil and produced grain,
52240	55860	some a hundredfold, some sixty, some thirty.
56480	59280	He who has ears, let him hear.
61240	66260	Then the disciples came and said to him, Why do you speak to them in parables?
66900	72840	And he answered them, To you it has been given to know the secrets of the kingdom of heaven,
73360	78520	but to them it has not been given. For to the one who has, more will be given,
78700	85700	and he will have an abundance. But from the one who has not, even what he has will be taken away.
86480	90940	This is why I speak to them in parables, because seeing they do not see,
91240	94000	and hearing they do not hear, nor do they understand.
94920	99140	Indeed, in their case the prophecy of Isaiah is fulfilled that says,
99720	104780	You will indeed hear, but never understand, and you will indeed see, but never perceive.
105560	109960	For this people's heart has grown dull, and with their ears they can barely hear,
109960	115360	and their eyes they have closed, lest they should see with their eyes, and hear with their ears,
115520	115880	and understand.
115880	119320	Understand with their heart and turn, and I would heal them.
120160	125140	But blessed are your eyes, for they see, and your ears, for they hear.
125840	130000	For truly I say to you, many prophets and righteous people longed to see what you see,
130280	134020	and did not see it, and to hear what you hear, and did not hear it.
134940	139560	Hear then the parable of the sower. When anyone hears the word of the kingdom,
139820	145400	and does not understand it, the evil one comes and snatches away what has been sown in his heart.
145920	150660	This is what was sown along the path. As for what was sown on rocky ground,
151040	155000	this is the one who hears the word and immediately receives it with joy.
155320	161220	Yet he has no root in himself, but endures for a while, and when tribulation or persecution
161220	167560	arises on account of the word, immediately he falls away. As for what was sown among thorns,
167960	172640	this is the one who hears the word, but the cares of the world and the deceitfulness of riches
172640	175280	choke the word, and it proves unfruitful.
175920	181480	As for what was sown on good soil, this is the one who hears the word and understands it.
181480	187880	He indeed bears fruit and yields in one case a hundredfold, in another sixty, and in another
187880	191280	thirty. He put another parable before them, saying,
192160	196940	The kingdom of heaven may be compared to a man who sowed good seed in his field.
197680	203700	But while his men were sleeping, his enemy came and sowed weeds among the wheat and went away.
205400	212940	And the servants of the master of the house came and said to him,
213480	218720	Master, did you not sow good seed in your field? How then does it have weeds?
219440	225160	He said to them, An enemy has done this. So the servants said to him,
225480	231880	Then do you want us to go and gather them? But he said, No, lest in gathering the weeds
231880	235180	you root up the wheat along with them. Let both grow together, and let one of them grow.
235180	235380	And he said, No, lest in gathering the weeds you root up the wheat along with them.
235400	239320	Let both grow together until the harvest. And at harvest time I will tell the reapers,
240000	245980	Gather the weeds first, and bind them in bundles to be burned. But gather the wheat into my barn.
246700	252720	He put another parable before them, saying, The kingdom of heaven is like a grain of mustard
252720	259260	seed that a man took and sowed in his field. It is the smallest of all seeds, but when it
259260	265180	has grown it is larger than all the garden plants and becomes a tree, so that the birds of the air
265180	270260	come and make nests in its branches. He told them another parable.
271200	276260	The kingdom of heaven is like leaven that a woman took and hid in three measures of flour,
276740	283280	till it was all leavened. All these things Jesus said to the crowds in parables. Indeed,
283380	289180	he said nothing to them without a parable. This was to fulfill what was spoken by the prophet.
289180	294980	I will open my mouth in parables. I will utter what has been hidden since the
294980	301180	foundation of the world. Then he left the crowds and went into the house, and his disciples came
301180	308440	to him, saying, Explain to us the parable of the weeds of the field. He answered, The one who sows
308440	314540	the good seed is the son of man, the field is the world, and the good seed is the sons of the
314540	320360	kingdom. The weeds are the sons of the evil one, and the enemy who sowed them is the devil.
321340	324960	The harvest is the close of the age, and the reapers are the ones who sow the good seed.
324960	331260	Or angels. Just as the weeds are gathered and burned with fire, so will it be at the close of
331260	337220	the age. The son of man will send his angels, and they will gather out of his kingdom all causes of
337220	343680	sin and all lawbreakers, and throw them into the fiery furnace. In that place there will be weeping
343680	349820	and gnashing of teeth. Then the righteous will shine like the sun in the kingdom of their father.
350860	353200	He who has ears, let him hear.
354960	360160	The kingdom of heaven is like treasure hidden in a field, which a man found and covered up.
360600	364480	Then in his joy he goes and sells all that he has and buys that field.
365320	371140	Again, the kingdom of heaven is like a merchant in search of fine pearls, who on finding one
371140	378140	pearl of great value, went and sold all that he had and bought it. Again, the kingdom of heaven
378140	383520	is like a net that was thrown into the sea and gathered fish of every kind. When it was full,
383960	384940	men drew it ashore and threw it into the sea. He who has ears, let him hear.
384960	390040	He who has nose, let him see. He who has tooth, let him wonder. He who has teeth licks his nose.
390040	395520	When patient songs, it is easy with
396240	402120	and throw them into the fiery furnace. In that place there will be weeping and gnashing of teeth.
402940	407080	Have you understood all these things? They said to him,
407840	414540	Yes. And he said to them, Therefore, every scribe who has been trained for the kingdom of heaven
414540	414940	is a people of God. He who has cheese, let him eat. He who has bread, let him buy bread. They say to him,
414960	416560	is like a master of a house,
416720	420120	who brings out of his treasure what is new and what is old.
421880	424280	And when Jesus had finished these parables,
424420	425400	he went away from there.
425660	428320	And coming to his hometown, he taught them in their synagogue,
428760	431080	so that they were astonished, and said,
431300	435220	Where did this man get this wisdom and these mighty works?
435980	437620	Is not this the carpenter's son?
438180	439740	Is not his mother called Mary?
440060	443700	And are not his brothers James and Joseph and Simon and Judas?
443700	446340	And are not all his sisters with us?
446580	448580	Where then did this man get all these things?
449020	450800	And they took offense at him.
451140	452320	But Jesus said to them,
452700	455080	A prophet is not without honor,
455520	459000	except in his hometown and in his own household.
459860	461960	And he did not do many mighty works there,
462220	463720	because of their unbelief.
