start	end	text
0	2580	Matthew 27
2580	10320	When morning came, all the chief priests and the elders of the people took counsel against Jesus to put him to death.
10780	15320	And they bound him and led him away and delivered him over to Pilate the governor.
16000	19960	Then when Judas, his betrayer, saw that Jesus was condemned,
20440	26180	he changed his mind and brought back the thirty pieces of silver to the chief priests and the elders, saying,
26760	29500	I have sinned by betraying innocent blood.
30000	30960	They said,
31640	34520	What is that to us? See to it yourself.
35380	41740	And throwing down the pieces of silver into the temple, he departed, and he went and hanged himself.
42080	45880	But the chief priests, taking the pieces of silver, said,
46700	51900	It is not lawful to put them into the treasury, since it is blood money.
52980	59400	So they took counsel and bought with them the potter's field as a burial place for strangers.
60000	64820	Therefore that field has been called the field of blood to this day.
65860	70080	Then was fulfilled what had been spoken by the prophet Jeremiah, saying,
70880	77760	And they took the thirty pieces of silver, the price of him on whom a price had been set by some of the sons of Israel,
77940	81940	and they gave them for the potter's field, as the Lord directed me.
82920	87000	Now Jesus stood before the governor, and the governor asked him,
87000	89380	Are you the king of the Jews?
90000	90840	Jesus said,
91620	92760	You have said so.
93520	98480	But when he was accused by the chief priests and elders, he gave no answer.
99200	100600	Then Pilate said to him,
101280	104680	Do you not hear how many things they testify against you?
105360	111320	But he gave him no answer, not even to a single charge, so that the governor was greatly amazed.
111780	118380	Now at the feast the governor was accustomed to release for the crowd any one prisoner whom they wanted.
119060	119960	And they had then,
120120	122380	a notorious prisoner called Barabbas.
122880	124180	So when they had gathered,
124540	125520	Pilate said to them,
126340	128980	Whom do you want me to release for you,
129220	129920	Barabbas,
130200	131360	or Jesus,
131740	133180	who is called Christ?
134360	138020	For he knew that it was out of envy that they had delivered him up.
138560	138960	Besides,
139200	141120	while he was sitting on the judgment seat,
141500	143300	his wife sent word to him,
143640	146160	Have nothing to do with that righteous man,
146880	149940	for I have suffered much because of him today in a dream,
150120	152780	and I have not heard a word from him since the day of my death.
152780	156780	Now the chief priests and the elders persuaded the crowd to ask for Barabbas and destroy Jesus.
156780	158780	The governor again said to them,
158780	162780	Which of the two do you want me to release for you?
162780	164780	And they said,
164780	166780	Barabbas!
166780	168780	Pilate said to them,
168780	172780	Then what shall I do with Jesus, who is called Christ?
172780	174780	They all said,
174780	176780	Let him be crucified!
176780	178780	And he said,
178780	179880	Why?
179880	181880	What evil has he done?
181880	183880	But they shouted all the more,
183880	187880	Let him be crucified!
187880	190880	So when Pilate saw that he was gaining nothing,
190880	192880	but rather that a riot was beginning,
192880	196880	he took water and washed his hands before the crowd, saying,
196880	199880	I am innocent of this man's blood.
199880	201880	See to it yourselves.
201880	203880	And all the people answered,
203880	207880	His blood be on us and on our children!
207880	209880	Then he released for them Barabbas,
209880	212880	and having scourged Jesus,
212880	215880	delivered him to be crucified.
215880	219880	Then the soldiers of the governor took Jesus into the governor's headquarters,
219880	222880	and they gathered the whole battalion before him.
222880	224880	And they stripped him,
224880	226880	and put a scarlet robe on him,
226880	228880	and twisting together a crown of thorns,
228880	231880	they put it on his head and put a reed in his right hand.
231880	235880	And kneeling before him they mocked him, saying,
235880	237880	Hail King of the Jews!
237880	240880	Hail King of the Jews!
241880	243880	And they spit on him,
243880	244880	and took the reed,
244880	246880	and struck him on the head.
246880	248880	And when they had mocked him,
248880	250880	they stripped him of the robe,
250880	252880	and put his own clothes on him,
252880	254880	and led him away to crucify him.
256880	257880	As they went out,
257880	259880	they found a man of Cyrene,
259880	260880	Simon by name.
260880	263880	They compelled this man to carry his cross.
263880	266880	And when they came to a place called Golgotha,
266880	269880	which means place of a skull,
269880	272880	they offered him wine to drink mixed with gall.
272880	273880	But when he tasted it,
273880	275880	he would not drink it.
275880	277880	And when they had crucified him,
277880	281880	they divided his garments among them by casting lots.
281880	284880	Then they sat down and kept watch over him there.
284880	287880	And over his head they put the charge against him,
287880	288880	which read,
288880	290880	This is Jesus,
290880	293880	the King of the Jews.
293880	295880	Then two robbers were crucified with him,
295880	298880	one on the right and one on the left.
298880	300880	And those who passed by derided him,
300880	303880	wagging their heads and saying,
303880	306880	You who would destroy the temple
306880	309880	and rebuild it in three days,
309880	311880	save yourself.
311880	314880	If you are the Son of God,
314880	316880	come down from the cross.
316880	322880	So also the chief priests with the scribes and elders mocked him, saying,
322880	324880	He saved others.
324880	326880	He cannot save himself.
326880	329880	He is the King of Israel.
329880	331880	Let him come down now from the cross,
331880	333880	and we will believe in him.
333880	335880	He trusts in God.
335880	338880	Let God deliver him now if he desires him.
338880	339880	For he said,
339880	342880	I am the Son of God.
344880	346880	And the robbers who were crucified with him
346880	349880	also reviled him in the same way.
349880	351880	Now from the sixth hour
351880	353880	there was darkness over all the land
353880	355880	until the ninth hour.
355880	357880	And about the ninth hour
357880	362880	Jesus cried out with a loud voice, saying,
362880	365880	Eli!
365880	368880	Eli!
368880	373880	Lama sabachthani!
373880	376880	That is,
376880	378880	My God!
378880	381880	My God!
381880	385880	Why have you forsaken me?
385880	388880	And some of the bystanders, hearing it, said,
388880	390880	This man is calling Elijah.
390880	393880	And one of them at once ran and took a sponge,
393880	395880	filled it with sour wine,
395880	397880	and put it on a reed,
397880	399880	and gave it to him to drink.
399880	401880	But the others said,
401880	402880	Wait!
402880	405880	Let us see whether Elijah will come to save him.
405880	409880	And Jesus cried out again with a loud voice,
409880	412880	and yielded up his spirit.
413880	415880	And behold, the curtain of the temple
415880	418880	was torn in two from top to bottom,
418880	421880	and the earth shook, and the rocks were split.
421880	423880	The tombs also were opened,
423880	425880	and many bodies of the saints
425880	427880	who had fallen asleep were raised.
427880	429880	And coming out of the tombs after his resurrection,
429880	431880	they went into the holy city
431880	433880	and appeared to many.
433880	435880	When the centurion and those who were with him,
435880	437880	keeping watch over Jesus,
437880	439880	saw the earthquake and what took place,
439880	442880	they were filled with awe and said,
442880	446880	Truly, this was the Son of God.
446880	448880	There were also many women there,
448880	450880	looking on from a distance,
450880	452880	who had followed Jesus from Galilee,
452880	453880	ministering to him,
453880	455880	among whom were Mary Magdalene,
455880	458880	and Mary the mother of James and Joseph,
458880	461880	and the mother of the sons of Zebedee.
461880	463880	When it was evening,
463880	465880	there came a rich man from Arimathea,
465880	466880	named Joseph,
466880	468880	who also was a disciple of Jesus.
468880	471880	He went to Pilate and asked for the body of Jesus.
471880	474880	Then Pilate ordered it to be given to him.
474880	476880	And Joseph took the body
476880	478880	and wrapped it in a clean linen shroud,
478880	480880	and laid it in his own new tomb,
480880	482880	which he had cut in the rock.
482880	484880	And he rolled a great stone
484880	486880	to the entrance of the tomb
486880	488880	and went away.
488880	490880	Mary Magdalene and the other Mary were there,
490880	492880	sitting opposite the tomb.
492880	494880	The next day,
494880	495880	that is,
495880	497880	after the day of preparation,
497880	499880	the chief priests and the Pharisees
499880	501880	gathered before Pilate and said,
501880	502880	Sir,
502880	505880	we remember how that imposter said
505880	507880	while he was still alive,
507880	510880	After three days I will rise.
510880	512880	Therefore,
512880	514880	order the tomb to be made secure
514880	516880	until the third day,
516880	519880	lest his disciples go and steal him away
519880	521880	and tell the people
521880	523880	he has risen from the dead.
523880	525880	And the last fraud,
525880	528880	will be worse than the first.
528880	530880	Pilate said to them,
530880	532880	You have a guard of soldiers?
532880	535880	Go, make it as secure as you can.
535880	537880	So they went and made the tomb secure
537880	540880	by sealing the stone and setting a guard.
