start	end	text
1000	2200	Matthew 17
2200	7960	And after six days Jesus took with him Peter and James and John his brother,
8180	10960	and led them up a high mountain by themselves.
11460	14280	And he was transfigured before them,
14640	19320	and his face shone like the sun, and his clothes became white as light.
19820	24380	And behold, there appeared to them Moses and Elijah talking with him.
24800	26340	And Peter said to Jesus,
26900	29240	Lord, it is good that we are here.
29240	32080	If you wish, I will make three tents here,
32300	36040	one for you, one for Moses, and one for Elijah.
36880	41380	He was still speaking when, behold, a bright cloud overshadowed them,
41600	43460	and a voice from the cloud said,
44140	49100	This is my beloved Son, with whom I am well pleased.
49760	50880	Listen to him.
51920	55380	When the disciples heard this, they fell on their faces and were terrified.
55760	58060	But Jesus came and touched them, saying,
58060	61100	Rise, and have no fear.
61900	66340	And when they lifted up their eyes, they saw no one but Jesus only.
66980	70820	And as they were coming down the mountain, Jesus commanded them,
71560	75400	Tell no one the vision until the Son of Man is raised from the dead.
76140	77800	And the disciples asked him,
78500	81880	Then why do the scribes say that first Elijah must come?
82320	83180	He answered,
83740	86620	Elijah does come, and he will restore all things.
86620	87880	But I tell you,
87880	91020	I tell you that Elijah has already come, and they did not recognize him,
91360	93080	but did to him whatever they pleased.
93920	97460	So also the Son of Man will certainly suffer at their hands.
98140	102540	Then the disciples understood that he was speaking to them of John the Baptist.
103660	108480	And when they came to the crowd, a man came up to him and, kneeling before him, said,
108760	115120	Lord, have mercy on my son, for he is an epileptic, and he suffers terribly,
115120	117720	for often he falls into the fire.
117880	119880	And often into the water.
119880	123880	And I brought him to your disciples, and they could not heal him.
124580	125880	And Jesus answered,
126560	129560	O faithless and twisted generation,
129560	131560	how long am I to be with you?
131560	134560	How long am I to bear with you?
134560	136560	Bring him here to me.
136560	138560	And Jesus rebuked the demon,
138560	142060	and it came out of him, and the boy was healed instantly.
142060	145600	Then the disciples came to Jesus privately and said,
145600	147600	Why could we not cast it out?
147600	149600	He said to them,
149600	151600	Because of your little faith.
151600	153600	For truly I say to you,
153600	155600	if you have faith like a grain of mustard seed,
155600	157600	you will say to this mountain,
157600	159600	Move from here to there,
159600	161600	and it will move,
161600	163600	and nothing will be impossible for you.
163600	165600	As they were gathering in Galilee,
165600	167600	Jesus said to them,
167600	171600	The Son of Man is about to be delivered into the hands of men,
171600	173600	and they will kill him,
173600	176600	and he will be raised on the third day.
176600	179600	And they were greatly distressed.
179600	181600	When they came to Capernaum,
181600	185600	the collectors of the two drachma tax went up to Peter and said,
185600	188600	Does your teacher not pay the tax?
188600	189600	He said,
189600	190600	Yes.
190600	192600	And when he came into the house,
192600	194600	Jesus spoke to him first, saying,
194600	196600	What do you think, Simon?
196600	200600	From whom do kings of the earth take toll or tax,
200600	202600	from their sons or from others?
202600	204600	And when he said,
204600	206600	From others?
206600	208600	Jesus said to him,
208600	210600	Then the sons are free.
210600	213600	However, not to give offense to them,
213600	215600	go to the sea and cast a hook
215600	217600	and take the first fish that comes up,
217600	219600	and when you open its mouth,
219600	221600	you will find a shekel.
221600	225600	Take that and give it to them for me and for yourself.
