start	end	text
960	1840	Mark 12
1840	5340	And he began to speak to them in parables.
5960	10780	A man planted a vineyard, and put a fence around it, and dug a pit for the winepress,
11000	14960	and built a tower, and leased it to tenants, and went into another country.
16140	20720	When the season came, he sent a servant to the tenants to get from them some of the fruit
20720	21360	of the vineyard.
22000	25780	And they took him, and beat him, and sent him away empty-handed.
25780	31420	Again he sent to them another servant, and they struck him on the head, and treated him
31420	32060	shamefully.
32580	35260	And he sent another, and him they killed.
36160	40200	And so with many others, some they beat, and some they killed.
41380	44280	He had still one other, a beloved son.
44940	48600	Finally he sent him to them, saying, They will respect my son.
49340	53260	But those tenants said to one another, This is the heir.
53260	54880	Come, let us kill him.
54880	56860	And the inheritance will be ours.
57620	61220	And they took him, and killed him, and threw him out of the vineyard.
61820	64000	What will the owner of the vineyard do?
64720	68400	He will come and destroy the tenants, and give the vineyard to others.
69400	71220	Have you not read this scripture?
71880	75940	The stone that the builders rejected has become the cornerstone.
76520	80620	This was the Lord's doing, and it is marvelous in our eyes.
81480	84760	And they were seeking to arrest him, but feared the people.
84880	88080	For they perceived that he had told the parable against them.
88460	90360	So they left him, and went away.
91620	96180	And they sent to him some of the Pharisees, and some of the Herodians, to trap him in
96180	96800	his talk.
97140	105000	And they came and said to him, Teacher, we know that you are true, and do not care about
105000	106140	anyone's opinion.
107160	112740	For you are not swayed by appearances, but truly teach the way of God.
112740	114660	Is it lawful?
114660	118480	Is it lawful to pay taxes to Caesar, or not?
118680	121840	Should we pay them, or should we not?
122740	127920	But knowing their hypocrisy, he said to them, Why put me to the test?
128580	130640	Bring me a denarius, and let me look at it.
131280	136600	And they brought one, and he said to them, Whose likeness and inscription is this?
137280	140440	They said to him, Caesar's.
141020	144440	Jesus said to them, Render to Caesar the things that are in the Bible.
144440	144520	Render to Caesar the things that are in the Bible.
144520	144640	Render to Caesar the things that are in the Bible.
144640	148980	Render to God the things that are Caesar's, and to God the things that are God's.
149700	151100	And they marveled at him.
151660	157300	And Sadducees came to him, who say that there is no resurrection, and they asked him a question,
157560	165360	saying, Teacher, Moses wrote for us that if a man's brother dies and leaves a wife, but
165360	171120	leaves no child, the man must take the widow and raise up offspring for his brother.
172080	174220	There were seven brothers.
174640	178940	The first took a wife, and when he died, left no offspring.
179720	183320	And the second took her and died, leaving no offspring.
183860	185420	And the third likewise.
186360	188720	And the seven left no offspring.
189420	192240	Last of all, the woman also died.
192980	199100	In the resurrection, when they rise again, whose wife will she be?
199500	201660	For the seven had her as wife.
202080	203360	Jesus said to them,
203360	205920	Is this not the reason you are wrong?
206300	209640	Because you know neither the Scriptures nor the power of God.
210520	214460	For when they rise from the dead, they neither marry nor are given in marriage,
214780	216440	but are like angels in heaven.
216960	220960	And as for the dead being raised, have you not read in the book of Moses,
221300	224600	in the passage about the bush, how God spoke to him, saying,
225040	229680	I am the God of Abraham, and the God of Isaac, and the God of Jacob?
230360	232640	He is not God of the dead,
232640	233800	but of the living.
234720	236240	You are quite wrong.
237080	240600	And one of the scribes came up and heard them disputing with one another,
240880	243580	and seeing that he answered them well, asked him,
244300	247420	Which commandment is the most important of all?
248120	249200	Jesus answered,
249900	251200	The most important is,
251920	255900	Hear, O Israel, the Lord our God, the Lord is one,
256380	259580	and you shall love the Lord your God with all your heart,
259580	262400	and with all your soul, and with all your mind,
262400	263740	and with all your strength.
264360	265760	The second is this,
266340	268420	You shall love your neighbor as yourself.
269300	272260	There is no other commandment greater than these.
272680	274340	And the scribe said to him,
274960	276420	You are right, teacher.
276880	281620	You have truly said that he is one, and there is no other besides him.
282020	285760	And to love him with all the heart, and with all the understanding,
285860	289540	and with all the strength, and to love one's neighbor as oneself,
289700	292380	is much more than all whole burnt-out,
292500	294660	and is much more than all the offerings and sacrifices.
294660	298040	And when Jesus saw that he answered wisely, he said to him,
298740	301300	You are not far from the kingdom of God.
301940	305600	And after that, no one dared to ask him any more questions.
307600	310160	And as Jesus taught in the temple, he said,
310880	314480	How can the scribe say that the Christ is the son of David?
315080	317760	David himself in the Holy Spirit declared,
317760	319680	The Lord said to my Lord,
320060	322280	Sit at my right hand until I put your enemies,
322400	323160	under your feet.
323620	325680	David himself calls him Lord.
326240	328260	So how is he his son?
329080	331240	And the great throng heard him gladly.
331820	333420	And in his teaching he said,
334200	338060	Beware of the scribes who like to walk around in long robes,
338300	340180	and like greetings in the marketplaces,
340500	342840	and have the best seats in the synagogues,
342960	345400	and the places of honor at feasts,
345400	347700	who devour widows' houses,
347920	349940	and for a pretense make long prayers.
351080	352260	They will receive,
352400	353960	the greater condemnation.
355660	358060	And he sat down opposite the treasury,
358320	361020	and watched the people putting money into the offering box.
361860	363640	Many rich people put in large sums,
364080	367540	and a poor widow came and put in two small copper coins,
367800	368580	which make a penny.
369320	372060	And he called his disciples to him and said to them,
372420	374160	Truly I say to you,
374320	379000	this poor widow has put in more than all those who are contributing to the offering box.
379720	381800	For they all contributed out of their abundance,
382400	386380	but she out of her poverty has put in everything she had,
386740	388400	all she had to live on.
393740	398740	The End
