start	end	text
720	1600	Mark 11
1600	7620	Now when they drew near to Jerusalem, to Bethphage and Bethany, at the Mount of Olives,
8140	10840	Jesus sent two of his disciples and said to them,
11540	16180	Go into the village in front of you, and immediately as you enter it you will find a colt tied,
16420	19580	on which no one has ever sat. Untie it and bring it.
20380	22780	If anyone says to you, Why are you doing this?
23140	26360	Say, The Lord has need of it, and will send it back here immediately.
26360	32140	And they went away and found a colt tied at a door outside in the street, and they untied it.
32460	34500	And some of those standing there said to them,
35160	36960	What are you doing untying the colt?
37280	40840	And they told them what Jesus had said, and they let them go.
41400	45700	And they brought the colt to Jesus and threw their cloaks on it, and he sat on it.
46260	51500	And many spread their cloaks on the road, and others spread leafy branches that they had cut from the fields.
52080	54980	And those who went before and those who followed were shouting,
55700	56300	Hold on!
57180	60980	Blessed is he who comes in the name of the Lord!
61800	65520	Blessed is the coming kingdom of our father David!
66320	68400	Hosanna in the highest!
70380	73260	And he entered Jerusalem and went into the temple.
73700	76760	And when he had looked around at everything as it was already late,
77120	78960	he went out to Bethany with the twelve.
80100	83560	On the following day, when they came from Bethany, he was hungry,
83820	86340	and seeing in the distance a fig tree and leaf,
86620	88920	he went to see if he could find anything on it.
89360	93680	When he came to it, he found nothing but leaves, for it was not the season for figs.
93940	95200	And he said to it,
95880	98600	May no one ever eat fruit from you again.
99380	100880	And his disciples heard it.
101920	103540	And they came to Jerusalem.
104080	108900	And he entered the temple and began to drive out those who sold and those who bought in the temple.
109400	113680	And he overturned the tables of the money changers and the seats of those who sold pigeons.
114540	116340	And he would not allow anyone to come in.
116340	117640	And he would not allow anyone to carry anything through the temple.
118040	120060	And he was teaching them and saying to them,
120720	122500	Oh, is it not written,
122680	125680	My house shall be called a house of prayer for all the nations?
126220	129120	But you have made it a den of robbers.
129600	133940	And the chief priests and the scribes heard it and were seeking a way to destroy him,
134200	137920	for they feared him because all the crowd was astonished at his teaching.
138740	141220	And when evening came, they went out of the city.
142120	144040	As they passed by in the morning,
144040	146180	they saw the fig tree withered away,
146340	147000	to its roots.
147500	149320	And Peter remembered and said to him,
150100	151140	Rabbi, look!
151680	154040	The fig tree that you cursed has withered.
154600	156380	And Jesus answered them,
157120	158340	Have faith in God.
158860	159840	Truly I say to you,
159920	161280	whoever says to this mountain,
161620	163360	Be taken up and thrown into the sea,
163680	165300	and does not doubt in his heart,
165460	168040	but believes that what he says will come to pass,
168380	170000	it will be done for him.
171060	172280	Therefore I tell you,
172280	173880	whatever you ask in prayer,
174320	175760	believe that you have received it,
175760	177260	and it will be yours.
178260	179760	And whenever you stand praying,
179760	182460	forgive, if you have anything against anyone,
182460	187260	so that your Father also who is in heaven may forgive you your trespasses.
189260	191260	And they came again to Jerusalem.
191260	193260	And as he was walking in the temple,
193260	196260	the chief priests and the scribes and the elders came to him.
196260	197760	And they said to him,
197760	200260	By what authority are you doing these things,
200260	202760	or who gave you this authority to do them?
202760	204760	Jesus said to them,
204760	207260	I will ask you one question.
207260	210760	Answer me, and I will tell you by what authority I do these things.
211260	214760	Was the baptism of John from heaven or from man?
215260	216260	Answer me.
216760	219260	And they discussed it with one another, saying,
219260	221760	If we say from heaven, he will say,
221760	223760	Why then did you not believe him?
223760	226260	But shall we say from man?
226760	228260	They were afraid of the people,
228260	230760	for they all held that John really was a prophet.
230760	232760	So they answered Jesus,
232760	234260	We do not know.
234760	236760	And Jesus said to them,
236760	240760	Neither will I tell you by what authority I do these things.
