start	end	text
760	1800	Matthew 6.
3840	9360	Beware of practicing your righteousness before other people, in order to be seen by them.
9900	13020	For then you will have no reward from your Father who is in heaven.
13840	19500	Thus, when you give to the needy, sound no trumpet before you as the hypocrites do in
19500	23380	the synagogues and in the streets, that they may be praised by others.
24040	26940	Truly I say to you, they have received their reward.
26940	31920	But when you give to the needy, do not let your left hand know what your right hand is
31920	37980	doing, so that your giving may be in secret, and your Father who sees in secret will reward
37980	38300	you.
39860	45540	And when you pray, you must not be like the hypocrites, for they love to stand and pray
45540	49900	in the synagogues and at the street corners, that they may be seen by others.
50720	54000	Truly I say to you, they have received their reward.
54300	56920	But when you pray, go into your room.
56940	63080	And shut the door, and pray to your Father who is in secret, and your Father who sees
63080	64900	in secret will reward you.
66060	71980	And when you pray, do not heap up empty phrases as the Gentiles do, for they think that they
71980	73800	will be heard for their many words.
74480	79200	Do not be like them, for your Father knows what you need, before you ask Him.
80060	85440	Pray then like this, Our Father in heaven, hallowed be your name.
85440	86920	Your kingdom come.
87200	89760	Your will be done on earth as it is in heaven.
90480	97160	Give us this day our daily bread, and forgive us our debts, as we also have forgiven our
97160	97640	debtors.
98180	102280	And lead us not into temptation, but deliver us from evil.
103260	108640	For if you forgive others their trespasses, your heavenly Father will also forgive you.
108640	115640	But if you do not forgive others their trespasses, neither will your Father forgive your trespasses.
116940	123460	And when you fast, do not look gloomy like the hypocrites, for they disfigure their faces
123460	125860	that their fasting may be seen by others.
126680	129640	Truly I say to you, they have received their reward.
130380	136040	But when you fast, anoint your head and wash your face, that your fasting may not be seen
136040	142160	by others, but by your Father who is in secret, and your Father who sees in secret will reward
142160	142480	you.
143680	146700	Do not lay up for yourselves treasures on earth.
147000	150460	Where moth and rust destroy and where thieves break in and steal.
151100	157120	But lay up for yourselves treasures in heaven, where neither moth nor rust destroys, and where
157120	158760	thieves do not break in and steal.
159420	163200	For where your treasure is, there your heart will be also.
164540	166900	The eye is the lamp of the body.
167120	171060	So if your eye is healthy, your whole body will be full of light.
171480	175200	But if your eye is bad, your whole body will be full of darkness.
175860	175960	Glory in the name of Jesus.
175980	176300	Glory in the name of Jesus.
176300	176900	Glory in the name of Jesus.
176900	176920	Glory in the name of Jesus.
176920	176940	Glory in the name of Jesus.
176940	184240	in you is darkness. How great is the darkness! No one can serve two masters, for either he will
184240	189180	hate the one and love the other, or he will be devoted to the one and despise the other.
189580	197340	You cannot serve God and money. Therefore I tell you, do not be anxious about your life,
197640	202360	what you will eat or what you will drink, nor about your body, what you will put on.
202360	208620	Is not life more than food, and the body more than clothing? Look at the birds of the air.
209040	214860	They neither sow nor reap, nor gather into barns, and yet your heavenly Father feeds them.
215540	220240	Are you not of more value than they? And which of you, by being anxious,
220420	226780	can add a single hour to his span of life? And why are you anxious about clothing?
227400	232340	Consider the lilies of the field, how they grow. They neither toil nor spin.
233080	238020	Yet I tell you, even Solomon in all his glory was not arrayed like one of these.
238580	244000	But if God so clothes the grass of the field, which today is alive and tomorrow is thrown
244000	252240	into the oven, will he not much more clothe you? O you of little faith! Therefore do not be anxious,
252240	257040	saying, What shall we eat, or what shall we drink, or what shall we wear?
257760	262280	For the Gentiles seek after all these things, and your heavenly Father,
262360	267580	knows that you need them all. But seek first the kingdom of God and his righteousness,
268140	273300	and all these things will be added to you. Therefore do not be anxious about tomorrow,
273780	279300	for tomorrow will be anxious for itself. Sufficient for the day is its own trouble.
