start	end	text
0	8460	In the meantime, when so many thousands of the people had gathered together that they
8460	12260	were trampling one another, he began to say to his disciples first,
13060	16740	Beware of the leaven of the Pharisees, which is hypocrisy.
17620	21720	Nothing is covered up that will not be revealed, or hidden that will not be known.
22460	26700	Therefore whatever you have said in the dark shall be heard in the light, and what you
26700	31200	have whispered in private rooms shall be proclaimed on the housetops.
33780	39940	I tell you, my friends, do not fear those who kill the body, and after that have nothing
39940	41160	more that they can do.
41820	43820	But I will warn you whom to fear.
44580	48760	Fear him who, after he has killed, has authority to cast into hell.
49440	51480	Yes, I tell you, fear him.
51760	55280	Are not five sparrows sold for two pennies?
55280	58580	And not one of them is forgotten before God.
59280	62140	Why, even the hairs of your head are all numbered.
63120	63820	Fear not.
64380	67500	You are of more value than many sparrows.
68280	75260	And I tell you, everyone who acknowledges me before men, the Son of Man also will acknowledge
75260	77120	before the angels of God.
77580	82640	But the one who denies me before men will be denied before the angels of God.
82900	85260	And everyone who speaks a word against me before the angels of God will be denied before
85280	85380	the angels of God.
85380	91080	The Son of Man will be forgiven, but the one who blasphemes against the Holy Spirit will
91080	92260	not be forgiven.
93660	99120	And when they bring you before the synagogues, and the rulers, and the authorities, do not
99120	104940	be anxious about how you should defend yourself or what you should say, for the Holy Spirit
104940	108040	will teach you in that very hour what you ought to say.
108720	110400	Someone in the crowd said to him,
110860	114540	Teacher, tell my brother to divide the inheritance with me.
115280	116300	But he said to him,
117060	121040	Man, who made me a judge or arbitrator over you?
121500	122700	And he said to them,
123360	127220	Take care, and be on your guard against all covetousness.
127600	131640	For one's life does not consist in the abundance of his possessions.
132260	134340	And he told them a parable, saying,
135160	137360	The land of a rich man produced plentifully.
138100	143400	And he thought to himself, What shall I do, for I have nowhere to store my crops?
143860	144760	And he said,
145120	145260	I am the land of the rich, and I have nowhere to store my crops.
145260	146400	I will do this.
146740	151760	I will tear down my barns and build larger ones, and there I will store all my grain
151760	152520	and my goods.
153120	158700	And I will say to my soul, Soul, you have ample goods laid up for many years.
159180	162560	Relax, eat, drink, be merry.
163400	169860	But God said to him, Fool, this night your soul is required of you, and the things you
169860	172180	have prepared, whose will they be?
172680	175180	So is the one who lays up treachery.
175260	178500	So is the one who lays up treachery for himself, and is not rich toward God.
178920	180600	And he said to his disciples,
181520	187020	Therefore I tell you, do not be anxious about your life, what you will eat, nor about your
187020	188340	body, what you will put on.
188840	192000	For life is more than food, and the body more than clothing.
192920	194040	Consider the ravens.
194640	196520	They neither sow nor reap.
197020	199240	They have neither storehouse nor barn.
199880	201420	And yet God feeds them.
201420	205180	Of how much more value are you than the birds?
205860	210540	And which of you, by being anxious, can add a single hour to his span of life?
211360	216800	If then you are not able to do as small a thing as that, why are you anxious about the
216800	217160	rest?
218320	220280	Consider the lilies, how they grow.
220840	222380	They neither toil nor spin.
222920	227800	Yet I tell you, even Solomon in all his glory was not arrayed like one of these.
228380	233560	But if God so clothes the grass, which is alive in the field today and tomorrow is thrown
233560	234180	into the oven,
234180	238840	How much more will he clothe you, O you of little faith?
239580	244160	And do not seek what you are to eat and what you are to drink, nor be worried.
244680	250020	For all the nations of the world seek after these things, and your Father knows that you
250020	250680	need them.
252000	256600	Instead, seek his kingdom, and these things will be added to you.
257280	261800	Fear not, little flock, for it is your Father's good pleasure to give you the kingdom.
262300	263600	Sell your possessions.
263600	265200	And give to the needy.
265700	270400	Provide yourselves with moneybags that do not grow old, with a treasure in the heavens
270400	275620	that does not fail, where no thief approaches and no moth destroys.
276380	279880	For where your treasure is, there will your heart be also.
281120	284220	Stay dressed for action, and keep your lamps burning.
284980	289120	And be like men who are waiting for their master to come home from the wedding feast,
289460	293280	so that they may open the door to him at once when he comes and knocks.
294000	297480	Blessed are those servants whom the master finds awake when he comes.
298220	303760	Truly I say to you, he will dress himself for service and have them recline at table,
304040	305780	and he will come and serve them.
306460	312020	If he comes in the second watch or in the third and finds them awake, blessed are those
312020	312420	servants.
313480	318380	But know this, that if the master of the house had known at what hour the thief was coming,
318900	321300	he would not have left his house to be broken into.
321800	323580	You also must be ready.
324020	327460	For the Son of Man is coming at an hour you do not expect.
328220	329000	Peter said,
329680	333560	Lord, are you telling this parable for us or for all?
334260	335360	And the Lord said,
336160	340780	Who then is the faithful and wise manager, whom his master will set over his household
340780	343480	to give them their portion of food at the proper time?
344360	348480	Blessed is that servant whom his master will find so doing when he comes.
349140	352620	Truly I say to you, he will set him over all his possessions.
