start	end	text
360	2320	Luke. Luke 1.
3880	9440	Inasmuch as many have undertaken to compile a narrative of the things that have been accomplished among us,
10060	15400	just as those who from the beginning were eyewitnesses and ministers of the Word have delivered them to us,
16100	21060	it seemed good to me also, having followed all things closely for some time past,
21400	24860	to write an orderly account for you, most excellent Theophilus,
25240	28780	that you may have certainty concerning the things you have been taught.
30000	35980	In the days of Herod, king of Judea, there was a priest named Zechariah, of the division of Abijah,
36480	40200	and he had a wife from the daughters of Aaron, and her name was Elizabeth.
41160	47400	And they were both righteous before God, walking blamelessly in all the commandments and statutes of the Lord.
47400	53580	But they had no child, because Elizabeth was barren, and both were advanced in years.
54820	58680	Now while he was serving as priest before God when his division was on duty,
59260	59980	according to the custom,
60000	65020	he was chosen by lot to enter the temple of the Lord and burn incense.
65940	70360	And the whole multitude of the people were praying outside at the hour of incense.
71040	76640	And there appeared to him an angel of the Lord, standing on the right side of the altar of incense.
77260	81620	And Zechariah was troubled when he saw him, and fear fell upon him.
82180	83560	But the angel said to him,
84220	88780	Do not be afraid, Zechariah, for your prayer has been heard,
88780	94120	and your wife Elizabeth will bear you a son, and you shall call his name John.
94600	99160	And you will have joy and gladness, and many will rejoice at his birth,
99740	101780	for he will be great before the Lord.
102480	107940	And he must not drink wine or strong drink, and he will be filled with the Holy Spirit,
108280	109680	even from his mother's womb.
110540	114680	And he will turn many of the children of Israel to the Lord their God,
114680	118580	and he will go before him in the spirit and power of Elijah.
119240	121520	To turn the hearts of the fathers to the children,
122160	124640	and the disobedient to the wisdom of the just,
125240	127940	to make ready for the Lord a people prepared.
129060	130880	And Zechariah said to the angel,
131840	138120	How shall I know this? For I am an old man, and my wife is advanced in years.
138720	140540	And the angel answered him,
141100	145020	I am Gabriel. I stand in the presence of God,
145240	147400	and I was sent to speak to you,
147700	148740	and to bring you this gospel,
148780	149400	good news.
150320	154020	And behold, you will be silent and unable to speak
154020	156360	until the day that these things take place,
156840	158700	because you did not believe my words,
159260	161480	which will be fulfilled in their time.
162400	164880	And the people were waiting for Zechariah,
165100	167860	and they were wondering at his delay in the temple.
168520	171440	And when he came out, he was unable to speak to them,
171800	174960	and they realized that he had seen a vision in the temple,
174960	178640	and he kept making signs to them and remained mute.
179400	182200	And when his time of service was ended, he went to his home.
183080	185400	After these days his wife Elizabeth conceived,
185860	188580	and for five months she kept herself hidden, saying,
189120	193160	Thus the Lord has done for me in the days when he looked on me,
193380	196240	to take away my reproach among people.
197220	200540	In the sixth month the angel Gabriel was sent from God
200540	202720	to a city of Galilee named Nazareth,
202860	207160	to a virgin betrothed to a man whose name was Joseph of the house of David.
207160	209480	And the virgin's name was Mary.
210120	211720	And he came to her and said,
212500	218520	But she was greatly troubled at the saying,
218860	221580	and tried to discern what sort of greeting this might be.
222220	223640	And the angel said to her,
223780	228640	Do not be afraid, Mary, for you have found favor with God.
229480	233580	And behold, you will conceive in your womb and bear a son,
234060	236500	and you shall call his name Jesus.
237160	241140	He will be great, and will be called the Son of the Most High.
241740	245760	And the Lord God will give to him the throne of his father David,
246320	249140	and he will reign over the house of Jacob forever,
249780	252560	and of his kingdom there will be no end.
253380	254960	And Mary said to the angel,
255800	258500	How will this be, since I am a virgin?
259240	260840	And the angel answered her,
261320	263580	The Holy Spirit will come upon you,
263580	266800	and the power of the Most High will overshadow you.
267520	271000	Therefore, the child to be born will be called Holy,
271640	272720	the Son of God.
273520	277660	And behold, your relative Elizabeth in her old age
277660	279360	has also conceived a son.
280300	284960	And this is the sixth month with her who was called barren,
285760	288360	for nothing will be impossible with God.
289180	290440	And Mary said,
291240	293860	Behold, I am the servant of the Lord.
294340	296560	Let it be to me according to your word.
297160	298940	And the angel departed from her.
299800	304560	In those days Mary arose and went with haste into the hill country to a town in Judah.
305100	308340	And she entered the house of Zechariah and greeted Elizabeth.
309060	311280	And when Elizabeth heard the greeting of Mary,
311700	313320	the baby leaped in her womb,
313760	316400	and Elizabeth was filled with the Holy Spirit,
316780	319180	and she exclaimed with a loud cry,
320080	322000	Blessed are you among women,
322000	324780	and blessed is the fruit of your womb.
325440	327140	And why is this granted to me?
327160	329580	That the mother of my Lord should come to me?
330180	334160	For behold, when the sound of your greeting came to my ears,
