start	end	text
0	2200	Luke 23
2200	7060	Then the whole company of them arose and brought him before Pilate,
7400	9760	and they began to accuse him, saying,
10180	13740	We found this man misleading our nation
13740	17320	and forbidding us to give tribute to Caesar
17320	23000	and saying that he himself is Christ, a king.
23520	25080	And Pilate asked him,
25780	27820	Are you the king of the Jews?
28320	29760	And he answered him,
30520	31860	You have said so.
32520	35140	Then Pilate said to the chief priests and the crowds,
35860	38780	I find no guilt in this man.
39340	40980	But they were urgent, saying,
41760	43120	He stirs up the people,
43360	47140	teaching throughout all Judea from Galilee even to this place.
47720	51280	When Pilate heard this, he asked whether the man was a Galilean.
51280	54420	And when he learned that he belonged to Herod's jurisdiction,
54820	56640	he sent him over to Herod,
56700	59160	who was himself in Jerusalem at that time.
59160	62640	When Herod saw Jesus, he was very glad,
62980	65000	for he had long desired to see him,
65240	66660	because he had heard about him,
66880	69760	and he was hoping to see some sign done by him.
70500	72520	So he questioned him at some length,
72860	73980	but he made no answer.
75040	78340	The chief priests and the scribes stood by vehemently accusing him.
79120	82460	And Herod with his soldiers treated him with contempt and mocked him.
83380	85860	Then, arraying him in splendid clothing,
86200	87680	he sent him back to Pilate.
87680	87800	And Pilate said,
87800	88720	And Herod and Pilate said,
88720	91700	And Herod and Pilate became friends with each other that very day.
92140	94620	For before this they had been at enmity with each other.
95840	99260	Pilate then called together the chief priests and the rulers and the people,
99640	100380	and said to them,
100920	105420	You brought me this man as one who was misleading the people,
106000	108600	and after examining him before you,
109180	114720	behold, I did not find this man guilty of any of your charges against him,
115160	118640	neither did Herod, for he sent him back to us.
119140	123080	Look, nothing deserving death has been done by him.
123700	126900	I will therefore punish and release him.
127680	129720	But they all cried out together,
130360	134600	Away with this man, and release to us Barabbas.
135520	139620	A man who had been thrown into prison for an insurrection started in the city,
139920	140700	and for murder.
141760	143300	Pilate addressed them once more,
143720	145260	desiring to release Jesus,
145260	146520	but they kept shouting,
147360	148200	Crucify!
148720	150880	Crucify him!
151720	153280	A third time he said to them,
154100	157520	Why, what evil has he done?
158360	161780	I have found in him no guilt deserving death.
162200	165340	I will therefore punish and release him.
166000	169980	But they were urgent, demanding with loud cries that he should be crucified,
170400	171860	and their voices prevailed.
172420	175180	So Pilate decided that their demand should be granted.
175860	178700	He released the man who had been thrown into prison for insurrection,
178720	180800	and murder, for whom they asked.
181720	183760	But he delivered Jesus over to their will.
184740	187880	And as they led him away, they seized one Simon of Cyrene,
188140	189760	who was coming in from the country,
190100	193060	and laid on him the cross to carry it behind Jesus.
193720	196280	And there followed him a great multitude of the people,
196380	199100	and of women who were mourning and lamenting for him.
199700	201480	But turning to them, Jesus said,
202120	203600	Daughters of Jerusalem,
204600	206140	do not weep for me,
206800	208100	but weep for yourselves,
208720	209700	and for your children.
210740	213940	For behold, the days are coming when they will say,
214800	216100	Blessed are the barren,
216560	218440	and the wombs that never bore,
218880	220960	and the breasts that never nursed.
222220	225540	Then they will begin to say to the mountains,
226240	229040	Fall on us, and to the hills,
229900	230740	cover us.
231200	234720	For if they do these things when the wood is green,
234720	238100	what will happen when it is dry?
238720	242880	Two others who were criminals were led away to be put to death with him.
243380	246180	And when they came to the place that is called the Skull,
246640	248700	there they crucified him and the criminals,
249000	250920	one on his right and one on his left.
250920	252400	And Jesus said,
253200	257400	Father, forgive them,
258860	262500	for they know not what they do.
263400	266100	And they cast lots to divide his garments.
266660	268120	And the people stood by watching,
268120	270120	but the rulers scoffed at him, saying,
270120	272120	He saved others.
272120	274120	Let him save himself,
274120	276120	if he is the Christ of God,
276120	278120	his chosen one.
278120	280120	The soldiers also mocked him,
280120	282120	coming up and offering him sour wine,
282120	284120	and saying,
284120	286120	If you are the king of the Jews,
286120	288120	save yourself.
288120	290120	There was also an inscription over him,
290120	292120	This is the king of the Jews.
292120	294120	One of the criminals who were hanged railed at him, saying,
294120	296120	This is the king of the Jews.
296120	298120	One of the criminals who were hanged railed at him, saying,
298120	300120	Are you not the Christ?
300120	302120	Save yourself and us.
302120	305120	But the other rebuked him, saying,
305120	308120	Do you not fear God,
308120	313120	since you are under the same sentence of condemnation?
313120	316120	And we indeed justly,
316120	324120	for we are receiving due reward of our deeds.
324120	327120	But this man has done nothing right.
327120	330120	And he said,
330120	336120	Jesus, remember me when you come into your kingdom.
336120	338120	And he said to him,
338120	344120	Truly I say to you,
344120	352120	today you will be with me in paradise.
352120	354120	It was now about the sixth hour,
354120	356120	and there was darkness over the whole land.
356120	358120	Until the ninth hour,
358120	360120	while the sun's light failed,
360120	364120	and the curtain of the temple was torn in two.
364120	367120	Then Jesus, calling out with a loud voice, said,
367120	383120	Father, into your hands I commit my spirit.
383120	385120	And having said this,
385120	387120	he breathed his last.
387120	391120	Now when the centurion saw what had taken place,
391120	393120	he praised God, saying,
393120	396120	Certainly this man was innocent.
396120	400120	And all the crowds that had assembled for this spectacle,
400120	402120	when they saw what had taken place,
402120	405120	returned home beating their breasts.
405120	407120	And all his acquaintances
407120	410120	and the women who had followed him from Galilee
410120	413120	stood at a distance watching these things.
413120	415120	Now there was a man named Joseph,
415120	417120	from the Jewish town of Arimathea.
417120	419120	He was a member of the council,
419120	421120	a good and righteous man,
421120	424120	who had not consented to their decision and action,
424120	427120	and he was looking for the kingdom of God.
427120	431120	This man went to Pilate and asked for the body of Jesus.
431120	434120	Then he took it down and wrapped it in a linen shroud,
434120	436120	and laid him in a tomb cut in stone,
436120	439120	where no one had ever yet been laid.
439120	441120	It was the day of preparation,
441120	443120	and the Sabbath was beginning.
443120	445120	The women who had come with him from Galilee
445120	449120	followed and saw the tomb and how his body was laid.
449120	452120	Then they returned and prepared spices and ointments.
452120	455120	On the Sabbath they rested according to the commandment.
