start	end	text
0	14760	mark fourteen it was now two days before the passover and the feast of unleavened bread and the chief priests and the scribes were seeking how to arrest him by stealth and kill him for they said
14760	31880	not during the feast lest there be an uproar from the people and while he was at bethany in the house of simon the leper as he was reclining at table a woman came with an alabaster flask of ointment of pure nard very costly and she broke the flask and poured it over his head
31880	44520	there were some who said to themselves indignantly why was the ointment wasted like that for this ointment could have been sold for more than three hundred denarii and given to the poor
44520	44760	and
44760	51960	they scolded her but jesus said leave her alone why do you trouble her she has done a beautiful
51960	57320	thing to me for you always have the poor with you and whenever you want you can do good for them
58040	64520	but you will not always have me she has done what she could she has anointed my body beforehand for
64520	70440	burial and truly i say to you wherever the gospel is proclaimed in the whole world
70440	73080	what she has done will be told in memory of her
73880	74520	then judas
74520	79800	iscariot who was one of the twelve went to the chief priests in order to betray him to them
80600	85800	and when they heard it they were glad and promised to give him money and he sought an opportunity to
85800	92360	betray him and on the first day of unleavened bread when they sacrificed the passover lamb
92360	97640	his disciples said to him where will you have us go and prepare for you to eat the passover
98200	104360	and he sent two of his disciples and said to them go into the city and a man carrying a jar of water
104360	111320	will meet you follow him and wherever he enters say to the master of the house the teacher says
111320	116600	where is my guest room where i may eat the passover with my disciples and he will show
116600	122680	you a large upper room furnished and ready there prepare for us and the disciples set
122680	127400	out and went to the city and found it just as he had told them and they prepared the passover
128520	133640	and when it was evening he came with the twelve and as they were reclining at table and eating
134360	142600	the food jesus said truly i say to you one of you will betray me one who is eating with me
143160	151640	they began to be sorrowful and to say to him one after another is it i he said to them it is one of
151640	158280	the twelve one who is dipping bread into the dish with me for the son of man goes as it is written
158280	164120	of him but woe to that man by whom the son of man is betrayed it would have been better for that man
164120	175480	he does not have such prayer no matter how much he who dezies is shown half and what has happened
176040	181400	so the good does not come with the evil his iniquity but He who saves the flesh
181400	188040	and the blood of the body lends himself itself and takes the life he knows and theகள and his
188040	191720	so angled up they go there to eat and then to the wine-king reading in the spirit like men you have
191720	192520	a great parsley and upon you temple and tuamika are沒有 no a manma who would go playing swimming
192520	192600	on the temple and drinkingきます rascun insu if only when he has taken theesa don't let him stay here
192600	194960	when I drink it new in the kingdom of God.
195700	198760	And when they had sung a hymn, they went out to the Mount of Olives.
199120	200540	And Jesus said to them,
201260	203800	You will all fall away, for it is written,
204340	206720	I will strike the shepherd, and the sheep will be scattered.
207460	211280	But after I am raised up, I will go before you to Galilee.
211980	213160	Peter said to him,
213880	216700	Even though they all fall away, I will not.
217120	218960	And Jesus said to him,
218960	224420	Truly, I tell you, this very night before the rooster crows twice,
225100	227320	you will deny me three times.
227860	229540	But he said emphatically,
230380	234580	If I must die with you, I will not deny you.
235160	236760	And they all said the same.
237460	239960	And they went to a place called Gethsemane,
240240	241720	and he said to his disciples,
242460	243780	Sit here, will I pray?
244160	247020	And he took with him Peter and James and John,
247580	248780	and began to be greatly disappointed.
248960	251440	And he said to them,
251760	255720	My soul is very sorrowful, even to death.
256380	257800	Remain here and watch.
258580	259860	And going a little farther,
260220	262160	he fell on the ground and prayed that,
262500	265020	if it were possible, the hour might pass from him.
265480	266080	And he said,
266780	271000	Abba, Father, all things are possible for you.
271920	273300	Remove this cup from me,
274260	277140	yet not what I will, but what you will.
277620	278940	And he came and found Peter,
278940	279700	and found them sleeping.
280240	281220	And he said to Peter,
281960	283960	Simon, are you asleep?
284580	286380	Could you not watch one hour?
287400	290100	Watch and pray that you may not enter into temptation.
290840	294300	The spirit indeed is willing, but the flesh is weak.
295260	298440	And again he went away and prayed, saying the same words.
298860	300780	And again he came and found them sleeping,
301100	302620	for their eyes were very heavy,
302840	304860	and they did not know what to answer him.
305320	307940	And he came the third time and said to them,
308280	308920	Are you asleep?
308920	310920	Are you still sleeping and taking your rest?
311580	313140	It is enough, the hour has come.
313700	316380	The Son of Man is betrayed into the hands of sinners.
317380	318920	Rise, let us be going.
319320	321260	See, my betrayer is at hand.
321980	324200	And immediately, while he was still speaking,
324520	325960	Judas came, one of the twelve,
326320	328820	and with him a crowd with swords and clubs
328820	331380	from the chief priests and the scribes and the elders.
331980	334600	Now the betrayer had given them a sign, saying,
334980	336680	The one I will kiss is the man.
336680	338520	Seize him and lead him away under guard.
339080	342840	And when he came, he went up to him at once and said,
343420	343980	Rabbi.
345180	346240	And he kissed him.
346700	348800	And they laid hands on him and seized him.
349240	351600	But one of those who stood by drew his sword
351600	353300	and struck the servant of the high priest
353300	354380	and cut off his ear.
354800	356120	And Jesus said to them,
356660	358880	Have you come out as against a robber
358880	361020	with swords and clubs to capture me?
361640	364080	Day after day I was with you in the temple teaching,
364080	365700	and you did not seize me.
366460	368360	But let the scriptures be fulfilled.
368920	371020	And they all left him and fled.
371900	373220	And a young man followed him
373220	375460	with nothing but a linen cloth about his body.
375860	376920	And they seized him,
377220	379640	but he left the linen cloth and ran away naked.
380900	383080	And they led Jesus to the high priest,
383340	385280	and all the chief priests and the elders
385280	386820	and the scribes came together.
388020	390200	And Peter had followed him at a distance
390200	392520	right into the courtyard of the high priest,
392920	394400	and he was sitting with the guards
394400	395960	and warming himself at the fire.
