start	end	text
1000	2200	Matthew 24
2200	9920	Jesus left the temple and was going away when his disciples came to point out to him the buildings of the temple.
10480	11380	But he answered them,
12240	13900	You see all these, do you not?
14600	20700	Truly I say to you, there will not be left here one stone upon another that will not be thrown down.
21460	25980	As he sat on the Mount of Olives, the disciples came to him privately, saying,
25980	29020	Tell us, when will these things be?
29480	33020	And what will be the sign of your coming and of the close of the age?
33600	35040	And Jesus answered them,
35680	37860	See that no one leads you astray.
38340	41560	For many will come in my name, saying, I am the Christ.
41740	43480	And they will lead many astray.
44060	46740	And you will hear of wars and rumors of wars.
47300	48700	See that you are not alarmed.
49180	52380	For this must take place, but the end is not yet.
53160	55720	For nation will rise against nation.
55980	57340	And kingdom against kingdom.
57820	60980	And there will be famines and earthquakes in various places.
61760	65040	All these are but the beginning of the birth pains.
66420	70680	Then they will deliver you up to tribulation and put you to death.
70960	73900	And you will be hated by all nations for my name's sake.
75080	79580	And then many will fall away and betray one another and hate one another.
79980	83400	And many false prophets will arise and lead many astray.
84080	85840	And because lawlessness will be encouraged,
85980	89300	Christ, the love of many will grow cold.
90440	93380	But the one who endures to the end will be saved.
94100	98240	And this gospel of the kingdom will be proclaimed throughout the whole world
98240	100620	as a testimony to all nations.
101360	103240	And then the end will come.
104560	109480	So when you see the abomination of desolation spoken of by the prophet Daniel
109480	111460	standing in the holy place,
111920	113260	let the reader understand.
113820	115960	Then let those who are in Judea,
115980	117060	flee to the mountains.
117800	122100	Let the one who is on the housetop not go down to take what is in his house.
122640	126720	And let the one who is in the field not turn back to take his cloak.
127600	132840	And alas for women who are pregnant and for those who are nursing infants in those days.
133660	136820	Pray that your flight may not be in winter or on a Sabbath.
137760	140020	For then there will be great tribulation,
140500	144000	such as has not been from the beginning of the world until now.
144380	144980	No.
145340	145960	And never.
145980	146640	Never will be.
147520	150160	And if those days had not been cut short,
150460	152460	no human being would be saved.
152940	156240	But for the sake of the elect those days will be cut short.
157040	158420	Then if anyone says to you,
158760	161680	Look, here is the Christ, or there he is,
162500	163680	do not believe it.
164340	167440	For false Christs and false prophets will arise
167440	169680	and perform great signs and wonders,
170080	173360	so as to lead astray, if possible, even the elect.
174260	175960	See, I have told you before,
175980	178400	So, if they say to you,
178700	179920	Look, he is in the wilderness,
180500	181460	do not go out.
182100	182980	If they say,
183320	184880	Look, he is in the inner rooms,
185260	186440	do not believe it.
187340	191920	For as the lightning comes from the east and shines as far as the west,
192460	195080	so will be the coming of the Son of Man.
196080	197520	Wherever the corpse is,
197860	199500	there the vultures will gather.
201060	204020	Immediately after the tribulation of those days,
204020	205900	the sun will be darkened,
205980	207860	and the moon will not give its light,
208200	210200	and the stars will fall from heaven,
210340	212520	and the powers of the heavens will be shaken.
213840	217120	Then will appear in heaven the sign of the Son of Man,
217340	220740	and then all the tribes of the earth will mourn,
220740	224600	and they will see the Son of Man coming on the clouds of heaven
224600	226880	with power and great glory.
227960	231620	And he will send out his angels with a loud trumpet call,
231940	234800	and they will gather his elect from the four winds,
235240	235740	from one end,
235980	237580	from one end of heaven to the other.
238900	241160	From the fig tree learn its lesson.
241780	244940	As soon as its branch becomes tender and puts out its leaves,
245420	246920	you know that summer is near.
247540	249920	So also when you see all these things,
250320	251740	you know that he is near,
252280	253480	at the very gates.
254520	255740	Truly I say to you,
256160	258300	this generation will not pass away
258300	260860	until all these things take place.
261460	263060	Heaven and earth will pass away,
263620	265960	but my words will not pass away.
266700	269020	But concerning that day and hour,
269140	269940	no one knows,
270440	272140	not even the angels of heaven,
272520	273400	nor the Son,
274260	275840	but the Father only.
277180	278820	For as were the days of Noah,
278980	281460	so will be the coming of the Son of Man.
282140	284260	For as in those days before the flood,
284600	286000	they were eating and drinking,
286260	287660	marrying and giving in marriage,
288020	290400	until the day when Noah entered the ark.
291080	293800	And they were unaware until the flood came
293800	295160	and swept them all away.
295980	298500	So will be the coming of the Son of Man.
299120	300960	Then two men will be in the field,
301280	303460	one will be taken and one left.
303820	305700	Two women will be grinding at the mill,
306060	308880	one will be taken and one left.
310320	312240	Therefore stay awake,
312660	315420	for you do not know on what day your Lord is coming.
316080	317120	But know this,
317480	319600	that if the master of the house had known
319600	321680	in what part of the night the thief was coming,
322160	323420	he would have stayed awake
323420	325720	and would not have let his house be broken into.
325720	325960	Therefore stay awake,
325960	329060	therefore you also must be ready,
329620	330980	for the Son of Man is coming
330980	333000	at an hour you do not expect.
334300	336800	Who then is the faithful and wise servant
336800	339340	whom his master has set over his household
339340	342080	to give them their food at the proper time?
342960	344260	Blessed is that servant
344260	347100	whom his master will find so doing when he comes.
348400	349600	Truly I say to you,
349980	351980	he will set him over all his possessions.
352900	355780	But if that wicked servant says to himself,
355960	357680	My master is delayed
357680	360380	and begins to beat his fellow servants
360380	362940	and eats and drinks with drunkards,
363600	366160	the master of that servant will come on a day
366160	367840	when he does not expect him
367840	370120	and at an hour he does not know
370120	372340	and will cut him in pieces
372340	373880	and put him with the hypocrites.
374560	376620	In that place there will be weeping
376620	378100	and gnashing of teeth.
