start	end	text
0	2300	Luke 16
2300	5580	He also said to the disciples,
6120	12940	There was a rich man who had a manager, and charges were brought to him that this man was wasting his possessions.
13660	15400	And he called him and said to him,
15940	22580	What is this that I hear about you? Turn in the account of your management, for you can no longer be manager.
23600	25280	And the manager said to himself,
25280	30620	What shall I do, since my master is taking the management away from me?
31200	34900	I am not strong enough to dig, and I am ashamed to beg.
35820	42600	I have decided what to do, so that when I am removed from management, people may receive me into their houses.
43860	47960	So summoning his master's debtors one by one, he said to the first,
48340	50480	How much do you owe my master?
50940	53200	He said, A hundred measures of oil.
53420	54480	He said to him,
54480	57940	Take your bill, and sit down quickly, and write fifty.
58560	59740	Then he said to another,
60140	61480	And how much do you owe?
62000	64680	He said, A hundred measures of wheat.
65160	66160	He said to him,
66580	68100	Take your bill, and write eighty.
69140	72600	The master commended the dishonest manager for his shrewdness,
73060	78040	for the sons of this world are more shrewd in dealing with their own generation than the sons of light.
78320	83080	And I tell you, make friends for yourselves by means of unrighteous wealth,
83380	84460	so that when it fails,
84800	88060	they may receive you into the eternal dwellings.
89080	93260	One who is faithful in a very little is also faithful in much,
93680	97780	and one who is dishonest in a very little is also dishonest in much.
98460	101780	If then you have not been faithful in the unrighteous wealth,
102180	104600	who will entrust to you the true riches?
105460	108460	And if you have not been faithful in that which is another's,
108860	111440	who will give you that which is your own?
112600	114440	No servant can serve two.
114780	117880	For either he will hate the one and love the other,
118200	121080	or he will be devoted to the one and despise the other.
121940	124320	You cannot serve God and money.
125000	127000	The Pharisees, who were lovers of money,
127300	129840	heard all these things, and they ridiculed him.
130340	131360	And he said to them,
132080	135360	You are those who justify yourselves before men,
135740	137500	but God knows your hearts,
138000	141820	for what is exalted among men is an abomination in the sight of God.
142000	144320	The law and the prophets were until,
144480	148540	John, since then, the good news of the kingdom of God is preached,
148960	151220	and everyone forces his way into it.
151780	154600	But it is easier for heaven and earth to pass away
154600	157500	than for one dot of the law to become void.
158480	162100	Everyone who divorces his wife and marries another commits adultery,
162520	166320	and he who marries a woman divorced from her husband commits adultery.
167440	171540	There was a rich man who was clothed in purple and fine linen,
171540	174280	and who feasted sumptuously every day.
174480	178140	And at his gate was laid a poor man named Lazarus,
178580	179760	covered with sores,
180060	183200	who desired to be fed with what fell from the rich man's table.
184040	187920	Moreover, even the dogs came and licked his sores.
188860	190080	The poor man died,
190380	193360	and was carried by the angels to Abraham's side.
194000	196620	The rich man also died, and was buried.
197260	199620	And in Hades, being in torment,
199800	202660	he lifted up his eyes and saw Abraham far off,
202660	204460	and Lazarus at his side,
204480	206720	and he called out,
207340	210080	Father Abraham, have mercy on me,
210320	213460	and send Lazarus to dip the end of his finger in water,
213820	215140	and cool my tongue,
215480	217980	for I am in anguish in this flame.
218900	220520	But Abraham said,
221020	225400	Child, remember that you in your lifetime received your good things,
225780	228160	and Lazarus and like men are bad things.
228800	231020	But now he is comforted here,
231520	232780	and you are in anguish.
232780	234460	And besides all this,
234760	238040	between us and you a great chasm has been fixed,
238460	242900	in order that those who would pass from here to you may not be able,
243300	245880	and none may cross from there to us.
246740	247880	And he said,
248400	252020	Then I beg you, Father, to send him to my father's house,
252540	253880	for I have five brothers,
254220	255720	so that he may warn them,
256060	258620	lest they also come into this place of torment.
259620	260920	But Abraham said,
261220	264060	They have Moses and the prophets,
264480	265780	let them hear them.
266620	267340	And he said,
267760	269060	No, Father Abraham,
269400	271580	but if someone goes to them from the dead,
272040	272920	they will repent.
273940	275100	He said to him,
275500	278400	If they do not hear Moses and the prophets,
279040	282460	neither will they be convinced if someone should rise from the dead.
282460	284460	The End
