start	end	text
0	2000	Mark 13
2000	7080	And as he came out of the temple, one of his disciples said to him,
7700	11620	Look, teacher, what wonderful stones and what wonderful buildings!
12160	13800	And Jesus said to him,
14460	16180	Do you see these great buildings?
16840	21940	There will not be left here one stone upon another that will not be thrown down.
22300	25620	And as he sat on the Mount of Olives opposite the temple,
26180	29300	Peter and James and John and Andrew asked him privately,
30000	32940	Tell us, when will these things be?
33620	37380	And what will be the sign when all these things are about to be accomplished?
38140	40260	And Jesus began to say to them,
40980	42760	See that no one leads you astray.
43300	45860	Many will come in my name, saying, I am he.
46240	47800	And they will lead many astray.
48420	50780	And when you hear of wars and rumors of wars,
50780	52260	do not be alarmed.
52720	55160	This must take place, but the end is not yet.
56420	58440	For nation will rise against nation,
58700	59780	and kingdom against kingdom,
60000	62940	there will be earthquakes in various places,
63380	64360	there will be famines.
65000	67660	These are but the beginning of the birth pains.
68980	70340	But be on your guard,
70660	72520	for they will deliver you over to councils,
72900	74920	and you will be beaten in synagogues,
75060	79560	and you will stand before governors and kings for my sake to bear witness before them.
80320	83780	And the gospel must first be proclaimed to all nations.
84680	87580	And when they bring you to trial and deliver you over,
87580	89480	do not be anxious beforehand.
89640	89980	What you are saying,
89980	93180	but say whatever is given you in that hour.
93620	95240	For it is not you who speak,
95440	96500	but the Holy Spirit.
97840	100700	And brother will deliver brother over to death,
101020	102520	and the father his child.
102980	106220	And children will rise against parents and have them put to death.
106820	110720	And you will be hated by all for my name's sake.
111140	114480	But the one who endures to the end will be saved.
115580	119320	But when you see the abomination of desolation
119320	119960	standing before you,
119960	123120	let the reader understand.
123920	126860	Then let those who are in Judea flee to the mountains.
127540	130180	Let the one who is on the housetop not go down,
130420	132700	nor enter his house to take anything out.
133020	136600	And let the one who is in the field not turn back to take his cloak.
137840	140100	And alas for women who are pregnant
140100	143040	and for those who are nursing infants in those days.
143680	145600	Pray that it may not happen in winter.
146600	149440	For in those days there will be such tribulation.
149960	153500	As has not been from the beginning of the creation that God created
153500	156540	until now and never will be.
157520	160120	And if the Lord had not cut short the days,
160460	162140	no human being would be saved.
162520	164780	But for the sake of the elect whom he chose,
164900	166000	he shortened the days.
166780	168640	And then if anyone says to you,
168980	170600	Look, here is the Christ,
170860	172200	or look, there he is,
172640	173740	do not believe it.
173740	177200	For false Christs and false prophets will arise
177200	178720	and perform signs and wonders
178720	179740	to lead astray,
179960	181420	if possible, the elect.
181980	183400	But be on guard.
183660	185740	I have told you all things beforehand.
186840	188320	But in those days,
188620	189900	after that tribulation,
190300	191720	the sun will be darkened,
191940	193620	and the moon will not give its light,
193840	195980	and the stars will be falling from heaven,
196080	198160	and the powers in the heavens will be shaken.
199000	201100	And then they will see the Son of Man
201100	204020	coming in clouds with great power and glory.
204500	206880	And then he will send out the angels
206880	209080	and gather his elect from the four winds,
209080	209940	from the ends of the earth,
209960	212000	to the ends of heaven.
213200	216020	From the fig tree, learn its lesson.
216580	218520	As soon as its branch becomes tender
218520	219640	and puts out its leaves,
220020	221620	you know that summer is near.
222160	225600	So also, when you see these things taking place,
225940	227480	you know that he is near,
227720	228860	at the very gates.
229800	231220	Truly I say to you,
231480	233460	this generation will not pass away
233460	235400	until all these things take place.
235920	237540	Heaven and earth will pass away,
237540	239920	but my words will not pass away.
239940	243480	But concerning that day or that hour,
243940	244760	no one knows,
245040	246560	not even the angels in heaven,
246880	247760	nor the Son,
248160	249480	but only the Father.
250620	252840	Be on guard, keep awake,
253220	255400	for you do not know when the time will come.
256420	258440	It is like a man going on a journey,
258760	261240	when he leaves home and puts his servants in charge,
261540	262480	each with his work,
262660	265120	and commands the doorkeeper to stay awake.
266360	267940	Therefore stay awake,
267940	269440	for you do not know
269440	271120	when the master of the house will come,
271500	273160	in the evening, or at midnight,
273280	274460	or when the rooster crows,
274560	275400	or in the morning,
276180	278900	lest he come suddenly and find you asleep.
279260	281460	And what I say to you I say to all,
281460	283220	stay awake.
