start	end	text
0	2480	Matthew 21
2480	8820	Now when they drew near to Jerusalem and came to Bethphage, to the Mount of Olives,
9060	11860	then Jesus sent two disciples, saying to them,
12600	18000	Go into the village in front of you, and immediately you will find a donkey tied in a colt with her.
18600	20060	Untie them and bring them to me.
20540	22920	If anyone says anything to you, you shall say,
23040	26260	The Lord needs them, and he will send them at once.
26260	30700	This took place to fulfill what was spoken by the prophet, saying,
31540	33040	Say to the daughter of Zion,
33680	38300	Behold, your king is coming to you, humble and mounted on a donkey,
38600	41480	and on a colt, the foal of a beast of burden.
42300	45180	The disciples went and did as Jesus had directed them.
45880	50820	They brought the donkey and the colt and put on them their cloaks, and he sat on them.
51940	54500	Most of the crowd spread their cloaks on the road,
54500	58120	and others cut branches from the trees and spread them on the road.
58560	62480	And the crowds that went before him and that followed him were shouting,
63340	65900	Hosanna to the Son of David!
66760	70200	Blessed is he who comes in the name of the Lord!
70820	72640	Hosanna in the highest!
73420	77620	And when he entered Jerusalem, the whole city was stirred up, saying,
78400	79840	Who is this?
80580	81540	And the crowd said,
82020	83980	This is the prophet Jesus!
84500	86460	From Nazareth of Galilee!
87340	91760	And Jesus entered the temple and drove out all who sold and bought in the temple,
91760	96620	and he overturned the tables of the money changers and the seats of those who sold pigeons.
96960	97900	He said to them,
98700	99640	It is written,
100460	103240	My house shall be called a house of prayer,
103760	106720	but you make it a den of robbers.
107460	111940	And the blind and the lame came to him in the temple, and he healed them.
112580	114480	But when the chief priests and the priests of the temple came,
114500	117500	and the scribes saw the wonderful things that he did,
117880	120060	and the children crying out in the temple,
121060	124120	Hosanna to the Son of David!
124820	127740	They were indignant, and they said to him,
128200	130020	Do you hear what these are saying?
130740	132320	And Jesus said to them,
133120	135400	Yes, have you never read?
135780	140280	Out of the mouth of infants and nursing babies you have prepared praise.
140740	144280	And leaving them, he went out of the city to Bethany and Lodят,
144500	151440	there. In the morning, as he was returning to the city, he became hungry, and seeing a fig tree by
151440	159380	the wayside, he went to it and found nothing on it but only leaves. And he said to it, May no fruit
159380	166240	ever come from you again. And the fig tree withered at once. When the disciples saw it,
166240	175620	they marveled, saying, How did the fig tree wither at once? And Jesus answered them,
176340	182980	Truly I say to you, if you have faith and do not doubt, you will not only do what has been done to
182980	189000	the fig tree, but even if you say to this mountain, Be taken up and thrown into the sea,
189480	196220	it will happen. And whatever you ask in prayer, you will receive, if you have faith.
196240	203940	And when he entered the temple, the chief priests and the elders of the people came up to him as he
203940	209060	was teaching, and said, By what authority are you doing these things? And who gave you this
209060	217220	authority? Jesus answered them, I also will ask you one question, and if you tell me the answer,
217780	223400	then I also will tell you by what authority I do these things. The baptism of John,
223580	224920	from where did it come?
225620	226220	From heaven.
226240	231320	From heaven or from man? And they discussed it among themselves, saying,
231860	238260	If we say from heaven, he will say to us, Why then did you not believe him? But if we say from man,
238560	242180	we are afraid of the crowd, for they all hold that John was a prophet.
242960	249460	So they answered Jesus, We do not know. And he said to them,
249940	255540	Neither will I tell you by what authority I do these things. What do you think?
255540	262560	A man had two sons, and he went to the first and said, Son, go and work in the vineyard today.
263060	269960	And he answered, I will not. But afterward he changed his mind and went. And he went to the
269960	277840	other son and said the same. And he answered, I go, sir, but did not go. Which of the two
277840	284420	did the will of his father? They said, The first. Jesus said to them,
284420	290960	Truly I say to you, the tax collectors and the prostitutes go into the kingdom of God before you.
291700	297840	For John came to you in the way of righteousness, and you did not believe him. But the tax collectors
297840	303740	and the prostitutes believed him. And even when you saw it, you did not afterward change your
303740	307780	minds and believe him. Hear another parable.
308360	313380	There was a master of a house, who planted a vineyard and put a fence around it and dug a
313380	314220	winepress in it. He put a vineyard and put a fence around it and dug a winepress in it,
314420	318940	and built a tower, and leased it to tenants and went into another country.
319940	325220	When the season for fruit drew near, he sent his servants to the tenants to get his fruit.
325700	330700	And the tenants took his servants and beat one, killed another, and stoned another.
331420	336060	Again he sent other servants more than the first, and they did the same to them.
337200	343700	Finally he sent his son to them, saying, They will respect my son. But when the tenants saw
343700	344400	the son, they did not believe him. And he said, I go, sir, but did not go. Which of the two did
344400	349300	they? They said to themselves, This is the heir. Come, let us kill him and have his
349300	356000	inheritance. And they took him and threw him out of the vineyard and killed him. When therefore
356000	363920	the owner of the vineyard comes, what will he do to those tenants? They said to him, He will put
363920	369820	those wretches to a miserable death, and let out the vineyard to other tenants, who will give him
369820	373540	the fruits in their seasons. Jesus said to them,
373540	380300	Have you never read in the Scriptures? The stone that the builders rejected has become the
380300	388640	cornerstone. This was the Lord's doing, and it is marvelous in our eyes. Therefore I tell you,
388980	394140	the kingdom of God will be taken away from you and given to a people producing its fruits.
394680	401000	And the one who falls on this stone will be broken to pieces. And when it falls on anyone,
401000	402820	it will crush him.
403540	408340	When the chief priests and the Pharisees heard his parables, they perceived that he was speaking
408340	414040	about them. And although they were seeking to arrest him, they feared the crowds because
414040	415800	they held him to be a prophet.
