start	end	text
0	2020	Luke 9
2020	9240	And he called the twelve together and gave them power and authority over all demons and to cure diseases.
9600	13780	And he sent them out to proclaim the kingdom of God and to heal.
14300	15540	And he said to them,
15940	20260	Take nothing for your journey, no staff, nor bag, nor bread, nor money.
20800	22320	And do not have two tunics.
22860	26260	And whatever house you enter, stay there and from there depart.
26260	30420	And wherever they do not receive you, when you leave that town,
30900	34260	shake off the dust from your feet as a testimony against them.
34560	39560	And they departed and went through the villages, preaching the gospel and healing everywhere.
40500	45260	Now Herod the Tetrarch heard about all that was happening, and he was perplexed,
45860	49440	because it was said by some that John had been raised from the dead,
50080	54960	by some that Elijah had appeared, and by others that one of the prophets of old had risen.
55480	56240	Herod said,
57020	62860	John, I beheaded, but who is this about whom I hear such things?
63440	65260	And he sought to see him.
66260	69860	On their return, the apostles told him all that they had done,
70420	73760	and he took them and withdrew apart to a town called Bethsaida.
74540	76780	When the crowds learned it, they followed him,
77020	79980	and he welcomed them and spoke to them of the kingdom of God
79980	82400	and cured those who had need of healing.
82400	85080	Now the day began to wear away,
85080	87060	and the twelve came and said to him,
87920	91180	Send the crowd away to go into the surrounding villages and countryside
91180	96220	to find lodging and get provisions, for we are here in a desolate place.
96980	98000	But he said to them,
98700	100720	You give them something to eat.
101440	102140	They said,
102900	106080	We have no more than five loaves and two fish,
106680	109300	unless we are to go and buy food for all these people.
110040	112460	For there were about five thousand men.
112460	114520	And he said to his disciples,
115080	118560	Have them sit down in groups, of about fifty each.
119040	122140	And they did so, and had them all sit down.
122680	125040	And taking the five loaves and the two fish,
125260	127800	he looked up to heaven and said a blessing over them.
128500	132240	Then he broke the loaves and gave them to the disciples to set before the crowd.
132940	135100	And they all ate and were satisfied.
136140	140580	And what was left over was picked up, twelve baskets of broken pieces.
141840	144540	Now it happened that as he was praying alone,
145080	146380	the disciples were with him.
146900	147980	And he asked them,
148700	150620	Who do the crowds say that I am?
151100	152180	And they answered,
152900	155820	John the Baptist, but others say Elijah.
156420	159520	And others that one of the prophets of old has risen.
160420	161360	Then he said to them,
162120	164100	But who do you say that I am?
164740	165900	And Peter answered,
166700	168460	The Christ of God.
168840	173880	And he strictly charged and commanded them to tell this to no one, saying,
173880	177220	The Son of Man must suffer many things,
177700	181340	and be rejected by the elders and chief priests and scribes,
181780	182540	and be killed,
183200	185820	and on the third day be raised.
186480	187660	And he said to all,
188380	190360	If anyone would come after me,
190840	194620	let him deny himself and take up his cross daily and follow me.
195160	197860	For whoever would save his life will lose it,
198220	201540	but whoever loses his life for my sake will save it.
202100	203860	For what does it profit a man,
204400	205900	if he gains the whole world,
206180	208400	and loses or forfeits himself?
209620	213400	For whoever is ashamed of me and of my words,
213400	215660	of him will the Son of Man be ashamed,
216020	217500	when he comes in his glory,
217800	220440	and the glory of the Father and of the holy angels.
221140	222640	But I tell you truly,
222800	225640	there are some standing here who will not taste death
225640	228300	until they see the kingdom of God.
230040	232540	Now about eight days after these sayings,
232620	233520	he took with him Peter,
233860	234960	and John and James,
235180	236960	and went up on the mountain to pray.
237480	238660	And as he was praying,
239100	241080	the appearance of his face was altered,
241580	243920	and his clothing became dazzling white.
245020	245840	And behold,
246300	247880	two men were talking with him,
248360	249660	Moses and Elijah,
250120	252800	who appeared in glory and spoke of his departure,
252800	255480	which he was about to accomplish at Jerusalem.
256220	259780	Now Peter and those who were with him were heavy with sleep,
260280	262040	but when they became fully awake,
262380	263640	they saw his glory,
263860	265660	and the two men who stood with him.
266220	268360	And as the men were parting from him,
268660	269780	Peter said to Jesus,
270620	273540	Master, it is good that we are here.
274140	275460	Let us make three tents,
275660	276580	one for you,
276820	277760	and one for Moses,
278060	279180	and one for Elijah.
280100	281560	Not knowing what he said,
282180	283840	as he was saying these things,
283840	286340	a cloud came and overshadowed them,
286820	289200	and they were afraid as they entered the cloud.
289640	292040	And a voice came out of the cloud, saying,
292540	293840	This is my son,
293860	295840	my chosen one.
296580	297720	Listen to him.
298300	299860	And when the voice had spoken,
300480	301900	Jesus was found alone.
302460	303660	And they kept silent,
304000	307340	and told no one in those days anything of what they had seen.
308320	309640	On the next day,
310040	311840	when they had come down from the mountain,
312260	313800	a great crowd met him.
314280	315020	And behold,
315280	317080	a man from the crowd cried out,
317680	318420	Teacher,
318980	321080	I beg you to look at my son,
321680	323300	for he is my only child.
323860	324880	And behold,
325020	326420	a spirit seizes him,
326600	328320	and he suddenly cries out.
328800	330020	It convulses him,
330120	331460	so that he foams at the mouth,
331800	332780	and shatters him,
333120	334580	and will hardly leave him.
335020	337840	And I begged your disciples to cast it out,
338180	339400	but they could not.
340380	341400	Jesus answered,
342240	345280	O faithless and twisted generation,
345840	348800	how long am I to be with you and bear with you?
349340	350380	Bring your son here.
351060	352020	While he was coming,
352020	353840	the demon threw him to the ground,
353860	355120	and convulsed him.
355660	357760	But Jesus rebuked the unclean spirit,
358120	359020	and healed the boy,
359320	360800	and gave him back to his father.
361460	364420	And all were astonished at the majesty of God.
365100	368020	But while they were all marveling at everything he was doing,
368600	370100	Jesus said to his disciples,
371060	374120	Let these words sink into your ears.
374940	378860	The Son of Man is about to be delivered into the hands of men.
379540	381280	But they did not understand this saying,
381520	382940	and it was concealed from them,
382940	383840	so that they,
383860	385020	they might not perceive it.
385820	388200	And they were afraid to ask him about this saying.
389260	390880	An argument arose among them,
391120	392940	as to which of them was the greatest.
393560	394240	But Jesus,
394460	396060	knowing the reasoning of their hearts,
396400	398540	took a child and put him by his side,
399100	400080	and said to them,
400880	404480	Whoever receives this child in my name receives me,
404940	407520	and whoever receives me receives him who sent me.
407960	410660	For he who is least among you all
410660	412660	is the one who is great.
413500	413800	John,
413860	414860	the first of the disciples,
414860	414940	answered,
414940	415580	Master,
415900	418640	we saw someone casting out demons in your name,
418900	420300	and we tried to stop him
420300	422260	because he does not follow with us.
422840	424100	But Jesus said to him,
424620	426120	Do not stop him,
426600	429960	for the one who is not against you is for you.
431540	434060	When the days drew near for him to be taken up,
434440	436320	he set his face to go to Jerusalem.
437120	439260	And he sent messengers ahead of him
439260	441780	who went and entered a village of the Samaritans
441780	443440	to make preparations for him.
443860	448600	But the people did not receive him, because his face was set toward Jerusalem.
449260	452540	And when his disciples James and John saw it, they said,
453240	457160	Lord, do you want us to tell fire to come down from heaven and consume them?
457460	460740	But he turned and rebuked them, and they went on to another village.
461360	464580	As they were going along the road, someone said to him,
465100	467300	I will follow you wherever you go.
467840	469260	And Jesus said to him,
470060	473460	Foxes have holes, and birds of the air have nests.
474140	476840	But the Son of Man has nowhere to lay his head.
477580	478760	To another he said,
479480	480360	Follow me.
480960	481760	But he said,
482440	484960	Lord, let me first go and bury my father.
485360	487100	And Jesus said to him,
487960	489920	Leave the dead to bury their own dead.
490280	494080	But as for you, go and proclaim the kingdom of God.
494800	495940	Yet another said,
496800	501580	I will follow you, Lord, but let me first say farewell to those at my home.
502380	503420	Jesus said to him,
503860	508800	No one who puts his hand to the plow and looks back is fit for the kingdom of God.
511460	512460	The End
