start	end	text
0	2660	San Marcos, Kapitulo 12
30000	33860	Sa nagbiyahe iti sa bali at aga.
35000	37960	Ididumteng tipa nagbuburas iti ubas,
39060	41080	imbaon na timay sa nga adipan na
41080	43620	amapan ka dagitimakitaltalon
43620	45920	tapno alaan na tibingay na.
47120	50240	Ngam tiniliw dagitimakitaltalon tinaibaon.
51100	52120	Kinabkabil da,
52840	54760	kat pinagawid da nga ima-ima.
55660	57160	Sabali man nga adipan,
57160	59980	timbaon tiakin kukwa iti kaubasan.
60880	63520	Kat minalo dagitimakitaltalon tiulo na
63520	65500	sada pinapabainan.
66760	68960	Nang ibaon man nang iti sa bali nga adipan,
69720	70760	kat pinatay da.
71780	73720	Kasta-akasta tinamay anda
73720	75820	kadagiti adupay anaibaon.
76940	78860	Pinampang-orda dagitida duma,
79580	81880	kat pinatay da dagiti sa bali.
82680	85060	May maysan tinatda amaibaon na.
86060	89340	Iso tidungdungwen na nga anak alalaki.
90000	91760	Kamawdjanan na.
92760	95000	Imbaon na kadakwada takinunana.
96360	99240	Awan dua-dua arauman danto ti anak ko.
100760	104940	Ngam kinunadagitimakitaltalon itimaysa kinmaysa kadakwada.
106140	107780	Daituyen tiagtawid.
109220	111640	Umay kayo, tapapatayin tayo.
112620	114720	Kat kukwatay ton titawidin na.
115920	117040	Tiniliw dati anak,
117040	118700	kat pinatay da,
119280	119960	sada imbal,
120000	122460	lang tibangkain na itirwar tikaubasan.
123340	124940	Anyanto nga rod ti aramidin
124940	126860	ti akin kukwa itikaubasan.
127680	129100	Sinaludso'd ni Jesus.
129960	132540	Mapan nanto papatayin dagit siya at at tao,
133400	135580	kat ipasublat nanto tikaubasan
135580	137820	kadagiti sa bali amakitaltalon.
139380	141120	Nabasa yukadinday ti apaset
141120	142340	tinasantuan asurat.
143880	146640	Ti bato nga imbal lang dagiti agipat patakder,
147640	149640	nagbalin akang runaan abal.
150000	150500	Mato.
151260	152940	Inaramid daytoy ti apo.
154040	157980	Ket anyan anakaskas daaw iti imatang tayo.
158680	161340	Pinadas dagiti pangulwen dagiti hudyo
161340	163940	apatiliw ni Jesus gaputan awatan da
163940	166180	asinaona daytoy apang ngarig
166180	167680	amaibusor kadakwada.
168280	169880	Ngayong magsipod tanagbuteng da
169880	171520	kadagiti adu at at tao,
172280	174880	binaybayanda ni Jesus ket pinanawan da.
175560	178500	Naibaon kine Jesus ti sumagmamano a farisyo
179000	179840	ken Herodyano,
179840	181040	tap no palaboganda,
181440	183240	babaen kadagiti salutsod da.
184040	185220	Napanda ken kwana,
185640	186500	ket kinunada.
187260	187900	Maestro,
188860	190760	amumi as ang kangaagol ulbod.
192040	193660	Di mo ikankano no anya
193660	195640	ti pampanunuten dagit tataw
195640	197720	ag sipo tawan ti idong dumam.
198780	200360	No di kat isurong kadakwada
200360	202100	ti pudno apagayatan ti Diyos.
203580	204580	Ibagaman nga rod
204580	206180	kada kami no maisalungasing
206180	207800	iti linteg, iti panagbayad,
207880	209020	iti bisi, iti emperador.
209840	211760	Agbayad kami kadiwin no saan.
212560	213720	Ngimnadlaw ni Jesus
213720	214620	ti sikat da
214620	215720	ket kinunana.
216460	217880	Apay asuutendak,
218540	220880	ikandakman itibagiti pirak takitaek.
221480	223420	Inikanda itibagiti pirak.
224100	225840	Siya sino ti akin ladawan
225840	228000	ken akin nagan itidaitoy?
228800	230240	Sinaludsod ni Jesus.
231180	232260	Ti emperador.
233120	233980	Insumbat da.
