start	end	text
0	3260	San Macchio, Kapitulo 20
30000	32220	Sumagmamano ala laki ng agtatakder.
33740	35160	Kinunan na kadakwada.
36280	38480	Inkayo matagtrabaho ijay kaubasan.
39280	41540	Taitad kontotirumbang atang danyo.
42420	44480	Itikasta, napanda.
45880	48560	Rimuar manin day di lalaki iti alas 12.
49440	50820	Kan iti alas 3.
51620	52960	Idi danda ni alas 5.
54120	55000	Napan itichendaan,
55760	58960	kaya't nakita nati sumagmamano ala laki ng agtatakder.
60000	61320	Kinunan na kadakwada.
62160	66020	Apay at atdada alin yung tichempo yung agmal malam dito eh.
67000	70160	Awan nga min pagtrabahuan mi, insungbat da.
70800	72160	Imbaga na kadakwada.
73160	75600	Inkayo matagtrabaho iti kaubasan.
76420	77480	Idi sumip ngayon,
78380	81620	kinunati akin kukwa iti kaubasan iti katalik na.
82520	85280	Ayabam dagiti mang mangged tatangdana mi da.
86120	88260	Irogim kadagiti na udi asimrek.
89180	89260	Natangdana.
90000	92380	Kanan iti gagangay asweldo iti agmalam,
92560	96960	titunggal may sa kadagiti nang rugi anagtrabaho iti alas 5.
97940	100420	Idi napan dagiti imununa anayaban.
101800	104060	Impagarup da nga at aduti awaten da.
105380	109100	Ngayam na ipadamit titangdanda kadagiti na ud-udi.
109900	111240	Inawat da titangdanda.
112040	114320	Ngayam dinayomuduman da tinagpatrabaho.
114960	115460	Kinunada.
116020	119460	May salayang nga oras tipa nagtrabaho dagitoy na udi asimrek.
120000	123140	Ngayam da kami anagmal malim anagkap kapudutan.
123900	125360	Impadam titangdanda mi.
126080	126620	Kayem,
127340	130880	kinunati akin kukwa iti kaubasan iti may sa kadagwada.
132060	133280	Saan ka asina or?
134300	138300	Imanamong ka amatangdanan iti gagangay asweldo iti agmalam.
139540	141800	Alaam titangdanda mo kat pumanaw kan.
143120	146480	Kayat kung ayipada titangdanda mo iti intangdanda ko iti na udi.
147140	149980	Awan ayat tikalintagak amang gasto iti kukulang.
150000	151840	Huwarta kas itipagayatak.
153080	153540	Wenno?
154580	155500	Umapal kakadi.
155860	157520	Agsipod tanaparaburak.
158920	160240	Ingibus ni Jesus.
160800	161260	Ngarod.
161940	163360	Umunan to dagiti maudi.
164180	166280	Ket mauding to dagiti umuna.
168340	171020	Idisumangsang at ni Jesus ije Jerusalem,
171700	174680	inyadayuna dagiti sang apulokit duwang adalan
174680	178120	kit kinasaritan na ita bayat tipan nagnada.
178120	179920	Kinunana kadakwada.
180000	184340	Deng ganyo, sumangat tayo ije Jerusalem,
184940	189040	ket mayawat to sa djay ti anak ti tao kadagiti panguluen apapadi
189040	191900	ken kadagiti mamaestro iti linteg.
192980	197640	Ikat deng danto amapapatay sa danto yawat kadagiti hintil amangang angaw.
198500	202160	Mang sapsaplit, ken manglilan sa ken kwana iti krus.
203000	206460	Ngem, mapagungar to iti maikatlongal daw.
206660	209460	Ima si Degnesus iti asawa ni Sebedeus.
210000	212740	Diyo, agraman dagiti anak na alalaki,
213260	217340	nagparintomong itisangwanan na kit nagdawat kin kwana.
217980	218980	Anya ti kayat mo?
219780	221000	Sinaludsod ni Jesus.
222020	223220	Simong bat ti ina?
223940	225960	Palubos mo kumangain to nagari ka,
226360	228920	makitugato kin ka dagit tuidwa nga anak ko,
229360	230980	timaysa iti makanawan mo,
231220	233020	kit tisabali iti makanigid mo.
233860	235620	Diyo amot, itaw dawatin niyo.
236380	238760	Kinunana ni Jesus kadagiti agkabsat.
239120	239840	Kabailan niya.
239840	239860	Kabailan niya.
239860	242480	Kailan niyo kadinga uminom iti kopa apag inumak?
243220	245000	Win! Kabailan mi!
245740	246700	Insong batda.
247480	250200	Agpaysonga uminom kayo iti kopa apag inumak?
250920	251900	Kinunana ni Jesus.
252960	255360	Ngem, awan ti karbangak amang pili,
255880	259380	no siya sinuntiti agtugaw iti makanawan kanmakanigid ko.
260740	264400	Maitad dagit uy apag saadan kadagiti nang isaganaan ni amak.
265160	268840	Idi manggag daytoy dagit isang apulo akadwa ng adalan,
268840	271680	na kapungtot da kadagiti agkabsat.
272200	276220	Itikasta, inayaban amin idan ni Jesus kit kinunana.
276720	278820	Pagkaamuyo akadagiti hentil,
279900	280900	dagiti agturay,
281240	284440	at daan da itidakkal apan nakabalin kadagiti tattao da.
285780	287760	Saan to kumaakasta ti aramidin niyo?
288620	290340	Tiagtarigagay nga agpangulo,
290960	293020	masapol nga agsirbika da kayo amin.
293780	296240	Ket tiagtarigagay nga isuti kang runaan,
297480	298680	masapol nga isuti adikadaan,
298680	299300	at di pa niyo.
299920	301440	Akas itianak ti tao,
302100	303860	asaan nga imay apasirbihan.
304620	306620	Nudikat, tapno agsirbi,
307340	311320	kanyawat natibiyag na apangsubot kadagiti ado at at tao.
312920	317040	Idi pumanaw ni Jesus kandagiti adalan na iji Heriko,
317620	319860	na kad ado at at tao ti simurot,
320520	324300	at da dua bulsek alalaking agtugtugaw itiigit tidalan,
324980	327260	apaman ang nanggagdaa lumabas ni Jesus,
327800	328660	impukaw dan,
329300	332080	Anak ni David, kaasyan na kami!
333020	335000	Inungtan ida dagit itataw,
335380	337300	kit imbagada nga agulimot da,
337880	340860	ngam impigpigsada kidi nga impukaw.
341700	344960	Anak ni David, kaasyan na kami, apo!
345840	347200	Nagsardeng ni Jesus,
347680	349880	inayaban na ida kit sinalutsod na.
350560	352480	Anya ti kahit yung aramidag kada kayo?
353200	353760	Apo!
354560	355160	Kinunada,
356060	357420	makakita kami kuma!
357420	357540	Nga!
357540	357560	Nga!
357560	357580	Nga!
357580	357600	Nga!
357600	357660	Nga!
357660	357700	Nga!
357700	357740	Nga!
357740	357760	Nga!
357760	357780	Nga!
357780	358020	Nga!
358020	358040	Nga!
358040	358080	Nga!
358080	358100	Nga!
358100	358140	Nga!
358140	358660	Nga!
358680	358800	Nga!
358800	358820	Nga!
358820	358840	Nga!
358840	358860	Nga!
358860	358880	Nga!
358880	358980	Nga!
358980	359040	Nga!
359040	359060	Nga!
359060	359080	Nga!
359080	359120	Nga!
359120	360320	Kada kuwada,
360920	362840	kit sinagid na dagit imatada.
363460	364840	Dagos na nakakita da,
365400	367020	kit simurot da kinkwana.
