start	end	text
0	2660	San Marcos, Kapitulo 13
2660	10020	Idipumampana o Nesus ije templo, may saka dagiti adalan na tinagpuna ken kwana.
10780	16080	Maestro, kitaem, nagpipintas kit din dagiti batuken dagiti patakder.
16900	19400	Makitam dagiti dadakkel apatakder?
20160	21340	Insumbat Nesus,
22220	28100	Awanto ti uray may sa abato ditoy amabati itiyanna. Marbadan to amin.
28100	36220	Idipumampana o Nesus ije templo, may saka dagiti adalan na tinagpuna ken kwana.
39360	43660	Ibagaman ka na kami nukaanonto amapasamak ditoy.
46160	53720	Anyanto ti mapasamak apakakitan at imtunguntit simpo apan nakatungpal amin ditoy.
53720	55860	Imbala ag Nesus,
56660	57640	Agannad kayo.
58100	62140	Diyo ipalubos nga damangalilaw kada kayo.
63760	64880	Adunto ti umay,
65620	68180	Ket aramaten dati nagan ko akunkunada.
69460	70780	Siyak ti Kristo,
71820	73620	Ket adunto ti alilawenda.
75340	78740	Di kayagdanag inton mangyagyote arimbangaw ti gubat,
78740	83940	Ken damdamag maypapan kadagiti daduma agub gubat iti adayo.
84860	86860	Masapol amapasamak dagitoy.
87720	87960	Ngayom,
88100	89220	Di da kayat asawen,
89900	91640	Adimtingin ti panungpalan.
92720	94440	Ag gugubat to dagitinasyon.
95320	97300	Kastamit dagiti pagpagarian.
98040	101100	Adanto ginggined kadagiti na duma-duma alugar.
101940	103040	Umay to tibisin.
103940	106520	Pangrugyan lang dagitoy ti panagsagaba.
107100	109840	Akas iti panagpasikal ti agpasngay.
110420	111540	Agannad kayo.
112300	112860	Tiliwen,
112860	114820	Ken idarom da kayto.
115880	117960	Saplitan da kayto iti unag dagiti,
117960	118760	Sinagoga.
119760	122480	Maisak lang kayto kadagiti ag tuturay,
122800	124400	Ken arari gapo kanya.
125060	126980	Tap no panik ni kanyo kadakwada,
127200	128500	Ti naimbag adamag.
129580	131980	Ngamsakbay adumteng ti panungpalan.
133220	135920	Masapol ama ikasaba ti naimbag adamag,
136380	138300	Kadagiti amin at at tao.
139200	139980	Numatiliw,
140460	141520	Ken maidarom kayo.
142780	144260	Saan nyo apakadanagan,
144580	145940	No anyanto ti sawen nyo?
147080	147940	Maipaltiin,
148180	149980	Kada kayo itiday taakan nito.
151180	152600	Tadagiti isa uyon to,
153640	155300	Saan nyo agtaot kada kayo,
155840	158180	Nudiket iti espiritu santo.
159140	160240	Dagiti tattao,
