start	end	text
0	2500	San Marcos, Kapitulo 5
30000	40260	Namin ado arinipet dati imana, ket imbaod dati sakana, ngin pinugsapogsat na dagiti kawar, ket linitat na dagiti posas.
41120	45540	Nagpaiduma't pigsana, ket awanti makaparukma ken kuwana.
46260	50240	Aldaw ken rabi'i nga agpagnapagna ka dagiti tantanem ken turturot.
51100	55200	Pati nayon nga akikikis, dunduno rin nati bagina itibato.
55420	59440	Adayo paylaing Nesus, idimakita daytoy alalaki.
60160	64240	Nagtaray kit nagparintuming itisangwanan na sana inyikis.
65080	78600	Jesus, anak ti Diyos sa kangatuan, apayasingay na, itinagan ti Diyos tinakadiparigaten.
80100	83100	Sinauna daytoy kapotakinuna ni Nesus ken kuwana.
83620	88420	Takas nga espiritu, rumuar ka itidaytoy atao.
89180	89980	Anya tinagan.
90000	92360	Sinalutsod Nesus.
97160	99240	Kinuna tilalaki.
100040	101960	Namin aduong ngayong pakpakaasin na,
102180	107160	kinesus adina kumapapanawin dagit itakes nga espiritu itidayta alugar.
107780	113180	Iti asideg sa jay, at dadakkel na arban ti baboy nga mangmangan itibakras ti turot.
113920	115860	Nagpakpakaasin dagit espiritu,
115860	119860	Ibaon na kami asumrega dagit ibaboy.
120000	122000	Ibaon na kami asumrega dagit ibaboy.
122000	124000	Pinalubosan Nesus ida.
124000	127000	Rumuar dagit itakes nga espiritu itilalaki,
127000	130000	kit simrek da ka dagit ibaboy.
130000	132000	Nagdada rison iti arban,
132000	134000	agdwaribo da amin ababoy.
134000	136000	Ititipang sa datimwak itidanaw,
136000	138000	kit nalmes da amin.
138000	143000	Nagtataray dagit iagtatara ken ka dagit ibaboy anapan itiili,
143000	145000	ken ka dagit ibarbaryo,
145000	147000	kit impadamag da tinapasamang.
147000	149000	Rumuar dagit itataw tap numapanda kita entinaan.
149000	150000	Rumuar dagit itataw tap numapanda kita entinaan.
150000	152000	Idimak asidegda ken Nesus,
152000	154000	Idimak asidegda ken Nesus,
154000	156000	nakita da tilalaki alinuganan dagit idemonyo.
156000	158000	Agtugtugaw,
158000	160000	nakakawes ken nagpulangin tinasaya at apanunot na.
160000	162000	Agtugtugaw, nakakawes ken nagpulangin tinasaya at apanunot na.
162000	164000	Nagbuteng da amin.
164000	166000	Dagiti nakakita itidaitoy,
166000	168000	impadamag da ka dagit itataw,
168000	170000	tinapasamang itinaluganan alalaki ken ka dagit ibaboy.
170000	172000	tinapasamang itinaluganan alalaki ken ka dagit ibaboy.
172000	174000	Itikasta,
174000	176000	dinawat dagit itataw apumanaw Nesus itilugar da.
176000	178000	Itikasta,
178000	180000	dinawat dagit itataw apumanaw Nesus itilugar da.
180000	182000	Idilumugan ni Nesus itibang ka,
182000	184000	nagpapakaasiti tao naluganan
184000	186000	ang makikuyog ken kuwana,
186000	188000	ngimlinapdan ni Nesus.
188000	190000	Kinunana,
190000	192000	Agawid ka itifamilyam,
192000	194000	ket ipadamag mo kadakwada
194000	196000	at tinaindaklan nga inaramid
