start	end	text
0	2900	San Lucas, Kapitulo 22
30000	35760	Itikasta na panakisao ni Judas kadagiti Panguluan Apapadi
35760	39000	kan kadagiti opisyalis dagiti Gwardya ti Templo
39000	43360	tap no makitulag no kasanuti panangyawat na kinesus kadakwada.
44360	47460	Naragsakan dakat inkarida ng ikanda itikwarta.
48540	52860	Imanamong ni Judas kat inrugina tinagbiro kitinasaya at nagundaway
52860	58040	a panangyawat na kinesus kadakwada adi mamamuan dagiti tattaw.
60000	63880	Dimtang tialdao ti pesta ti tinapay na awan libadura na
63880	68300	a panakaisagana dagiti urbun na karnero ama idaton itipaskwa.
69100	71360	Imbauni Jesus da Pedro, Ken Juan.
72120	74900	Inkayisagana tipang rabi itayo itipaskwa.
75640	76900	Kinunana kadakwada.
77740	80200	Sa dino tikayat mo apangisaganaan mi?
80960	82060	Sinalud sudda.
82880	83560	Dengganyo.
84300	84920	Kinunana.
85700	87800	Apaman asumrek kay itisudad.
88780	90000	Sabdan na kay to timanay.
90000	93240	May sa alalaki anakawit itisangakaramba adanom.
94060	95980	Surutin niyo itibalay asirkan na.
96860	98480	Kat kunayo itiakimbalay.
100080	101640	Pasalud sudd ti maestro.
102320	107780	Nusa dino tikwarto apanganan danto kadagiti adalan na itipang rabi itipaskwa.
109360	112320	Ipakitan nanto ti akin nga to akwarto adakkel.
112940	115100	Kanadaan amin amasapsapol.
116660	118600	Sadyay tipagsaganaan niyo.
118600	122880	Napandangarod kat nasarakanda amin nga imbaga ni Jesus.
123520	126800	Insagana dati pang rabi iti apang rambak itipaskwa.
128460	133660	Dimten ti oras kat simango ni Jesus kendag iti apostoles na itipanganan.
134340	139340	Tinarigagayak unay ti makisango kadakayo itidaytoy apang rabi itipaskwa.
140140	141580	Sakbay ngagsagabaak.
142220	143420	Kinunana kadakwada.
144240	145300	Taibagak kadakayo.
145300	147620	Ajak tunmangan itidaytoy.
147620	152420	Iagingga amatong paltipod no akaipapanan na itipagaryan ti Diyos.
153080	154380	Nangala itikopa.
155320	156580	Nagyaman iti Diyos.
156960	157740	Ket kinunan.
158500	159660	Alaen niyo daytoy.
160020	161300	Ket pagbibingayan niyo.
162360	164380	Ibagak kadakayo amanipod ita.
165660	168420	Jakton uminom itidaytoy tubog ti ubas.
169040	171580	Agingga adumten tipagaryan ti Diyos.
172080	176320	Nangalamat ititinapay kat kalpasan tipanagyaman na iti Diyos.
176320	179320	Pinisinasaan na itid kadakwada akunana.
180740	184320	Daitoy tibagik ama itid niya agpaay kadakayo.
185060	187620	Aramidin niyo daytoy apang laglagip kanya.
188360	190780	Kastamot akalpasan tipanang rabi i,
191400	193940	itid na kadakwada itikopa kat kinunana.
194780	198700	Daytoy itikopa tibaro apan nakitulag ti Diyos kadakayo.
199560	203680	Ama patalgadan itidara ama ibuyat para kadakayo.
203680	205980	Ngam kitaan niyo.
206320	210320	At daditoy akalang lang langkot ita o amanglipot kanya.
211700	215380	Matay to ti anak ita o kas inkadem ti Diyos.
216560	220420	Ngam asipay dayta at tao amanglipot kenkuana.
221160	223460	Nagsisin na ludso digiti apostoles.
223920	226580	Nusiasin no kadakwada iti mga aramid itikasta.
227520	229360	Nagsusupyat digiti adalan.
229760	232900	Nusiasin no kadakwada iti mabigbig akang runaan.
233600	235080	Kinunan ni Jesus kadakwada.
235080	236080	Adipoy.
236320	239360	Ngunan dagiti arari ahentil dagiti tatawda.
240180	244880	Kat panaganan dagiti agtuturay dagiti bagbagida akas managparabor.
246200	248140	Ngam saan akas takuma kadakayo?
249340	254560	Nudikit agbalin ti kang runaan kadakayo akasla iso ti kaubingan.
255720	259220	Kat agbalin ti pangulo akasla iso ti adipen.
260360	261940	Siya sino ay atinaturturay?
262940	264420	Ti sumango iti panganan?
264700	265660	Ngunan?
265660	266900	Ano ti mang serbikin kuwana?
267960	269740	Saan aya ati maserbian?
270860	274880	Ngam at daak kadakayo akas may sa ngaagserbi.
275720	280320	Nagtalinaid kayo asipupod no kanyak kadagiti amin anakasootak.
281500	281920	Ngarod.
283180	286940	Kas itipan ng ted kanyak ni amak itikalintagan ni agturay.
288220	291760	Ited kong tumet kadakayo ti isumet laang akalintagan.
293040	293840	Mangan.
293840	297740	Ken uminom kayo ito itilamisaan ko itipagaryak.
298580	305080	Ken agtugaw kayo kadakiti trono amang ituray kadakiti sa nga puluket doa tribo ti Israel.
305920	306400	Simon.
307380	307940	Simon.
308920	309420	Denggem.
310880	317940	Napalubusan ni satanas amang sagat kadakayo akas itiman nalon amang itaep ititrigo.
318560	321180	Tatno mapaglasin tinaimbag itidakes.
321960	322180	Ngam.
322180	324280	Ngam inkarkararagan ka.
325960	326380	Simon.
327400	329580	Tap no saan amapukaw tipang matim.
330780	332280	Inton agsubli ka kanyak.
333480	336420	Masapol apapigsaem dagiti kakabsat mo.
337140	337640	Apo.
338700	339900	Insumbat ni Simon.
340680	344620	Sisa saganak ama ibalod ken matay ama ikuyog ken ka.
345440	346920	Ibagak ken ka, Pedro.
347740	348620	Kinunani, Jesus.
349560	351780	Dintupay agdaraok ti kawitan.
351780	352640	Itangal daw.
