start	end	text
0	2580	San Marcos, Kapitulo 9
2580	5000	Kinunanapay,
5740	7160	Laglagipan niyo daytoy.
8400	10300	Adda sumagmamanukada kayo ditoy,
10800	12160	asaan tupay amatay,
12900	16120	aginga amakita dati ya ay tipagaryan ti Diyos,
16820	19500	agraman ti amin apan nakabalin.
20260	22160	Kalpasan tinem nga aldaw,
23140	24960	inkuyog Nesus da Pedro,
24960	47720	Pagamwan,
54960	58820	Nagsao ni Pedro kit kinunanak ni Nesus.
75120	77940	Kastaunay nga mintibuting dagiti adalan,
78500	81340	kit saan nga amon ni Pedro titumutop asawena.
81880	84720	Nagparang tiulip anang linong kadakwada,
85400	88280	kit adanang ngegda at imek anagapu itiulip.
88960	89520	Kinunana,
90340	98340	Dinagdagos da nga inwaras ni panagkita da,
98900	102340	ngim awanin sa bali anakita da nudilaing Nesus.
103160	104820	Iti sumalsalog da itibantay,
105340	106920	imbilin Nesus kadakwada,
107240	110660	Awan pang ibagbagaan niyo iti na imatangan niyo.
111780	113420	Ibagayon tulaeng daytoy,
114180	114900	kalpasan,
114960	116960	iti panagungar ti anak ti tao.
117520	119520	Tinong paladaday taabilin,
119520	121520	nupay nagsisin na lutsod da.
122020	124020	Anya ti kayat asawen,
124020	126020	iti panagungar ka dagiti na tay?
126620	128620	Inimtuod da akin kwana,
128620	132000	Apay akuna dagiti ma maestro iti linteg,
132000	135000	amasapol nga umay nga umunan ni Ilias?
135500	137500	Insung bat Nesus,
137500	140060	Pudno nga umay nga umunan ni Ilias,
140060	142720	tatno tarimaan na amin abanan.
143520	144720	Ngumapay,
144720	147280	anailan at itinasantuan asurat,
147280	150480	nga agsagaba itinapalalo ti anak ti tao,
150480	152480	ket maumsinto.
152880	156380	Ibagak ka da kayo nga imayen ni Ilias,
156380	158380	ket inaramid dagiti tat-tao
158380	161380	ti amin akinay kayat da ken kwana,
161380	162880	kas na isurat,
162880	164880	maipapan ken kwana.
166380	170380	Idiag subli da iti ayan dagiti daddo mga adalan,
170380	173380	nakita da tinakad adu at tat-tao itilikmut da,
173380	176380	ken sumagmamano ama maestro iti linteg
176380	178380	ama kesinsinupyat ka dakwada.
178380	182380	Apaman anakita dagiti tat-tao asumungad ni Ilias,
182380	184380	naragsakan da,
184380	187380	ket nagtataray da aki mablaaw ken kwana.
187380	189380	An nga ti pagsusupyatan niyo?
189380	191380	Sinaludsod ni Ilias,
191380	193380	Maestro!
193380	195380	Kinunan ti may isa ka dagiti tat-tao?
195380	198380	Inyeg ko ken katanak ko alalaki,
198380	201380	talinuganan ti dagas nga espirito,
201380	203380	ket saan ama ka sa'o.
203380	206380	Nusumruti dagas nga espirito,
206380	208380	ito blak na tubig,
208380	210380	aglabutab tingiwat na,
210380	214380	agngaryat ken sumkilti entero abagi na,
214380	216380	kinit daw ko kadagiti adala mapaksyaten
216380	218380	dati dagas nga espirito,
218380	220380	ngabditan na baalaan.
220380	222380	Kinunan ni Jesus kadakwada,
222380	226380	Tat-tao nga awanan pamati,
226380	229380	kasanopay kabayag ti kaadak iti dinayo,
229380	232380	kasanopay kabayag ti panaganos ko kadakayo,
233380	235380	Iyag nyo man kanyak taubing?
235380	238380	Inyasidegda ken kuwana ti ubing.
238380	242380	Apaman anakita ti dakes nga espirito ni Jesus,
242380	244380	pinagkuyagig na ti ubing.
244380	246380	Napasag ti ubing iti daga,
246380	249380	naggulgulagol nga aglablabutab tingiwat na.
249380	252380	Kaano ba'y akastoy ti mararamit ken kuwana?
252380	256380	Inimtuod ni Jesus iti ama ti ubing.
256380	258380	Manipod pa'y iti ubing.
258380	260380	Insumbat ti ama na.
260380	262380	Masansan nga'y suba ti dakes nga espirito,
262380	264380	pati dakes nga espirito'y tapoy,
264380	267380	huwano ilang mas naitidanong tap'no patayon na.
267380	272380	No kaba'lam, pang aasim tatulungan na kami.
272380	275380	Apay ako nam, no kaba'lam.
275380	280380	Amin abanag, kaba'lan ti tao nga atdapamati na.
