start	end	text
0	2560	San Marcos Kapitulo 4
30000	34900	At damay sa atao, anapan nagpurwak ka dagiti bukel.
36200	37480	Idi agipurpurwak.
38580	42000	Nagdiso ti sumagmamano a bukel itiigid tidalan,
42660	44740	ket tinuktok dagiti tumatayab.
45860	47680	At damit sumagmamano a bukel,
48220	51900	anagdiso itikabatwan abasitlaeng tidagana.
53200	54780	Gaputan na rabaw tidagana,
56120	58200	nabiit anagtubo dagiti bukel.
58760	59880	Idi makatulog,
60000	61380	at ang kaya gantiinit,
62660	65040	na laylay dagiti apagtubo amula,
65880	67760	ket naganguda adagos.
68600	69360	Agsipod,
69660	71380	tadi daunay nakapagramot.
72100	74300	Nagdiso ti sumagmamano a bukel,
74580	77980	itinagtubuan dagiti siitan amula adimakel,
78460	80020	ken nang lepes kadakwada.
81000	81600	Itikasta,
82500	84540	saan anakapagdawa dagiti mula?
85680	87240	Ngayom adadagiti bukel,
87240	89640	anagdiso itinadamag adaga.
90000	92000	Ket nagtubo,
92000	93500	dimakel,
93500	95500	ken nagdawada.
95500	98500	Adda nagdawa ititalo pulo.
98500	100500	At damit innamapulo,
100500	103500	ken adapay sangagasot.
103500	105500	Ket ingibus nihesus.
105500	110500	Dumngeg ngarod ti siya sinuman nga adaan pannakaawat.
111500	114000	Idi agmaymaysa nihesus,
114000	117500	na pan ken kuanati sumagmamano kadagiti nagdenggeg,
117500	119700	agraman dagiti sangapulo kitdwa nga adaan.
119700	122700	Kinid daw da nga ilawlawag na dagiti pang ngarig.
122700	124700	Kinunan nihesus.
149700	152700	No mailasin ken maawatanda,
152700	155700	amangan no agsublida iti Diyos,
155700	157700	ket pakawanin nanto ida.
157700	161200	Diyo ay ang maawatanda ito'y apang ngarig.
161200	164200	Sinalutsod nihesus kadakwada.
164200	166200	No diyo maawatanda,
166200	170200	kasa nungarod ang maawatanyo ti uray anya apang ngarig.
170200	173200	Ket inlawlawag na ti pang ngarig.
173200	175200	Tiagmul mula,
175200	177700	iwaragawag na ti saot Diyos.
177700	179700	Dagiti bukel,
179700	181700	anagdiso iti dalang,
181700	186700	mayarig da kadagiti tattao amakang ngarg iti saot Diyos.
186700	189700	Apaman amang ngarg da?
189700	191700	Umay ni satanas,
191700	195700	ket ikaten na ti mensahe kadakwada.
195700	198700	Dagiti da duma at tattao,
198700	203700	mayarig da kadagiti bukel anagdiso iti kabatuan.
203700	206700	Apaman amang ngarg dati sao?
206700	209700	Awaten da asiraragsak.
209700	213700	Ngayom saan ang makapagramot ti sao kadakwada?
213700	216700	Ket saan da ngaagbayag?
216700	219700	Isot ga po na ama upay da adagos,
219700	221700	nudumteng dagiti rigrigat,
221700	223700	ken pan nakaidadanes,
223700	225700	ga po iti sao.
225700	228700	Ket dagiti da duma at tattao,
228700	231700	mayarig da kadagiti bukel,
231700	235700	anagdiso iti nagtubuan dagiti siitan amulmula.
235700	237700	Iso da dagitoy,
237700	239700	imakangag iti sao.
239700	243700	Ngayom umay dagiti pakaring guran iti daytoy abyag.
243700	246700	Ti panagagom iti kinabaknang,
246700	251700	ken tinalabas apa nagtari gagay kadagiti da duma pay abambanag.
251700	254700	Ket lipasin da ti sao.
254700	255700	Itikasta,
255700	257700	di da makapagbunga.
257700	260700	Ngayom dagiti da duma at tattao,
260700	265700	mayarig da kadagiti bukel anagdiso iti nadamag adaga.
265700	268700	Ipapuso da adeng gan ti sao,
268700	270700	ket agbunga da.
270700	273700	Adagbunga iti talupulo,
273700	275700	at damit inamapulo,
275700	277700	ken adapay sangagasot.
277700	279700	Intuloy ni Jesus,
279700	282700	Gangtan aya ti pagsilawan,
282700	284700	tap no kaluban iti salop,
284700	286700	wen no ipasirok iti katre.
286700	290700	Saan aya nga ikabil kit di itinairanta apagyanan na?
290700	294700	Awan tinailim mong adinto mailatak.
295700	298700	Awan met ti palimid adi maamuan.
298700	303700	Dumnag ngarod ti siya sinuman nga adaan pan nakaawat.
303700	305700	Kinunanapay kadakwada,
305700	309700	panunuten nyo analaing timangnagyo.
309700	313700	No kasanot ti panangrokod yo kadagiti sabsabali,
313700	316700	kastan tumet ti panangrokod ti Diyos kadakayo,
316700	319700	ket naing inget tupay.
319700	321700	Tati adaan,
321700	323700	maikanto iti adado.
323700	325700	Ngayom ti awanan,
325700	328700	uray ti basit nga daken kwana,
328700	330700	maikat tupay.
330700	333700	Intuloy ni Jesus tinagsaw,
333700	337700	Kastoy ti kayarigan ti pagaryan ti Diyos.
337700	342700	Adda taong agpurwak kadagiti bukel iti talon na.
342700	344700	Maturog iti rabii,
344700	347700	ket agtrabaho iti aldaw.
347700	349700	Kabayatan na,
349700	353700	agtubo dagiti bukel ket dumakkal da.
353700	355700	Ngayom diam mo tinagmula,
355700	359700	no kasanot ti irurusing ken idadakkel da.
359700	362700	Tidagamit laing timangpadakkel,
362700	365700	ken mangpabunga kadagiti mula.
365700	368700	Agparang nga umunat ibulong.
368700	371700	Sumaruno ti dawa.
371700	373700	Ket kamaudyanan na,
373700	375700	mamsek ti dawa.
375700	378700	Numatangkinanin dagiti dawa,
378700	381700	rugyanin ti aggapas,
381700	384700	tadimtengen ti panagapit.
386700	390700	Anya ti pangyarigan tayo iti pagaryan ti Diyos?
390700	394700	Anya pang ngarig ti pangilawlawag tayo iti daytoy?
394700	399700	Mayarig iti bukel ti mustasa akabasitan abukel dito'y lubong.
399700	402700	Basit usit abukel,
402700	404700	ngayom numaimula,
404700	405700	dumakkal,
405700	409700	ket agbalin akadakkelan kadagiti amin amulmula.
409700	411700	Agsa nga iti dadakkel,
411700	414700	amabalin apagumukan dagiti tumatayab.
414700	417700	Babaen kadagiti kakastoy apang ngarig,
417700	421700	ikas kasaba ni Jesus ti mensahe na kadagiti tattao,
421700	424700	kas iti kabailanda nga umawat.
424700	425700	Saan nga agsa o,
