start	end	text
0	3620	San Mateo, Kapitulo 24
3620	7300	Rimuwar ni Jesus iti templo,
7980	11860	Nakaadayo basitin idim masideg kinkwana dagiti adalan,
12440	15760	Kit intududa kinkwana dagiti pasdek iti templo.
16220	17460	Kino nana kadakwada?
18180	21720	Uen, makitayo amin dagito ita.
22580	23920	Ngyam ibagak kada kayo,
24580	28320	Nga awan to ti uray may saabato dito'y amabati itiyan na.
28320	30780	Marbantu amin.
37400	42000	Ibagam man kada kami nukaanon to amapasamak dagito'y.
43760	49320	Anyan to ti mapasamak amang ipakita iti iaay mo kain itipanong palantilubong.
52320	53800	Agannad kayo,
54760	56400	Kat di kay paalilaw.
56400	58300	Adon to ti umay,
58320	61540	Kat aramaten dan to tinagan ko akon-kunada.
62620	63820	Siak ti Kristo.
64660	66340	Kat adon to ti alilawenda.
67300	70560	Mang ngagyon to ti arimbangaw dagiti agdadangadang
70560	74320	Kendamdamag maipapan kada gitida dumapay agubgubat.
75780	76320	Ngyam di kayagdanag.
78240	80200	Masapol amapasamak dagito'y.
80980	82480	Ngyam di na kayat asawen,
83400	85200	Adimtengan tipanong palan.
86360	88160	Agugubat to dagiti nasyon.
88320	91540	Agri rin na uto dagiti pagaryan.
92320	93360	Adan to bisin,
94100	96220	Kan genganed iti amin alugar.
97000	98980	Pang rugyan lang amin dagito'y,
99360	102240	Tipanagsagaba akas itipanang rugi,
102700	104600	Tipanagsagaba ti agpasngay.
105400	106080	Matiliw,
106880	108740	Kan mayawat kayo amadusa.
110000	111060	Mapapatay kayto.
112280	115680	Guraan da kayto dagiti amin at at tao gapukanya.
116820	117940	Itiday ta tiyempo,
118320	121820	Adon to dagiti mang talikod itipan matida.
122680	123760	Aglilinipot,
124260	125760	Ken agiginura danto.
126700	129420	Tumaod to dagiti ado asinant profeta,
130000	131000	Amangyawawan,
131500	133260	Kadagiti ado at at tao.
134060	136940	Kastan to tipanagsaknap ti kinadakes.
137840	139880	Ket ti ayat dagiti ado at at tao,
140780	141440	Lumamiisto.
142500	146120	Ngyem maisalakan to tisya sinuman amakaib to.
146120	147540	Aging ga,
147540	149140	Itipanong palan.
150140	154380	May kas kasabanto itiintero alubong daytoy na imbag adamag.
155140	156840	May papam itipagaryan.
157600	160260	Kas pamanagnag itisang katawan.
161120	161880	Kalpasan na,
162640	164700	Umayton tipanong palan.
165420	165540	Itikasta,
166920	172480	Inton makitayo tinakabotboteng amang dadael nga agtakdar itinasantuan alugar,
173080	175180	Akas insaun ni profeta Daniel,
175960	177220	Maawatan kuma,
177220	179580	Tiyagbasa tika ipapanandaytoy.
180400	184860	Masapol akumamang dagiti adda ijay hudeya kadagiti bambantay.
186020	189000	Umulog a dagus tiadda itituktok tibalay,
189740	192060	Ket saanin asumrek itibalay na,
192800	196440	Tap numangala itiurayan niya amabalin na nga itugot.
197440	198980	Tiadda ititaltalon,
200320	203120	Saanin nga gawid amangala itikagay na,
203860	204900	Kadagitangal daw,
205860	206900	Kakaasinto dagitikagay,
207220	209180	Itimasikog ken dagiti ina,
209660	211740	Adipay napusot dagitian nakda.
212880	214300	Dawatin nyo iti Diyos,
214880	217400	Asaan kuma nga iti tsyempo tinapnap,
218060	219720	Wen no aldaw apanaginana,
220100	221180	Tipanagpak niyo.
222060	223480	Ta kadagitangal daw,
224600	227080	Nakarkaruntong nga adayo tirigat,
227700	229740	Ngam itianyaman anapasama,
230360	232620	Manipod pannakaparswa tilubong,
233300	235080	Aging ga kadagitoy nga aldaw.
235080	237080	Ket uray kaano,
237080	240080	Awanton ti kastoy amapasamak.
