start	end	text
0	3180	San Mateo, Kapitulo 10
30000	33600	San Tiago, Juan, Sibidio
33600	36800	Felipe, Bartolomeo
36800	38740	Tomas, Mateo
38740	42620	San Tiago, Alfio
42620	44060	Tadio
44060	46220	Simon, Patriota
46220	47980	Judas, Iscariote
47980	49900	Amanglipot, Jesus
49900	55540	Imbaon ni Jesus dagitoy sa ngapulok at dua, kastoy tiimbili na kadakwada.
55540	59840	Di kayo mapmapan itiuray sa dino adaga dagitihentil.
60000	63940	Wan no itiuray sa dino nga ili dagiti Samaritano.
65020	69260	Ngam inkayo kitdika dagitina pukaw akarnero itinasyon ti Israel.
70460	72500	Inkayo ikasabadaytoy.
73560	75820	Asidagan tipagarian tilangit.
77520	79240	Paimbagan nyo dagiti masakit.
80560	82300	Pagungarin nyo dagiti natay.
82960	85260	Agasan nyo dagiti agkukutal.
85780	87300	Gampaksyaten nyo dagiti demonyo.
89260	89980	Awan imbagan.
90000	91560	Bayad nyo itiinawat nyo.
92860	93700	Ngarod.
94860	96780	Diyo pabayadan tiipa ayo.
98140	100040	Di kayo mangitugot iti kwarta.
100880	103720	Balitokman wan no pirak, wan no gambang.
105120	107280	Di kayo matmangitugot iti bayon.
107900	109000	Uray bado apagsukatan.
110240	112000	Uray sapatos, wan no sarukod.
113140	116780	Takarbangan ti mangmangged ti maikkan iti kasapulan na.
117100	119520	Nudunteng kayo itimay sa ngayili.
119520	124280	Bumirok kayo itimayat nga umawat kada kayo.
125380	129240	Agyan kayo kenkwana aging gaapumanaw kayo iti dayta lugar.
130840	133900	Nusumrek kayo itimay sa balay, kunayo.
135260	137940	Diyos timangted ititalna kada kayo.
139300	141300	Nuawaten da kayo dagiti aking balay.
142600	144860	Ibati yu tiinkablaaw yu atal na.
146340	147500	Nudida kayo awaten.
147500	150500	Ibabawe yu tiinkablaaw yu.
150500	157500	Kastamit ano at da balay, wan no ili at dinto umawat, wan no dumngeg kada kayo.
157500	159500	Panawan nyo ida.
159500	163500	Katpampagin nyo titapok kada gitisa kayo.
163500	167500	Laglag ipin nyo, ngayon tunaldaw ti panangukom,
167500	173500	na laglag anto ti dusa nga ipalakam ti Diyos kada gititaga Sodoma ken Gomorrah,
173500	176500	ngam kada gititattao iti dayta nga ili.
176500	177500	Ngunit, nangyayari, nangyayari, nangyayari.
177500	179500	Dumngeg kayo.
179500	184500	Ibaon kayo akas karnero iti ayan ti arban dagiti lobo.
184500	186500	Ngarod.
186500	193500	Masapol anasirib kayo akas iti uleg, ken naamo kayo akas iti kalapati.
193500	195500	Agannad kayo.
195500	202500	Taaddanto dagititattao amang tiliw, ken mangisaklang kada kayo iti pangkuman.
202500	206500	Saplitan da kayo iti uneg dagiti sinagoga.
206500	208500	Gapu kanyak.
208500	212500	Maisaklang kayo ito itisangwanan dagiti ag tuturay,
212500	219500	ken arari tap nupanik ni kanyo kadakwada ken kadagiti hintil tinimbag a damag.
219500	222500	Ngam inton at da kayo itisangwanan ti okom,
222500	226500	di yon to pakadanagan noanyan to ti sawen nyo,
226500	229500	wen no kasanon to ti panangis sa uyo.
229500	234500	Maipaltihing to ti sawen nyo inton dumteng dayta atyempo.
234500	238500	Tasaan tong agtaod kada kayo ti ibalikasyo.
238500	244500	Agtaod to itiispirito ni amayo, nga agsasawo kada kayo.
244500	249500	Papapatay to dagititattao dagiti bukod da akakabsat.
249500	253500	Kastantungat ti aramidin dagiti ama kadagiti anak da.
253500	260500	Busurin to dagiti anak dagiti naganak kadakwada, kaya't papapatay dan to ida.
260500	262500	Guraan da kayo to dagititattao gapu kanyak.
262500	267500	Ngam ti siya sino man ama kaibtor aging ga itipanong palan, may salakan to.
267500	272500	Nui da danes da kayo itimaysa nga ili, in kayo agkamang itisabali nga ili.
272500	279500	Ibaga kada kayo, adi yon tupay malpas ti trabahuyo iti amin nga ilili ti Israel, inton umay ti anak ti tao.
279500	283500	Saan anatantanok ti agad-adal ngam ti maisalakan?
283500	288500	Saan anatantanok ti agad-adal ngam ti maisalakan?
288500	291500	Saan anatantanok ti agad-adal ngam ti maisalakan?
292500	295500	Saan anatantanok ti agad-adal ngam ti maisalakan?
295500	298500	Saan anatantanok ti agad-adal ngam ti maisalakan?
298500	300500	Ng �ot, nakongортahan natin ang naatiyan ni Rodolfo magaling.
300500	303500	Magaling pron aside sila araw sa nagtipos akas din.
303500	308500	Indahin wag lang nakitita ang recommendation ni Rodolfo A Molina.
308500	313500	YEKularong misteryo nag иде taking a hiper dersygo.
313500	316500	Iинundahin si Rodolfo na aming i liberty start ang sakit na alat sa laro ni Daniel.
316500	320500	Inang magまあulong, vaman na naglagsansngi na im đến kayo.
320500	321640	kadagiti tat-tao
321640	323720	taawan tinailamang
323720	325580	adinto maiparangarang
325580	327560	kat awanmet ti palimid
327560	328880	adinto mailatak
328880	332020	tiibagak kada kayo itikasipngatan
332020	334440	isa uyo itilawag
334440	336680	kat ti mayarasaas
336680	338080	kada kayo
338080	339680	ipokkaw yu itituktok
339680	340640	dagiti balbalay
340640	344060	di kay agbutin kadagiti mang papatay
344060	344660	itibagi
344660	347580	ngayon di damabalin apapatayan
347580	348280	ti kararwa
348280	351020	agbutin kayo kit di iti Diyos
351020	353000	iso ang makabalin
353000	354320	amang patay itibagi
354320	357100	ken kararwa ijay infierno
357100	359040	itimay sa asintimo
359040	360820	makagatang kayo itidwa
360820	361860	asal la pingaw
361860	363600	nupay kasta
363600	367000	awan matnag uray may sakadakwada
367000	368780	nudiipalobos ni amayo
368780	371580	numaipapan kada kayo
371580	373920	uray dagiti buokyo
373920	375640	na bilang daminan
375640	377480	isot gapuna
377480	378660	adi kay agbuteng
378660	380760	tanapat patag kayo nga dayo
380760	383160	ngam ti ado asal la pingaw
383160	385120	siya sino man
385120	386800	amang ipaduyakyak to kanyak
386800	389400	ipaduyakyak kontumit
389400	391420	itiimatang ni amak sa dilangit
391420	394300	ngam ti mangilibak kanyak
394300	396280	ilibak kontumit
396280	397720	itisangwanan ni amak
397720	398640	sa dilangit
398640	400820	diyo ipagarop ngayong mayak
400820	402780	mangyag itikapya dito'y lubong
402780	405320	jak imay mangyag
405320	406120	itikapya
406120	407320	nudikat kampihan
407480	409400	imayak
409400	411940	tap nupataudag ti ibubusur
411940	413440	dagiti anak alalaki
413440	414460	kadagiti amada
414460	417100	dagiti anak ababae
417100	418260	kadagiti inada
418260	421020	dagiti manugang ababae
421020	423280	kadagiti katugangan da ababae
423280	425860	dagiti kabusur ti tao
425860	427740	isudamit laeng
427740	429580	dagiti kamang ti familyana
429580	432780	tidakdakkel ti panagayat na iti amana
432780	434320	wan no iti inana
434320	436320	niyam ti panagayat na kanyak
437480	440280	saan ama i karinga agbalin nga adalak
440280	442400	Tidakdakkal ti panagayat na
442400	444200	kadagiti anak na
444200	447240	ngam ti panagay at na kanyak
447240	448160	saan ama i parkinga
448160	450320	agbalin ng atal na
450320	451220	siyan sino man
451220	452900	adi mang nya bakl находne
452900	454520	ken sumurot kan nor
454520	456500	saan ama i carrying
456500	459120	na kanyak
459120	460080	siya sino man
460080	461500	ama ngi pang poguro ailic
461500	463280	byag na
463280	465600	Mapuka nandun
465600	468380	Ket ti makapukaw iti biyag na gapu kanyak,
469600	470660	masarakan nanto.
471560	473460	Siya sino man nga umawat kada kayo,
474320	475920	siyak matlaan ti awaten na.
477180	479080	Siya sino man nga umawat kanyak,
479900	481760	awaten na matinang ibaon kanyak.
482680	484840	Siya sino man nga umawat iti profeta,
484980	486400	gapu tamay sa profeta.
487780	489060	Magunggunaan tumat,
489200	491800	akas iti pannakagungguna ti profeta.
491800	495660	Siya sino man nga umawat iti nalintag atao,
496240	497820	gapu ta isuket nalintag.
498900	500200	Magunggunaan tumat,
500340	503480	akas iti pannakagungguna ti nalintag atao.
504720	505700	Laglagipan nyo,
506460	510000	at siya sino man amangted iti uray sa nga basulaeng
510000	511380	analamiis adanom,
511880	514520	iti maysa kada gitoy nanumo apasurot ko,
515180	516840	gapu ta isuket pasurot ko.
517460	518940	Awan dwa dwa,
519460	521560	nga awaten nanto ti gungguna na.
521800	551780	Thank you for watching!
