start	end	text
0	2980	San Matthew Kapitulo 3
2980	11300	Itidayta at siyempo na pan ni Juan amamunyag ijalit ang tihudya ket nangas kasaba.
12020	14800	Agbabawi kayo, kadagitibas basulyo.
15480	16040	Kinunana?
16760	19620	Agsipod da sidigen tipagarian tilangit.
20240	24440	Ni Juan tikayatasawen ni Profeta Isayas, idikinunana.
24440	32920	Ijalit ang atdapan ng ipukpukaw, isaganayot tidalan tiapok, pasayatin niyo tipagnaan na.
54440	61260	Agbabawi da at silalatak kadagitibas basulda, ket binunyagan idan ni Juan, iji karayan hordan.
61960	68920	Idimakita ni Juan, dagiti adu afaresyo kinsadusyo, tap nagpabunyag kinkwana, kinunana kadakwada.
69680	76600	Da kayo akapututan tiulag, siya sino tinangibaga amalisyanyo ti dusa adandanin idisoor ti Diyos?
77120	82280	Ipakita yo babaen itiaramid yo, anagbabawi kayon, kadagitibas basulyo.
82280	83280	Di yo ipagarok.
84260	84280	Amakabawid.
84440	88220	Kalisi kayo itipanagkunayo, uray taamamin ni Abraham.
89020	95400	Ibagak kada kayo, akabailan ti Diyos apagbalinan dagitoy abato, nga anak ni Abraham.
96120	101240	Naisaganan tiwasay, apangpukan kadagiti kayo aginggay tiramut.
101900	106660	Mapukan kat maipuor amin na kayo, adiagbunga itinasayaat.
107380	111580	Bunyagan kayo itidanom, kas pakakitaan tipanagbalbalyo.
112160	113980	Ngem ti umay asumarunukan niya.
113980	118400	Bunyagan na kayo ito, iti Espiritu Santo, kin itiapoy.
119200	124940	Dagdag kayo tipanagbalin na ngayong siyak, jakpay may kari amang bitbit iti sandalyas na,
125660	132620	at dakinkwana tibigao apang taep itiirik, or nungin kin idulin nanto itiirik na iti kamalik,
133160	136480	ngayong puuran nanto iti taep itiapoy, adi maideb.
136900	142780	Dimteng ni Jesus iji Hordan, anaggapo iji Galilea, tapno pabunyagan kin ni Juan,
142780	146740	ngim kayat alapda ni Juan, kit kinunana kin Jesus.
147200	151520	Siyak kumatirebeng na bunyagam, ngim apay nga umay kakanya.
152280	157800	Bahiyam amaramit itadaytoy, tapno matumpalta ti amin apagayatan ti Diyos.
158440	162080	Insumbat ni Jesus, imanamungarod ni Juan.
162980	168980	Apaman na na bunyagan ni Jesus, simang at adagos manipot itidanom, kit atoy.
169460	171420	Naglukat kinkwan at tilangit.
171420	176420	Nakita na ti Espiritu ti Diyos abumababa akas may saakalapati,
176900	182280	kit nagdisokin kuwana, kit kinunati may saatimek, anaggapo sa dilangit.
182940	186760	Taytoy ti dungdungwit na anak apakaragsakak unay.
186760	216740	Thank you for watching!
