start	end	text
0	3000	San Lucas, Kapitulo 2
3000	5840	Kadagiting aldaw,
6760	8740	impaulog ni Emperador Augusto
8740	10200	tibilin ang mailista
10200	12620	tiamin na umili iti-imperyo
12620	13340	ti Roma.
14440	16140	Tayto'y tiumuna asensus
16140	17740	ang naaramid idimadama
17740	20140	ang gobernador ni Quirino y Jaysiria.
21460	22140	Itikasta,
22920	24220	napantitong galmaysa
24220	26400	itiirina tapno agpailistada.
27500	28200	Agsipot
28200	30480	tanagtaod ni Jose itikapututan
30480	31000	ni David.
32140	34060	Pimanaw itiili ang Nazaret
34060	35080	ijay Galilea.
36260	38180	Ketnapan itiili ang Bethlehem
38180	39060	ijay Judea.
40300	41380	Ijay Bethlehem,
41760	43320	tinakayanakan ni Ari David.
44300	45640	Kadwa ni Jose ni Maria
45640	48660	ang naitulag ng asawa na itipanagdalyasat na.
49660	50280	Masikog
50280	51380	iti ni Maria.
52060	54000	Ketidi at daday ijay Bethlehem,
55280	56440	dimteng ti oras
56440	57600	apang nagpasngay na.
58200	60080	Inyanak na tinuunang
60080	61200	anak na alalaki
61200	62920	kat binungun na itilampin
62920	65020	sana impaidda itikuluong
65020	68180	taawan pagyananda itipagdagdagusan.
69240	70400	Itiday taapaset
70400	71240	tipagilyan
71240	73220	at dasumagmamanong
73220	75460	ng agpaspastor ng aday itiaway
75460	77720	ng agbanbantay kadikiti karnero
77720	78620	da itirabi'i.
79760	81020	Nagparang kadakwada
81020	82800	timaysang anghel tiapo
82800	84940	kat sinalnagan
84940	87060	iday itidayag tiapo.
88200	89620	Napalalo ti butengda.
90680	91700	Ngayom kinunati
91700	92920	anghel kadakwada,
93880	95140	di kay agbuteng
95140	97180	at dakdito'y
97180	99100	amangyeg kadakayo itinain
99100	100240	bag at damag
100240	101660	apakaragsakan niyo.
102600	103100	Well,
103800	106120	dakayo kundagiti amin at at tao
106120	108280	itangal daw.
109320	110840	Dito'y ili ni David
110840	112440	na ipasngay
112440	114120	timangisalakan kadakayo
114120	116400	ni Kristo nga Apo.
117340	118040	Day to'y
118040	119300	itipagilasinan niyo.
120360	121600	Masarakan niyong to
121600	122960	timaysang aubing
122960	125380	anabungon itilampin
125380	128000	kanakaida itikolloong.
128640	129320	Paggamuan,
130100	131840	adadakkel anailangitan
131840	133860	abunggoy anagparang itiasidag
133860	135960	tianghel. Ikankantada
135960	138040	dagiti pagdaydayaw iti Diyos.
138920	140120	Gloria iti Diyos
140120	141740	itikangatuan alamit
141740	143100	kaya dito'y daga
143100	145960	kapyakental na kadagitita tao
145960	147340	kapakaragsakan na.
148040	149420	Apaman anakapanaw
149420	150420	nagiti anghelis
150420	151800	ngagsubli sa dilangit
151800	153940	kinunadagiti agpaspastor
153940	155140	itimaysa kanmaysa.
155820	157120	Intayon ijay bitlehem.
157860	158880	Intayokitaan.
159440	160580	Day to'y aminapasamak
160580	162440	ng impakamuti Apo kadatayo.
163200	164960	Nagdardaras dangarod anapan.
166080	166860	Nasarakanda
166860	168260	da Maria Kenose.
169160	170080	Ken tiubing
170080	171740	anakaida itikolloong.
172860	174500	Idi makita da ti maladaga.
175460	176680	Sinarita da kadakwada
176680	178160	ti imbaga ti anghel
178160	179380	maypapan iti ubing.
180380	181440	Nasdaaw amin
181440	182660	anakang ngeg iti
182660	183640	impagpadamag da.
184420	185340	Tinandaanan
185340	187200	ken pinanpanunot ni Maria
187200	188160	amin dagitoy.
189480	191380	Nagsubli dagiti agpaspastor
191380	192820	amang ikankanta
192820	194940	kadagiti palagdaydayaw iti Diyos
194940	196560	gapo kadagiti amin
196560	197860	anang ngeg ken nakita da.
199080	199920	Napasamak
199920	200660	ti amin
200660	201960	kas imbaga kadakwada
201960	202920	ti anghel.
203600	205120	Kalpasan ti walong aldaw
205120	206520	dumtang ti tiyempo
206520	207860	apanakakugit
207860	208440	ti ubing.
209540	210720	Kit na panaganan
210720	211460	iti Jesus.
212580	213920	Daitoy ti impanagan
213920	215180	kenkwana ti anghel
215180	216940	sakbay ti panakainaw na.
218100	219260	Dumtang ti tiyempo
219260	220260	apanagtungpal
220260	221400	daho seken Maria
221400	222700	iti seremonya
222700	223700	ti panakadalus.
224780	225860	Kas mayonurot
225860	227200	iti linteg ni Moises.
228600	229640	Impandangarod
229640	230320	ti ubing
230320	231160	ija Jerusalem
231160	232400	tapno idatunda
232400	233280	iti apo
233280	234660	kas nailanad
234660	235380	iti linteg
235380	236180	ti apo.
236520	237620	May daton
237620	238260	iti apo
238260	239100	ti amin
239100	239860	nga inauna
239860	240720	alalaki.
241460	242340	Napandatap no
242340	243340	mang idatagdamat
243340	244460	iti sakripisyo
244460	245440	asang kaparis
245440	246140	apagaw
246140	247060	wenudwa
247060	247660	asibong
247660	248420	ti kalapati
248420	250080	kas mayonurot
250080	250780	iti linteg
250780	251620	ti apo.
252380	253540	Iti dayta at tiyempo
253540	254940	at dalakay
254940	256020	ng agnagan simyon
256020	256620	ng agnaod
256620	257380	ija Jerusalem
257380	258880	na imbag
258880	259760	kat managbutang
259760	260380	iti Diyos
260380	261620	kat padpadaanan na
261620	262900	ti panakaisalakan
262900	263680	ti Israel
263680	265180	at akin kuwana
265180	266260	ti Espiritu Santo.
266520	267860	Impaltiin
267860	268400	kin kuwana
268400	269420	ti Espiritu Santo
269420	270300	at dintumatay
270300	270900	at hinggana
270900	271520	ti makita na
271520	272140	ti Kristo
272140	273140	na inkari
273140	273920	ti apo.
274660	275200	Babaon
275200	276200	iti palangidalan
276200	277000	ti Espiritu.
277980	278560	Simrek
278560	279120	ni simyon
279120	279880	iti templo.
280580	281340	Idi impanag
281340	282160	iti naganak
282160	282640	ti ubing
282640	283140	a Jesus
283140	284140	ija'y templo
284140	285080	tapno aramidon
285080	285840	da kin kuwana
285840	286980	ti ibilin
286980	287580	ti linteg.
288560	289180	Sinakroy
289180	289900	ni simyon
289900	290680	ti ubing
290680	291560	kat nagyaman
291560	292160	iti Diyos.
292980	293500	Kinunana.
294260	294780	Ita
294780	296500	tatilungkot
296520	296980	palmun
296980	297660	ti Karim
297660	298800	o Apo.
299800	300380	Palubusan
300380	300700	mon
300700	301380	apumusay
301380	301980	asitatal
301980	303040	nato'y adipan mo.
304120	304640	Tanakita
304640	305020	kon
305020	305920	kadagiti bukod
305920	306600	ko amata
306600	307980	ti panangisalakan mo
307980	309920	na insaganam
309920	310700	iti imatang
310700	311420	dagiti amin
311420	312060	at ataw.
313380	314040	May sa
314040	314800	asilaw
314800	315780	mang ipakaamo
315780	316840	kadagiti hintil
316840	317680	ti pagayatam
317680	318740	kien
318740	319480	mangyeg
319480	320120	iti dayaw
320120	320860	iti ilim
320860	321420	na Israel.
322480	323280	Nasdaaw
323280	324300	dagiti naganak
324300	324920	iti ubing
324920	325640	iti sinaon
325640	326140	ni simyon
326140	326820	may papankin
326820	327180	kuwana.
328340	329220	Binindisyunan
329220	329480	ida
329480	330260	ni simyon.
330920	331460	Pinili
331460	331980	ti Diyos
331980	332840	dati nga ubing
332840	334020	apakadadaalan
334020	335420	kanpakaisalakanan
335420	335980	ti ado
335980	336880	iti Israel.
337680	338380	Kinunanak
338380	339120	ken ni Maria
339120	340560	na ito
340560	341840	ding apagilasinan
341840	342940	asupyaten to
342940	343480	ti ado
343480	344240	atatao.
345220	345880	Itikasta
345880	347660	may latak to
347660	348860	dagiti nalimed
348860	350040	apampanunot da.
350840	351120	Ket
351120	351880	tapusom
351880	352920	salputen to
352920	353720	tila dingit
353720	354740	akas natadem
354740	355480	akampilan.
356140	356820	At damot
356820	357360	may saa
357360	357880	profeta
357880	358980	abakat unayin.
360040	360560	Iso ni
360560	361000	anang
361000	361580	anak ni
361580	362160	Fanuel
362160	362960	iti tribo
362960	363800	ti aser.
364680	364980	Pito
364980	365500	atawan
365500	366240	anagdinada
366240	367160	iti asawa na.
367940	368120	Ket
368120	368680	walupulo
368680	369300	kenupat
369300	369940	atawanan
369940	370540	anabalo.
371340	371780	Saan
371780	372700	apimampanaw
372700	373440	iti templo?
374380	374900	Aldaw
374900	375580	rabi'i
375580	376540	nagdaydayaw
