start	end	text
0	3360	San Matthew Kapitulo 17
3360	6620	Kalpasan tinem nga aldaw,
7240	8840	inkuyog ni Jesus ni Pedro
8840	10180	ken dagiti agkabsat
10180	11500	a Santiago kin Juan
11500	13820	ket isisuda asimang at
13820	15360	itinangato abantay.
16200	18380	Sadyay, nagbalbaliw
18380	19400	tilangan ni Jesus
19400	21880	itiimatang dagiti talong adalan,
22540	23980	nagranyag tirupa na
23980	25080	akas itiinit,
25620	27440	ket rimangrang akas lalawag
27440	28580	dagiti paggananay na.
28580	31800	Pag-amuan, nakita da Moises
31800	32760	kin Ilyas
32760	35020	ang makisarsarita kin ni Jesus.
35780	36740	Kino na ni Pedro?
37520	39580	Apo, nagsaya atin
39580	40960	tika datayo ditoy.
41680	42540	No kayat mo,
43100	44600	mang ipatakderak ditoy
44600	46280	iti talo akalapaw.
46920	48540	Maisa ti parakan ka,
49180	51200	maisa ti parakan ni Moises,
51840	54280	ket ti maisa parakan ni Ilyas.
55100	56840	Agsasawupay lang ni Pedro
56840	58560	i di adana ranyag
58560	59180	ng ulep
59180	60640	anang linong kadakwada
60640	62580	at datimig ang naggapo
62580	63380	iti ulep
63380	64240	ang nagkuna.
73820	75260	Napalalo ti buteng
75260	76240	dagiti adalan
76240	78180	anakang ngegititimig
78180	80260	nagpaklibda itidaga
80260	82040	imasidig ni Jesus
82040	83480	kit sinagid na ida.
84300	85320	Bumangon kayo!
86140	86800	Kino na na?
87600	88140	Di kay agbuta
88560	90840	Iti mga da
90840	92960	awan sa bali alakita da
92960	94760	no dilaeng ni Jesus.
95180	97300	Awan pang ibagbagaan nyo
97300	98620	iti na imatangan nyo.
99520	101040	Ibagayon tulaeng ditoy
101040	103800	kalpasan ti pan nakapagungar
103800	104900	ti anak ti tao.
105740	107660	Imbilin ni Jesus kadakwada
107660	109700	iti sumalsalog da itibantay
109700	112340	sinaludsod kin kuwa na dagiti adalan.
113140	115040	Apay akuna dagiti ma maestro
115040	116160	iti linteg
116160	117700	amasapol ng umay
117700	118540	ng umunan ni Ilyas.
118560	121200	Insungbat ni Jesus
121200	123020	Pudno nga umay
123020	124200	ng umunan ni Ilyas
124200	126560	tap no tarimaanin na amin abanan
127080	128720	ngamday to'y
128720	129800	tiibagak kada kayo.
130860	132140	Imayin ni Ilyas
132140	134260	ngam saan anailasin
134260	135180	dagitita tao.
136240	138320	Inaramid dakit diken kuwa na tikinay
138320	140560	kayatda, kastantumit
140560	142800	ti panang parigatda iti anak
142800	143480	ti tao.
144280	146000	Kit na awatan dagiti adalan
146000	147880	anihuan amamunyag
147880	149860	iti sarsaritan na kadakwada.
150560	151920	Itinagsublida at iyan
151920	152860	dagitita tao
152860	155060	at dalalaking ay masideg
155060	155740	kina Jesus
155740	158440	kit nagparintumang itisangwanan na
158440	159720	sana kinuna.
160440	162800	Apo, kasyam ka dita
162800	163980	anak ko alalaki
163980	167080	agkiskis siyo katagsagsagaba
167080	168020	itinapalalo.
168920	170700	Masansa na matnag iti apoy
170700	171860	huwan no itidanong.
173000	174700	Iban ko kadagiti adalam
174700	176700	ngamdida mapaimbag.
176700	178740	Simungbat na Jesus.
193220	195200	Inungtan na Jesus
195200	196140	ti demonyo
196140	198620	katrimuar manipot iti ubing.
199340	200440	Imbimbag ti ubing
200440	201960	itiday tamot lang oras.
202720	203480	Kalpasan na,
204120	206240	sililimid anapandag iti adalan
206240	206680	kina Jesus.
206700	208940	Kit sinaludso da kin kuwana.
209500	210980	Apaya di mi mapaksyat
210980	211720	iti demonyo?
212360	214740	Gapo tabasit iti pang matiyo.
215500	216720	Insungbat na Jesus.
217760	218800	Laglagi po nyo
218800	220460	ano adapang matiyo
220460	223180	akas iti kadakkal ti bukal ti mustasa.
224300	225080	Mabalin nyo ako
225080	226660	naon itiday ti abantay.
227480	228260	Umalis ka
228260	230180	kat inkasadyay.
230700	231700	Kat umalis.
232560	234620	Mabalin nyo nga aramiden ti uray
234620	235080	anya.
235080	236280	Idi naguurod.
236700	237820	Unong dagiti adalan
237820	238760	iti Galilya
238760	240060	kinunan ni Jesus
240060	240820	kadakwada.
241640	242840	Dandanin may yawat
242840	243820	ti anak ti tao
243820	245220	kadagiti tattao
245220	246200	amang papatay
246200	246940	to ken kuwana.
247820	249200	Ngayon mapagungarto
249200	251240	iti maikatlong aldaw.
251960	252740	Kasta unay
252740	253580	tila dingit
253580	254480	dagiti adalan.
255320	256280	Idinapan ni Jesus
256280	257540	kin dagiti adalan na
257540	258540	iti kapir na um
258540	260580	immasideg kin ni Pedro
260580	262040	dagit agsingsingiri
262040	262660	iti buwes
262660	264620	ng agpay iti templo
264620	266000	kit sinaludso da.
266700	268220	Agbo buwes matla ni maestro
268220	269700	iti maipaay iti templo?
270420	271300	Un ah.
272060	273360	Insungbat ni Pedro
273360	275780	idisimrek ni Pedro iti balay
275780	277720	imuna ang nagsaw ni Jesus.
278720	279260	Simon,
280160	281160	anya ti makunam.
282060	284120	Siya sino ti agbayad iti buwes
284120	285940	kadagiti araari dito'y lubong?
286880	287800	Dagiti umili?
288620	290280	Ueno dagiti ganggan na it?
290760	292680	Dagiti ganggan na it.
293320	294460	Insungbat ni Pedro
294460	296360	nukas tangarod.
296700	298120	Kinunan ni Jesus.
299120	300240	Saan amasap
300240	301980	ng agbayad dagiti umili?
303060	304280	Ngamdita'yo kaya't
304280	306260	ngadamakuna dagito'y atat-tao
306260	308300	inkangarod agbaniit
308300	309080	ijay danaw.
310180	311900	Alaam ti umunang ikan
311900	313120	amabaniitam
313120	315280	kat ngangam tingiwat na.
316340	317740	Masarakam to ti kwarta
317740	319160	nga umanay apag buwesta.
320200	320760	Alaam
320760	323220	kat inkabayadan ti buwesta.
