start	end	text
0	3260	San Matyo, Kapitulo 14
3260	11400	Itiday di at siyempo na damag ni Herodes na agtoray itigalilya ti maipapan kin ni Jesus.
12180	15820	Pudnong isunay ito'y ni Juan? Amamunyag anapagungar?
16500	18780	Kinunana kadagiti ofisyalis na.
19540	25620	Dagito'y tigapuna, na dakanguan na ito'y apan nakabalin, na agaramid kadagiti milagro.
25620	30620	Tinatiliw nga min idin ni Herodes ni Juan sa na pinarepet kin pinaibalod.
31840	36820	Inarabi na daytoy gapo kin ni Herodias na asawa ni Filipe akabsat na.
37440	39940	Kinun kuna nga min ni Juan kin ni Herodes.
44940	48540	Kayat idin ni Herodes a papapatay ni Juan.
49220	54940	Ngayon nagbuteng kadagiti hudyo, agsepunta imbilang na ni Juan amaysa a profeta.
55620	62500	Idi agkasangay ni Herodes, nagsala ti balasang na anak ni Herodias itisangu dagiti sa ngayli.
63100	66460	Nay ayon ni Herodes, kit inkarina kinkwala.
67180	69960	Isa patak na itidkeng katayang nyaman na dawatang.
70720	74020	Kas insingasing ni inana, kinunati balasang.
74940	78940	Itadmukanyak dito'y tinaibandehado, nga ulo ni Juan amamunyag.
80280	81460	Nagliday ti Ari.
82340	85540	Ngamga po itipanagkarina itiimatang dagiti sa ngayli.
85620	89600	Ili na, imbilin na ang matumpal ti dawat ti balasang.
90400	93040	Pinaputulan na ni Juan iji pagbaludan.
93860	100000	Nayeg ti ulo anaibandehado, kit na ited iti balasang anang itidmet kiniinana.
100780	105540	Dimteng dagiti adala ni Juan, innalada ti bangkay nakit intanimda.
106220	109620	Kalpasan na, napandaim padamag kin ni Jesus tinapasamak.
110440	112620	Idi na amuan ni Jesus tinapasamak.
113660	115600	Nagbangka anapan nagpakni.
115620	119400	Nga is isuna iti may sa lugar na awan matag tagi tao.
120000	123060	Ngayon, idi na damag dagiti tataw ti ipapanaw na,
123640	128080	pinanawan da dagiti ilili da kit nagnagnada asimurot kinkwana.
128900	130680	Dimsaag ni Jesus itibangka.
131560	138320	Idi makita na dagiti adu at tataw na asyan kadakwada kit inagasan na dagiti masakit da.
139100	143600	Idi mumalimel na pandagiti adalan na kinkwana kit kinunada.
143600	145160	Sumip ngayon.
145620	147240	Awan matag tagi tao dito'y.
148200	153820	Pagawidom dagiti tataw tap numapanda kadagiti barbaryo kit gumatangda itikananda.
154520	156840	Saan amasapol apumanaw da?
157640	159340	Kinunan ni Jesus kadakwada.
160140	162240	Ikanyo kit diida itikananda.
163200	165960	Lima at tinapay kendwa ngay kanlayang tiada.
166820	167560	Kinunada.
168360	169460	Yegyo ida dito'y.
170240	171400	Kinunan ni Jesus.
172060	174400	Pinagtugaw na dagiti tataw itikaruotan.
175620	177940	Inalana dagiti tinapay ken ikan.
178580	181820	Timangad sa dilangit sa nagyaman iti Diyos.
182520	188940	Pinispisi na dagiti tinapay kit intid na kadagiti adalan tap no ibonong da kadagiti tataw.
189680	191580	Nanganda amin kit napsugda.
192160	197880	Adda sangapulok at dua abasket anap no kadagiti natdang inurnong dagiti adalan.
198600	203440	Aglimaribo alalaki tinangan malaksid dagiti babae kinubing.
204580	205440	Baya tinapay.
205440	208120	Iti pa ng pagawid ni Jesus kadagiti tataw.
208820	211500	Pinalugan na met dagiti adalan itibangka.
212060	215160	Kit pinaunana ida abumalasew iti danaw.
215980	218160	Idi na pagawid na dagiti tataw.
218780	222440	Simang at ngay isiso itimaysa aturod tap no agkararag.
223600	226920	Idi rumabiin may maysa ni Jesus sa djay.
227620	229220	Iti day tamat lang oras.
229760	232540	Nakaadayon itibangka itiigit iti danaw.
232540	234440	Kit may yalo alon.
235440	236580	Nagsusuban tiangin.
237320	242180	Iti parbangon nag nani Jesus itirabaw iti danaw anapan itiyanda.
242720	247820	Nagbuteng dagiti adalan itimakita da ni Jesus amagmagna itirabaw iti danaw.
248580	249220	Alalya!
250020	252080	Inikis da gapo itibuting da.
252660	254440	Ngayong dagos sa kinunan ni Jesus.
255340	256380	Di kay agbuteng.
257140	258200	Siyak ni Jesus.
259020	260160	Di kay agdanag.
260940	261480	Apo!
262360	263780	Kinunan ni Pedro.
263780	270160	Noagpaiso asika ay aban nakmanditayan mo amagna itirabaw iti danaw.
270820	271660	Umay ka!
272540	273440	Kinunan ni Jesus.
274480	279920	Dimsa agnarod ni Pedro itibangka kit nagna iti danaw amapankin ni Jesus.
280460	285960	Ngayong nagbuteng idimadlaw na tiangin kit idilumneden inikis na.
286700	288520	Apo! Isalakan na!
289160	292300	Ginawat a dagos ni Jesus tiima ni Pedro.
292300	293740	Kit ginuyod na.
293780	294640	Sana kinuna.
295400	297440	Nagbasit katipang matimon.
298040	299660	Apay anagdwa-dwa ka.
300500	304640	Limuganda adwa itibangka kit nagtalnan tiangin.
305240	308900	Dakita da itibangka nagdaydayo da kine Jesus.
309860	312280	Pudno asika ti anak ti Diyos.
313380	314020	Kinunada.
314860	319040	Bimalasyo da itidanaw kit simangladda ijay gini sarit.
319040	321840	Na ilasin dagit itatao ni Jesus.
321840	326940	Iso a pinayaban dagit itagasadyay dagit iamin na masaksakit
326940	331440	kadagit ika bangibang aluglugar kit inyegdag i dakin kuwana.
332220	335580	Nagpakpakaasid dakin kuwana asagidin dagit i masakit
335580	341740	ore lakuma tigayadan tikagay na kit naimbagan dagit iamin asimagid.
