start	end	text
0	2880	San Lucas, Kapitulo 15
2880	5740	Iti may sangal daw,
6600	8360	Ado nga agsinsingiri iti buwis
8360	10320	kenda dumah amang nagbasol
10320	12500	tinapanagdengag kina Jesus.
13420	14460	Nagtanabutob
14460	16400	dagiti pariseyo kina maestro
16400	17420	itilinted.
18120	20300	Awatin daytoy atao dagiti dakas
20300	21700	tipa kasarsaritan da
21700	24080	kat kasanguna pa ida amangan?
24980	25600	Kinunada,
26280	28320	itikasta insaritan Jesus
28320	30300	kadakwada daytoy at ang ngarit.
30780	31980	Kas pangarigan,
32960	34600	at dasang agasot akarnero
34600	35960	timaysa kadakayo
35960	38780	ket mapukaw timaysa kadakwada.
39860	40260	Anya,
40420	41180	tiaramiden na.
42460	44540	Panawan na dagiti siya mapulok
44540	46400	at siyam itipagararaban da
46400	48360	sana mapansapulen
48360	50280	tinapukaw aginga
50280	51380	amabirukan na.
52740	53780	Numasarakan nan,
55120	56860	kasta unay tiragsak na
56860	58300	ket baklay
58300	60080	na nga isang pet ijay balay na.
61600	63260	Ayaban na dagiti gagayem
63260	64680	ken kaarubana
64680	66880	ket kunanang kadakwada.
68560	70040	Maragsakan ak unay
70040	71900	tanabirukak metlaeng
71900	73340	tinapukaw akarnero.
74200	75160	Agrambak tayo.
75900	76540	Kastamet,
77380	78420	ibagak kadakayo
78420	81680	at dakdakkal to tiragsak sa dilangit
81680	83420	gapo itimaysa
83420	85240	amanagbasol na agbabawi
85240	87820	ngam gapo itisya mapulok
87820	88280	at siya mapulok.
88300	89540	At ito'y makasapol
89540	91020	itipanagbabawi.
91780	93060	Intuloy ni Jesus.
93900	95640	Uwennu kas pangarigan.
97180	98240	At dasa nga pulo
98240	100360	abagiti pirak itimaysa ababai
100360	102300	ket numapukaw na itimaysa.
103940	105180	Aniyati aramidon na,
106100	107780	gangtan na itipagsilawan.
109060	110460	Sagadan na itibalay na
110460	112080	ket agbirok
112080	113100	asipapasnek
113100	115320	aginga amasapulan na.
115880	117380	Apaman amasarakan na.
118300	120320	Ayaban na dagiti gagayem
120320	121380	ken kaarubana.
122280	123320	Agrambak tayo.
123860	125000	Kunanak kadakwada.
125620	127040	Tanasa pulak mitlaen
127040	128540	tinapukaw ko akwarta.
129220	129820	Kastamet,
130500	131660	ibagak kadakayo.
132400	134840	Nga gragsak dagiti anghelestiyos
134840	137520	gapo itimaysa amanagbasol
137520	138520	na agbabawi.
139300	141260	Sinarita pa'y ni Jesus daytoy.
142020	143060	Adda edi tao
143060	145580	nga adaan itidwangan nak alalaki.
146420	147740	Kinunati inaudi itiamanan.
148300	151360	Ama, itidmon titawid ko.
152220	153540	Biningay nga ro'n ti ama
153540	154500	ti sanikwana
154500	156340	kadagiti dwa nga anak na.
157020	159480	Kalpasan ti sumagmamanungal daw.
160720	162260	Inlako ti inaudi
162260	162980	tibingay na.
163920	165040	Ket inalan na
165040	166300	tinaglakwan na sa pimanaw.
168040	169820	Napan iti adayo-adaga.
171080	171900	Ket sa jay.
173200	174320	Binusbus na amin
174320	176360	akwartana iti na barayoboy
176360	177200	apa nagbiyag.
178300	180020	Idinagastonan amin
180020	180680	akwartana.
182340	183080	Dimteng
183080	185360	tinakaroabisin iti dayta-adaga.
186400	187120	Ket pulos
187120	188720	nga awan na batin kenkwana.
189780	190460	Itikasta.
191880	193040	Napan nagtrabaho
193040	195360	itimaysa kadagiti umili sa jay
195360	197340	anang ibaon kenkwana
197340	199740	itiaway tapno agtaraken
199740	200920	kadagiti baboy.
201900	203100	Kayat natimangan
203100	204980	itikan kanan dagiti baboy
204980	206980	ngumawan ng ted kenkwana.
208300	209420	Idimang kapanunot
209420	210100	matlaeng
210100	211320	kinunana.
212800	214500	Agsob-sobran itikanan
214500	215400	dagiti amin
215400	216180	amang manggad
216180	217260	ijebalay ni amak.
218140	218940	Ket at daak
218940	219920	ditoy amat matay
219920	220580	itibisin.
221700	222740	Pumanawak kit di.
223640	224600	Ket agsobliak
224600	225400	ken ni amak.
226580	227740	Ama kunak to.
228860	230280	Nagbasulak iti Diyos.
231120	232120	Kastamat kenka.
233100	234040	Diyak maika rin
234040	235560	amaawagan nga anak mo.
236400	237500	Ibilang nakka di
237500	238280	akas mayroon.
238300	240280	May sakadagiti tang-tangdanam.
241000	242440	Pimanaw nga rood sa jay.
243160	244140	Ket nagroobwat nga
244140	245360	agsobli ken amana.
246580	248400	Adayo pa ilayong itibalay da
248400	249800	idimakita ni amana.
250880	251860	Naasyan ti ama.
252400	254220	Ket timaray asimabat
254220	254960	iti anak na.
256080	258420	Inapungol na sana inagkan.
259820	260200	Ama.
261040	261840	Kinunati anak.
262960	264480	Nagbasulak iti Diyos.
265100	266100	Kastamat kenka.
266840	268280	Diyak maika rin
268300	269760	amaawagan nga anak mo.
270620	271860	Ngayom inayaban ti ama
271860	273180	dagiti katulungan na.
274120	275140	Darasin nyo.
275480	275940	Kinunana.
276780	278920	Alain nyo ti kasayaatan abado.
279540	281040	Ket ikawis nyo ken kuwana.
282040	284120	Sing-singan ken sapatosan nyo.
285180	286080	Inkay alain
286080	287460	tinapaluk mag-abaka.
287900	288780	Ket parchin nyo.
289600	290520	Agrambak tayo.
291540	293180	Tanatay day tuy nga anak ko.
293780	294840	Ngayom nagungar.
295840	296500	Napukaw.
297120	298080	Ngayom nasapulan metlo.
298300	301000	Ket nang rugin
301000	302020	tiramrambak.
302640	304560	At daidi ti inauna nga anak
304560	305600	ijay taltalon.
306940	307920	Idi agawid.
308400	310020	Ket makaasidag itibalay.
310900	312420	Nang nga tiktok-tukar
312420	313420	ken salsala.
314660	317260	Inayaban natin may sa kadagiti katulungan
317260	318740	ket sinaludsod na.
319560	320300	Aniya ti mapaspasamak.
322400	323860	Nagsublin ti kabsat mo.
324580	326120	Insungbat ti katulungan.
326800	328280	Ket pinapartin ni tatangga.
328300	329960	Tinapaluk mag-abaka.
330640	331800	Tanapasangpet na.
332260	333360	Asisa sa lunat.
333740	335420	Kyan si kakaradkad.
336200	337760	Kasta unay tipong to
337760	339200	ti inauna akabsat.
339600	341800	Ket di na kaya ti sumrek itibalay.
343340	344020	Itikasta.
345020	346120	Rimuar ti amana
346120	348320	anangay ayoken kwana asumrek.
349580	350260	Kitaem.
350980	352060	Kinuna ti inauna.
352820	354560	Nabayagan akas laaklam
354560	355560	may sa atagabo
355560	356980	anagsirsirbiken ka.
356980	358280	Pulus ajak
358300	358960	nagsukir
358960	360240	kadagiti bilbilin mo.
361560	361980	Aniya
361980	363320	tiinted mo kanyak.
364640	365920	Dinakman la inikkan
365920	368000	itiuray may sala kumaakalding
368000	370120	apakipagragragsak ko
370120	371540	kadagiti gagayim ko.
372980	374220	Ngamday to'y nga anak mo.
375760	377000	Binusbus na amin
377000	377760	asanikwam
377760	378920	kadagiti dakes
378920	379740	ababai.
381160	382660	Ket itata nagsublin.
383880	384760	Imparcham
384760	385600	itinapaluk
385600	386580	mag-abaka.
387360	387940	Anak ko.
388300	390300	Insungbat ti ama.
390300	392300	Kanayon nga daka dito'y dinak.
392300	394300	Ket kukwam amin
394300	396300	akukwak.
396300	398300	Ngam masapol nga agrambak
398300	400300	kanagragsak tayo.
400300	402300	Tanatay tikabsat mo.
402300	404300	Ngam nagunga.
404300	406300	Napukaw.
406300	408300	Ngam nasapulan matlaeng.
