start	end	text
0	2860	San Lucas, Kapitulo 9
30000	33760	Sa rokod man, wen no bayon?
34860	37020	Kanin man, wen no kwarta?
37840	39420	Uray bay pagsukatan nyo.
40440	41980	No adamangawat kada kayo?
43180	45120	Agdagos kayo itidayta abalay,
45740	48340	inggana apumalaw kay itidayta nga ili.
49140	50280	No didakay awaten?
51620	53000	Panawan nyo dayta nga ili,
53840	56000	ketpampagan nyo titapok itisa kayo,
56840	58580	akas pakabal laaganda.
58580	60820	Pimalaw dagiti adalan,
61260	63400	kat sinursurda iti amin abaryo.
64120	66380	Inkas kasabada tinaimbag adamag,
67160	70500	kat nangagagas kadagiti masakit iti amin alugano.
71320	74280	Nadamag ni Herodes nga agturay iti Galilea,
74560	76460	dagiti amin amapaspasamak.
77140	79280	Kat napalalo tipan nakariribok na
79280	81660	gaputa adda sumagmamano at attao,
82440	85820	nga agkunkuna anagungar ni Juan amamunyak.
86160	87840	Kunamangat dagiti daduma
87840	88560	anagparang magsasama,
88580	91760	at dapay nagkuna anagungar
91760	93360	iti may sakadagiti imununa
93360	94140	a propeta.
94860	96240	Pinaputulak ni Juan,
97040	98220	kinuna ni Herodes.
99040	100680	Ngum siyasinla ito'y atao,
101160	102100	amadamdamag ko.
102880	103840	Manipot idin,
104800	107020	tinarigagayan na amakita ni Jesus.
108240	109860	Nagsublida giti apostoles
109860	111620	kat sinarita dakin ni Jesus
111620	113660	ti amin nga inaramid na.
115120	116880	Inkuyog na idaan na paan
116880	118560	itiili amanagan betsa.
118580	118920	Saida.
119920	122160	Nadamag daytoy dagiti tattao
122160	123980	kat simurda kenkwana.
125220	126260	Inawat na ida
126260	128200	kat inkasabana kadakwada
128200	129480	at ipagariyan ti Diyos.
130680	132540	Pinaimbag na dagiti masapul
132540	133320	ang maagasan.
134400	136260	Mumaluman idinapan kenkwana
136260	138500	dagiti sangapulo kat dwa nga adalan.
138980	140580	Pagawidimon dagiti tattao.
141820	142400	Kinunada.
143180	144280	Tapno mapanda
144280	146320	kadagiti kabangibang ilili
146320	147540	kong barbaryo
147540	149720	kat agbirok na itikanan
149720	151460	kanpagdagusan da
151460	154400	taadayo tayo kadagiti balbalay.
155240	157260	Ikanyo kat diida itikananda.
158040	159000	Insumbat ni Jesus.
160120	161160	Lima atinapay
161160	162420	kunduwa nga ikan lang
162420	163580	tiadda kada kami.
164360	164960	Kinunada.
165720	167660	Kayap mo kadingeng kamgumatang
167660	169620	itipakan kadakwada amin?
170380	171900	Aglimaribo tibilang
171900	173500	dagiti lalaki sadyay.
174160	175200	Pagtugawin nyo
175200	177360	ama grupo-grupo dagiti tattao.
177540	179580	Sagli limapulo
179580	180780	ititunggal grupo.
181580	182780	Imbilin ni Jesus
182780	184000	kadagiti adalan.
185220	187180	Nagtumpal dagiti adalan
187180	188520	kat pinagtugaw da
188520	190200	dagiti amin at tattao.
191500	192480	Inala ni Jesus
192480	193980	dagiti lima at tinapay
193980	195020	kunduwa nga ikan.
196040	197460	Timangad sa dilangit
197460	198820	sa nagyaman iti Diyos.
200120	201540	Pinispisina dagiti tinapay
202100	203980	kat intid na kadagiti adalan
203980	205120	tapno ibonong da
205120	206360	kadagiti tattao.
206360	208100	Nanganda amin
208100	209040	katnabsugda.
209780	211300	Inurnong dagiti adalan
211300	212280	dagiti natda
212280	213820	katnapno tisangapulo
213820	214920	katdwa abasket
214920	216560	ang nagikabilanda.
217440	218680	Itimaysang aldaw
218680	220780	idi agkar kararag
220780	222040	amaymaysan ni Jesus.
223200	224480	Imasidag kenkwana
224480	225600	dagiti adalan.
226400	227320	Siya sino akano
227320	229240	itipanagkuna dagiti tattao?
230060	231660	Sinaludsod na kadakwada.
232480	234360	Addaagkuna asika ni Juan
234360	235380	amamunyag.
235380	236980	Insungbat da.
237700	240040	Addamit agkuna asika ni Ilyas.
240860	241800	Adapay agkuna
241800	243200	anagungar timaysa
243200	245140	kadagiti imununa a profeta.
245840	246620	Katda kayo?
247400	249000	Sinaludsod na kadakwada.
249800	251660	Siya sino ak itipanagkuna yo?
252440	253580	Sika ati Kristo
253580	254260	ti Diyos.
255120	256240	Insungbat ni Pedro.
257120	259200	Siinget ni Jesus anang bilin
259200	261220	kadakwada nga awant mang ibagbaga
261220	262260	anda itidaytoy.
262260	263780	Kinunanapay.
265380	267160	Nagsagaban to itinapalalo
267160	268140	ti anak ti tao
268140	270900	ken laksiden dagiti panglakayan.
272120	273120	Dagiti pangulwen
273120	273780	apapadi
273780	276700	ken dagiti mamaestro itilintag.
278080	278960	Mapapatay to.
280080	281400	Ngayon mapagungar to
281400	282880	iti maikatlonga aldaw.
283620	285500	Ket kinunanang kadakwada amin.
286300	287480	Tiagtari gagay
287480	288580	asumurot kanya.
289640	291320	Masapol at alikudan
291320	292020	nati bagina.
293300	295220	Ibaklay na ti krusna itiinaldaw.
295380	297380	Ket suruten nak.
297380	299380	Tati tao
299380	301380	amang isalakan itibyag na.
301380	303380	Mapukaw nanto.
303380	305380	Ngayon ti makapukaw
305380	307380	itibyag na gapo kanya.
307380	309380	Maisalakan
309380	311380	nanto.
311380	313380	Adaya magungguna ti tao
313380	315380	nung matagikwanat ti entero alubong.
315380	317380	Ngayon mapukaw
317380	319380	wen nung madadaalmat itibyag na.
319380	321380	Awan.
321380	323380	Ti mangibain kanya
323380	325380	ken itipan nursuro.
325380	327380	Paintumit ti anak ti tao
327380	329380	inton umay itibukod na adayag.
329380	331380	Itidayag ti ama
331380	333380	ken dagiti na santuan
333380	335380	nga anghiles.
335380	337380	Laglagipon niyo day toy.
337380	339380	Adda sumagmamanong
339380	341380	kada kayo di toy adin tumatay.
341380	343380	Agingga itimakita da
343380	345380	tipagarian ti Diyos.
347380	349380	Agarup may saalawas kalpasan
349380	351380	tipanangisaun ni Jesus kada kitoy.
351380	353380	Inkuyug na da Pedro,
353380	355380	Juan ken Santiago,
355380	357380	kat simangat da itibantay
357380	359380	tatno agkararag.
359380	361380	Idi agkarkararag,
361380	363380	nagbalbaliw ti langana
363380	365380	kat makasisirap ti po daw
365380	367380	dagitipagan anay na.
367380	369380	Pagamuam,
369380	371380	adadwa alalaki
371380	373380	ama kisa sa oken kwana,
373380	375380	da Moises ken Elias.
375380	377380	Nagparang da itinailangitan
377380	379380	adayag.
379380	381380	Kasasarita da ni Jesus
381380	383380	kung maipapan iti asidigan
