start	end	text
0	3100	San Lucas, Kapitulo 4
30000	59980	Kapitulo 4
60000	89980	Kapitulo 4
90000	119980	Kapitulo 4
120000	149980	Kapitulo 4
149980	150000	Kapitulo 4
150000	179980	Kapitulo 4
179980	209960	Kapitulo 4
209960	239940	Kapitulo 4
239940	269920	Kapitulo 4
269920	299900	Kapitulo 4
299920	329900	Kapitulo 4
329920	359900	Kapitulo 4
359920	389900	Kapitulo 4
389920	419900	Kapitulo 4
419920	449900	Kapitulo 4
449920	479900	Kapitulo 4
479920	509900	Kapitulo 4
509920	512700	Kapitulo 4
532600	534240	Kapitulo 4
534240	534540	Kapitulo 4
534540	534560	Kapitulo 4
534560	534780	Kapitulo 4
534780	534860	Kapitulo 4
534860	534880	Kapitulo 4
534880	538800	Kapitulo 4
538800	539240	Kapitulo 4
539240	539400	Kapitulo 4
539400	539900	Kapitulo 5
